iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1
0,123.98868863400612,89.38149638634893,3.4891438600607216,,,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0
1,108.30296437656621,89.38120242450739,4.033374342834577,90.7286846338198,9.999999999992654e-07,0.10126335878287257,0.10126335878291115,0.9999979995203983,0.10126335878287579,0.10126335878289953,0.9999979995206261
2,112.537886497932,89.32218477684262,4.180888810195029,90.78689200515612,0.0002009799999999999,0.10139066957035603,0.10139125683391516,0.999596247905565,0.1013913718017552,0.10139124525481512,0.9995962831513765
3,114.5232440952781,89.20449180096654,0.22313511092215776,89.88772947040952,0.0004009599999999988,0.1016450460298107,0.10164647366800945,0.9987954888493742,0.1016475591941641,0.10164639673715817,0.9987956884438323
4,111.81205625593607,89.02839293983693,0.21647368604317307,91.77387295587926,0.0006009399999999995,0.10202443597363611,0.10202982813731559,0.9975949415903532,0.1020304518939244,0.10202967201836283,0.9975952674861688
5,113.60645355996367,88.79357160563305,0.21688836393877864,89.77778359219434,0.0008009199999999984,0.1025355085366725,0.1025416464936823,0.9959960457385642,0.10254428123682871,0.10254126517274041,0.9959966312752848
6,114.700327317947,88.50019812180307,0.21697064000181854,90.84157806680705,0.001000899999999999,0.1031794276125436,0.10318292992387526,0.9939988217904137,0.10319009020687402,0.10318209309636933,0.9939997947533394
7,111.3856965760661,88.15023718036258,0.2176557129714638,93.67125291341212,0.0012008799999999997,0.10393477580013716,0.10395586204470025,0.9916003597006307,0.103957285700394,0.10395440060665262,0.9916013276801451
8,113.44428548097918,87.74170327342793,0.22026965604163706,87.33978948210589,0.0014008600000000003,0.10483412414904954,0.10485976105571991,0.9888066113646288,0.10486558805181871,0.10485686393906707,0.9888080702094182
9,111.08380645831971,87.27689919806785,0.22196575603447855,91.75576932624459,0.0016008399999999992,0.10585089543478562,0.10589857274733852,0.9856104372452333,0.10590013362448825,0.10589358890374813,0.9856120091663643
10,110.99248613349096,86.7589075156914,0.2215711788740009,96.09850134528992,0.0018008199999999981,0.10695002859858638,0.10707507070001288,0.982008662595673,0.10704556184233692,0.10706721277201439,0.9820094263957212
11,109.18023824510107,86.19086629139143,0.22130201803520322,98.04747675871684,0.0020007999999999988,0.10809326126695924,0.10839185239118705,0.9779991283920317,0.10828694749783054,0.10838002911498233,0.9779976763011905
12,114.01639236662277,85.56508067872153,0.22243564785458148,91.1898425120204,0.0022007799999999994,0.10939266671092657,0.10984865350732333,0.9735880569046761,0.1096807675324539,0.10983036958386282,0.9735844844745328
13,111.62170788138215,84.88302800785715,0.22220450383611023,90.31831973136114,0.002400759999999999,0.11083877257459336,0.11144878318185229,0.9687716147480022,0.11122408935509336,0.11142084451424977,0.9687653294500846
14,112.53464283204329,84.14417154646475,0.22205272316932678,88.80058578321405,0.00260074,0.11245718476396135,0.11319373854642492,0.9635511360762992,0.11293275811387603,0.11315167926758307,0.9635420043558753
15,111.54372708950396,83.35111979524709,0.21834606397897005,90.1357100563403,0.0028007199999999996,0.1142231317548238,0.11508839559001434,0.9579186107467618,0.11479621338942785,0.11502683762671773,0.9579054925166557
16,111.71538086186843,82.50831109823912,0.22464625001884997,94.17452687817797,0.0030007000000000002,0.11607992592069627,0.11713828773260843,0.9518647715819141,0.11678990155420158,0.11705089309882885,0.9518451947552562
17,108.3228196897328,81.61790091391678,0.21783839212730527,92.60133221244374,0.00320068,0.11800296508482616,0.1193476441646712,0.9453845501808098,0.11890704403691171,0.11922648772555633,0.9453554809143674
18,110.40304538904184,80.67890390050127,0.21768785314634442,92.57178475248585,0.0034006600000000007,0.12002109670458987,0.12171979554818496,0.9384758110667901,0.1211666943464163,0.12155461916169301,0.9384343371539965
19,110.610382347219,79.68919633014885,0.217819337034598,89.70560081970446,0.0036006399999999996,0.12219869479319052,0.1242569744258891,0.931139433399536,0.12360427574964958,0.12403446599775489,0.9310832622308624
20,106.4101009256176,78.65610501475761,0.2269927670713514,91.38185855260865,0.0038006199999999993,0.12441062125804553,0.1269670077115284,0.9233621233113654,0.12616787159477863,0.12667176391091334,0.9232862783204646
21,104.21746239844639,77.58193810840189,0.22714202315546572,90.81403389822674,0.0040006,0.12661279999004976,0.12985515706551307,0.9151385638529259,0.1288461412458582,0.12946843624803064,0.9150367865216056
22,107.0641107530343,76.46025630482096,0.22304407390765846,87.38357102039986,0.004200579999999999,0.12897068006400833,0.13292301858269642,0.9064736152100284,0.1317214883527142,0.13242075843101303,0.906341188109952
23,104.99653222661632,75.30113074865358,0.2230293268803507,92.79633600000962,0.0044005599999999995,0.13124811573145456,0.136180010975421,0.897353187504895,0.1346987173823465,0.1355347971327606,0.8971811391480683
