iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,beta0,beta1,beta2,beta3,beta4,beta5
0,4.896770146203595,0.013343625186105762,0.23985133302630857,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009
1,4.896770146203595,0.013343666924631705,0.35994033399038017,46.431440771084304,9.999999999999159e-07,1.249997763916077,1.2499977639160056,1.2499977639159991,1.2499977639160071,1.2500022360859973,1.2500022360859764,-1.0000075814281561e-06,0.2817525251177138,0.4340417827726899,0.5310628053968696,0.598779594063626,0.6489233261224009
2,4.896779498584223,0.013344542319236555,0.3235166249796748,46.44797257547823,2.097999999999987e-05,1.2499508520746345,1.2499508520690132,1.2499508520917542,1.2499508521013134,1.2500491488761747,1.2500491488769598,-2.1920685353160424e-05,0.2817315452859623,0.4340208029513069,0.5310418255783454,0.5988005738956321,0.6489233261224009
3,4.896975592704387,0.01334625197035884,0.004153582965955138,46.4421943027264,4.095999999999993e-05,1.2498592662785915,1.2498592659724328,1.249859267367046,1.249859267928572,1.2501407406484584,1.2501407407557643,-6.292119201230101e-05,0.2816905851538074,0.4339798434483186,0.5310008662409582,0.5988415340219558,0.6489233261224009
4,4.897358326706666,0.013348796008081205,0.0038369999965652823,46.430806416173546,6.0939999999999996e-05,1.2497230081585373,1.2497230062336715,1.2497230151020882,1.249723018630768,1.2502770161083685,1.2502770169416761,-0.00012406601873279243,0.2816296426888965,0.43391890441697584,0.5309399280990328,0.5989024762679617,0.6489233261224009
5,4.897927069388054,0.013352174339551418,0.003989082993939519,46.41343346951264,8.091999999999984e-05,1.249542077073634,1.2495420700088091,1.249542103094072,1.2495421159989004,1.250457982361046,1.2504579862518255,-0.00020538049501509246,0.2815487130836083,0.4338379859650934,0.530859012457609,0.5989834042432488,0.6489233261224009
6,4.898681717461164,0.013356386741579566,0.0038456249749287963,46.39051728252036,0.0001008999999999999,1.2493164695776573,1.2493164527807301,1.2493165419484364,1.2493165767638528,1.2506836486893327,1.2506836617833716,-0.00030687624359530884,0.2814477895233758,0.43373708828698015,0.5307581212385808,0.5990843233844829,0.6489233261224009
7,4.899632403787967,0.013361432597608879,0.003578250005375594,46.36944337244226,0.00012087999999999997,1.249046194906322,1.2490461866770775,1.2490463431409453,1.2490464142004152,1.250954035308721,1.250954059315585,-0.00042854898674478604,0.2813268814354122,0.4336162109119405,0.5306372534184955,0.5992052496270444,0.6489233261224009
8,4.9008748357330285,0.013367310572867292,0.0036321660154499114,46.37563140681955,0.00014085999999999992,1.248731337293523,1.2487312250542582,1.24873152471577,1.2487317270969007,1.251269182863716,1.2512691510057647,-0.0005703821283982426,0.2811859654128452,0.43347535384108776,0.5304964255874635,0.5993462703050898,0.6489233261224009
9,4.902207333838028,0.01337401980318333,0.0038573340279981494,46.34294877839658,0.00016083999999999998,1.2483718936587564,1.24837160544532,1.248372103481677,1.248372536965814,1.251629121156141,1.25162895878581,-0.0007323686843256372,0.2810250504673378,0.4333145164198707,0.5303356373552154,0.5995074129087913,0.6489233261224009
