iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.4124083535573148,0.00032016308479450095,2.9877393760252744,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.4124083535573148,0.0003201651120720355,2.254578260006383,7.652948389395645,1.0000000000000006e-06,1.8873510876978252,1.8873455924691878,1.8873455924691571,1.8873510876977044,1.8873455924692129,1.8873455924691518,1.8873510876977533,1.8873510876978472,1.8873455924691445,1.887351087697858,1.887351087697821,1.8873455924693257,1.8873510876978503,1.8873510876978563,1.8873510876978503,9.999993971524676e-07,0.2817525251259244,0.43404178278088884,0.5310648054038495,0.5987775940566314,0.6489223261229768,0.6876448540111383,0.7184988534597189,0.7436900466059568,0.7646637176178848,0.7824082432285919,0.7976233809607245,0.8108209837994584,0.822377639017968,0.8325843815233089
2,0.41240796058795837,0.00032016751110478995,2.1497145330067724,7.681931503563942,1.1800000000000006e-06,1.8873538240639278,1.88734235012994,1.8873423501151971,1.8873543305280553,1.8873423508206835,1.887342349996284,1.8873543314249397,1.8873543296576551,1.88734235002404,1.8873543305682556,1.8873543311250753,1.8873423486294416,1.8873543298950801,1.8873543299301356,1.8873543242795656,1.6604490068895895e-06,0.2817513451672856,0.43404060281152684,0.5310659859428126,0.5987764142856028,0.648921146079997,0.6876436740275734,0.7184976733681617,0.7436888665287371,0.7646625376101134,0.7824070632739061,0.7976222009858381,0.810822163853569,0.8223788190829185,0.8325843815233089
3,0.41240756166249587,0.00032017028139349655,0.1326956250704825,7.6560052382856805,1.3600000000000005e-06,1.8873567781258858,1.8873386137094768,1.887338613313548,1.8873580664283134,1.8873386137992902,1.8873386134602086,1.8873580671102541,1.887358066454564,1.8873386135026056,1.88735806672894,1.8873580668951055,1.8873386129177485,1.8873580665799041,1.8873580668341368,1.8873580668085732,2.1042581760502488e-06,0.28174998526616457,0.43403924270928523,0.5310673452392856,0.5987750541321272,0.6489197861150645,0.6876423140397341,0.7184963134310586,0.7436875065941949,0.7646611776215391,0.7824057032635271,0.7976208409984465,0.810823523879693,0.8223801791177575,0.8325843815233089
4,0.4124071379149706,0.0003201734223760053,0.13160829711705446,7.65908004980637,1.5400000000000005e-06,1.887360035587465,1.8873343828600535,1.8873343819929964,1.8873622966967547,1.8873343817945967,1.8873343825357547,1.8873622954502587,1.8873622978498859,1.8873343826468956,1.8873622967028496,1.8873622960534162,1.887334384995386,1.8873622977728162,1.8873622984064127,1.8873623131189627,2.3755430976027227e-06,0.28174844531524307,0.4340377025125329,0.5310688839765977,0.598773513813307,0.6489182461784316,0.6876407740186109,0.7184947735346126,0.7436859667266458,0.7646596376279485,0.7824041632127874,0.7976193010144609,0.8108250639427953,0.8223817192137565,0.8325843815233089
5,0.41240668225037247,0.0003201769337454972,0.13297355803661048,7.670319654230728,1.7200000000000005e-06,1.8873636450885996,1.887329657588357,1.8873296556727661,1.8873670214924236,1.8873296558156754,1.8873296567569997,1.8873670195774503,1.8873670237800597,1.8873296570240965,1.887367021659196,1.8873670209730737,1.8873296574695173,1.8873670241042735,1.8873670243795806,1.887367061792353,2.50069344331048e-06,0.2817467255150492,0.4340359821834996,0.5310706029500126,0.5987717936787511,0.6489165261969102,0.6876390539982751,0.7184930535844434,0.7436842467998757,0.7646579176022578,0.7824024431697149,0.7976175808768395,0.8108267838997959,0.8223834392407033,0.8325843815233089
6,0.4124061905410762,0.00032018081559003343,0.13079002499580383,7.662510268505461,1.9000000000000004e-06,1.8873676195842521,1.8873244378491307,1.8873244348741833,1.8873722406087223,1.8873244354585295,1.887324436728434,1.887372237502076,1.8873722442095713,1.887324436903838,1.8873722408678246,1.88737223987436,1.8873244370021562,1.8873722449324772,1.8873722449289492,1.8873723116328422,2.4743611281413647e-06,0.281744825727145,0.4340340818526901,0.5310725016577053,0.5987698935296429,0.6489146262944028,0.6876371540234368,0.7184911537029625,0.7436823468988181,0.7646560175808015,0.7824005431166717,0.7976156807729496,0.8108286839142338,0.8223853392452241,0.8325843815233089
7,0.4124056628707518,0.00032018506814038815,0.1301486878655851,7.664756853325936,2.0800000000000004e-06,1.8873719776310818,1.8873187233771045,1.8873187194849466,1.8873779540098141,1.8873187207271356,1.8873187221841818,1.887377949912021,1.8873779591574362,1.8873187222388756,1.8873779548590157,1.8873779540212554,1.8873187189261995,1.8873779604622354,1.8873779600458898,1.8873780619705292,2.301620434420357e-06,0.281742745875386,0.4340320015281866,0.5310745803803714,0.598767813390934,0.648912546395225,0.6876350740369719,0.7184890737788437,0.7436802670024145,0.7646539375898466,0.7823984631247057,0.7976136006106767,0.8108307637310525,0.8223874192297846,0.8325843815233089
8,0.41240509814154047,0.00032018969185843525,0.1289562948513776,7.6633174539155,2.2600000000000004e-06,1.8873767312479772,1.8873125146622676,1.887312509297709,1.8873841612143654,1.887312511142029,1.8873125132825765,1.8873841570802936,1.8873841681158343,1.8873125131047592,1.887384163215602,1.8873841622125247,1.887312502447915,1.8873841709115238,1.8873841699102052,1.887384312188096,1.982141742776242e-06,0.281740486197644,0.43402974108967385,0.5310768386660484,0.5987655530813535,0.648910286538817,0.6876328141221909,0.7184868138372986,0.7436780071339313,0.764651677615816,0.7823962031160138,0.7976113402973501,0.8108330231561397,0.8223896792070416,0.8325843815233089
9,0.412404496019345,0.00032019468592015834,0.13007598090916872,7.674806067517322,2.440000000000001e-06,1.8873818872765071,1.8873058114453025,1.8873058042399695,1.887390863831659,1.8873058080809821,1.8873058091585124,1.8873908620744277,1.8873908714111294,1.8873058088188708,1.8873908677732796,1.887390867839507,1.8873057864927862,1.8873908763675142,1.8873908738710812,1.8873910622342425,1.5156100572830275e-06,0.28173804679985165,0.4340273007737223,0.5310792783110376,0.5987631133046487,0.6489078465768177,0.6876303741939102,0.7184843736552805,0.74367556707027,0.764649237587947,0.7823937631653977,0.7976088999369172,0.8108354627890716,0.8223921190589053,0.8325843815233089
