iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,beta0,beta1,beta2
0,0.11442698035141746,0.0513697654051916,0.6234676669701003,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195
1,0.1235851399152505,0.051369607418678055,0.2300061249989085,0.08735276401719612,9.999999999999972e-07,1.2500022360693914,1.2500022360690877,1.2500022360673038,1.0000001074083252e-06,0.2817545251249958,0.43404278278030195
2,0.11459474166692865,0.051369137536292624,0.2239640839979984,0.08191642740546613,2.980000000000002e-06,1.25000888425889,1.250008887867873,1.2500088886451566,3.97309431469387e-06,0.2817574998922853,0.43404278278030195
3,0.11842622596706472,0.05136835449534671,0.0015909579815343022,0.08588470544165104,4.960000000000007e-06,1.2500199642555558,1.250019972883118,1.250019973075752,8.928231427421883e-06,0.28176245723246274,0.43404278278030195
4,0.12245503834584831,0.05136725778721536,0.001829999964684248,0.08640873047547043,6.939999999999998e-06,1.2500354799493807,1.2500354994108107,1.2500355015325169,1.5867182633383557e-05,0.28176940083132945,0.43404278278030195
5,0.11673327481128233,0.0513658498762589,0.001542417041491717,0.08342182552914025,8.919999999999989e-06,1.2500554023919674,1.2500554311663574,1.2500554326427458,2.477649642157979e-05,0.2817783144308041,0.43404278278030195
6,0.11904697477106226,0.05136412823676116,0.001520209014415741,0.086069556491046,1.0899999999999994e-05,1.2500797668482577,1.25007980575702,1.250079799527201,3.567251530681839e-05,0.2817892148083579,0.43404278278030195
7,0.11873970692288252,0.051362093499549226,0.0014832080341875553,0.08552930377911375,1.2879999999999999e-05,1.2501085652682433,1.250108612744998,1.2501085975583222,4.855117763423594e-05,0.2818020972495947,0.43404278278030195
8,0.11714962847197403,0.05135974832030837,0.0015273339813575149,0.08414713129103374,1.4860000000000003e-05,1.2501417754394226,1.2501418058971192,1.2501417810355895,6.340179515632289e-05,0.28181694102899196,0.43404278278030195
9,0.12134707257193658,0.05135708851271247,0.0015136669971980155,0.08604090057754166,1.6840000000000008e-05,1.250179434297295,1.2501794559185986,1.2501794296043618,8.024172875147817e-05,0.28183377770379114,0.43404278278030195
10,0.11860735015438201,0.051354115473289656,0.0014866249985061586,0.0862486591250093,1.8819999999999986e-05,1.250221556593516,1.250221529523892,1.250221488475549,9.907695585046673e-05,0.28185259232940607,0.43404278278030195
11,0.11703875784600377,0.051350831788387286,0.001418416970409453,0.08406254277206947,2.079999999999999e-05,1.2502680626898568,1.250268014214846,1.2502679558493404,0.00011987266152737813,0.2818733792473642,0.43404278278030195
12,0.11718245148918859,0.051347235969149335,0.0017690830281935632,0.08474422086312608,2.2779999999999995e-05,1.2503189775290795,1.2503189345736436,1.2503188412082678,0.00014263999807317626,0.2818961493785788,0.43404278278030195
13,0.11635278385418796,0.051343330071663244,0.0014157909899950027,0.08394806956460159,2.476e-05,1.2503742736814547,1.2503742578490888,1.2503741260495178,0.00016736557241495563,0.28192088800481685,0.43404278278030195
14,0.1187768669890323,0.05133911220914714,0.0014862920506857336,0.08474364503636447,2.6740000000000005e-05,1.2504339897018315,1.2504340043058235,1.2504338319203683,0.00019406654109860124,0.2819476041132919,0.43404278278030195
15,0.11566980384137984,0.05133458846157717,0.001728000002913177,0.08226310608652368,2.8719999999999996e-05,1.250498002241357,1.2504981054200728,1.2504979132943348,0.00022268764612920524,0.28197626698266676,0.43404278278030195
16,0.11683678023135642,0.05132975781564665,0.0014040000387467444,0.08338839751544905,3.07e-05,1.2505663955212438,1.2505665397991885,1.2505663310833854,0.00025326500456128545,0.2820068669853188,0.43404278278030195
