iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
0,0.033649493301114275,0.0078281832812867,0.08988483401481062,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.03110593782591857,0.007828158641321227,0.046114625001791865,0.020663003135712857,9.999999999992654e-07,1.2500022366051478,1.2500022366042178,1.2500022366032566,1.2500022366022094,1.2500022366010277,1.2500022365996553,1.2500022365980108,1.2500022365959689,1.2500022365933223,1.2500022365897008,1.2500022365843635,1.2500022365755852,1.25000223655819,1.250002236506308
2,0.02959118873699519,0.007823215921855909,0.048038957989774644,0.020495147366446323,0.0002009799999999999,1.2504516668928556,1.2504516050918961,1.2504515131637475,1.2504514239423905,1.2504513339038363,1.2504512414502382,1.250451146437631,1.2504510492470526,1.2504509503669576,1.2504508502255332,1.2504507491032235,1.2504506469989778,1.2504505431226178,1.2504504322948882
3,0.03107810700862732,0.007813354421664831,0.002866625029128045,0.020792946931369276,0.0004009599999999988,1.2513487902973883,1.2513486514007153,1.2513485887986946,1.251348492958656,1.2513483648193493,1.2513482110132408,1.251348037545059,1.2513478491606305,1.251347649469005,1.2513474411250078,1.2513472259058986,1.2513470044878903,1.2513467750331175,1.2513465225446199
4,0.03181200767250863,0.00779857670600248,0.0030887920293025672,0.021296554131842074,0.0006009399999999995,1.25269521023087,1.2526951627625245,1.2526953982126043,1.252695481103953,1.2526954472515406,1.252695330291693,1.2526951528944814,1.252694930740427,1.2526946749883712,1.2526943936125556,1.2526940920419214,1.2526937729915602,1.2526934338279163,1.252693045559326
5,0.032446531889166665,0.007778917450143817,0.002811584039591253,0.020765350443905338,0.0008009199999999984,1.254489580799976,1.2544900872058062,1.254491047501978,1.2544917519095797,1.2544922592810137,1.2544926138220762,1.254492846635729,1.2544929817497008,1.2544930381919313,1.25449303084265,1.2544929707467942,1.254492864465527,1.2544927095522618,1.2544924597358849
6,0.031072260306599087,0.007754454258195964,0.0030128330108709633,0.020772893739848912,0.001000899999999999,1.2567337308798852,1.256734390382761,1.2567358221050742,1.2567368999052548,1.256737714929822,1.2567383266447032,1.2567387753831605,1.2567390923692963,1.2567393026924703,1.256739426267004,1.2567394779994858,1.2567394665856204,1.2567393875771768,1.2567391711838782
7,0.0315414571510935,0.007725223395655039,0.0028438749723136425,0.02101398482638426,0.0012008799999999997,1.2594306065803555,1.2594304050437408,1.2594319323516798,1.2594331747792975,1.2594341590780749,1.2594349259723847,1.2594355096728636,1.2594359410776708,1.2594362473558791,1.2594364511106295,1.259436569508777,1.259436612008116,1.2594365703288397,1.2594363452541197
8,0.03319366479542769,0.007691201501419884,0.0028643750119954348,0.02155024031975619,0.0014008600000000003,1.2625840450090784,1.262583545537954,1.2625861259550297,1.2625883365241437,1.2625901650787765,1.2625916737833822,1.262592916005099,1.2625939375227135,1.2625947772703374,1.2625954671252437,1.2625960311948168,1.2625964830078693,1.2625968122792606,1.2625968875515095
9,0.028668280812002997,0.007652772500531311,0.002833249978721142,0.01981907766403643,0.0016008399999999992,1.2661849497296818,1.2661780394386088,1.2661785189508177,1.2661796593172778,1.2661807576347759,1.2661816725026858,1.2661823821222162,1.2661829010329777,1.2661832542589633,1.266183466993208,1.2661835593997197,1.2661835409719187,1.266183392451272,1.266182939981494
10,0.029207493711920125,0.007609942324370368,0.0027963329921476543,0.020186917334058783,0.0018008199999999981,1.2702371815540237,1.2702218799691989,1.2702187650186194,1.270217274559566,1.2702160877794864,1.2702148998886609,1.2702136271067839,1.2702122543714074,1.270210790089836,1.27020924868103,1.2702076420161545,1.2702059712367435,1.2702042034188095,1.2702021134975952
11,0.032255068018862354,0.007562498729303368,0.002806417003739625,0.02154389001880348,0.0020007999999999988,1.2747559533941102,1.274732804948129,1.2747276874036895,1.2747249855632983,1.274722735114597,1.2747204764335138,1.2747180787045478,1.2747155152285927,1.2747127959614966,1.274709941377073,1.2747069699016655,1.274703886948591,1.2747006559242597,1.27469700451236
12,0.03037254247431864,0.007510858201613379,0.0027209160034544766,0.01993468797959448,0.0022007799999999994,1.2797252708745872,1.2796908470301585,1.2796821067989363,1.2796772293972853,1.2796732943489824,1.2796695734740142,1.2796658289508824,1.279661984195567,1.2796580241625284,1.2796539562079674,1.2796497911162503,1.2796455277273766,1.2796411167405761,1.2796362268824495
13,0.027626088800544908,0.007455381418994281,0.0027933749952353537,0.0193760884581438,0.002400759999999999,1.2851431596345342,1.285089882762153,1.2850718865332942,1.2850604327273198,1.28505107756329,1.2850425749938792,1.285034455352378,1.2850265211727943,1.2850186879447858,1.2850109199046698,1.2850031986430805,1.2849954999808753,1.284987748191658,1.284979537123725
14,0.02990228289219038,0.0073958189597825115,0.002880917047150433,0.02051268637962137,0.00260074,1.2910277827850385,1.2909547648292525,1.2909263286104342,1.290906992112453,1.2908909362066627,1.2908764361537228,1.290862787528799,1.2908496586504121,1.2908368825125043,1.2908243700079776,1.2908120660058098,1.2907999176830418,1.2907878179718355,1.2907752772175494
15,0.028485762706269575,0.007332506843620525,0.0028496659942902625,0.019248237996675965,0.0028007199999999996,1.2973593580158187,1.2972617691469233,1.2972222730909817,1.2971948778491522,1.297172017456843,1.297151405298779,1.2971320786809624,1.2971135676156396,1.2970956250828087,1.2970781128756208,1.2970609433260138,1.2970440383618111,1.297027261477439,1.2970100359700185
16,0.031723909809449356,0.007265237629217845,0.0030258329934440553,0.020303725921380227,0.0030007000000000002,1.3041622163292095,1.304037244751065,1.303987047711405,1.3039528557225497,1.3039248835464206,1.3039000695986318,1.3038770780624747,1.303855236173066,1.3038341803420526,1.3038137027133345,1.3037936718606657,1.303773978620681,1.3037544537749166,1.303734427442727
17,0.030261729052288956,0.007194230307857706,0.0029769589891657233,0.020082036658842294,0.00320068,1.3114328159686666,1.3112834574368304,1.3112234324805347,1.3111828357947648,1.3111500919267975,1.3111214266200513,1.3110951160520448,1.311070265489963,1.3110463831910422,1.3110231866051598,1.311000499433911,1.310978182182445,1.3109560338036883,1.3109332874654172
18,0.027936088723759658,0.007120171534659754,0.0028489999822340906,0.018615985719966796,0.0034006600000000007,1.319146056273035,1.3189654921318352,1.3188909082784122,1.3188397745246996,1.3187986874441282,1.3187630921845834,1.3187308004660447,1.3187006279228712,1.3186718989893225,1.318644211612031,1.3186173086364985,1.3185909910599423,1.318565001521318,1.3185384511915947
19,0.028799000058923743,0.007043034492597209,0.002796957967802882,0.019367938862847402,0.0036006399999999996,1.3273342759045497,1.3271035349418663,1.3270057104869986,1.3269388966107694,1.3268859426709314,1.3268408474263758,1.3268006525927165,1.326763712003563,1.326729054942367,1.326696081431124,1.3266643951936772,1.3266336927764517,1.3266036243385064,1.326573144924175
20,0.029238727554202138,0.006962872024882058,0.0030170829850248992,0.019131817585866195,0.0038006199999999993,1.3359878888409633,1.3357011203217817,1.3355769968616227,1.3354920565336634,1.3354253086802765,1.3353692422849055,1.335320059436671,1.3352755900205409,1.335234517434753,1.3351960035873434,1.3351594813072818,1.3351245171686137,1.335090647346671,1.3350566477073353
21,0.028197876040298837,0.006879921105665572,0.0028289170004427433,0.018755601312432122,0.0040006,1.3450987152407778,1.3447543908372777,1.3446014263606518,1.3444958183695082,1.3444131260166894,1.3443442861567592,1.3442845676295172,1.3442312006427173,1.3441824696687323,1.3441372622864076,1.3440948152977714,1.3440545471139007,1.3440158654979593,1.3439773504935089
