source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11
data/21-29-41_27,0.2644976053883964,0.8620093024287705,0.762727933967421,0.5180065739684193,0.2175126242794652,0.7104242617932162,0.1872819404541409,0.4029766763482382,0.2921360573066774,0.7323154234058967,0.9282851450412358,1.0956921768396788
