source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11
data_lpep/00-42-23_1,0.3220016446856333,0.3142818121457483,0.2677517289822917,0.3081626713721825,0.308611518337246,0.2997497947169328,0.2374960611527672,0.2311625108459463,0.2563333543607947,0.2239244145828089,0.2220607884046557,0.2313908089909554
