eta,l2o,ldro_pep,lpep,l2o_alista
1e-06,0.0,0.0,0.0,0.0
5e-06,0.0,0.0,0.0,0.0
1e-05,0.0,0.0,0.0,0.0
5e-05,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0
0.0005,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0
0.005,0.004016064257028112,0.0050200803212851405,0.0,0.0
0.01,0.01104417670682731,0.014056224899598393,0.0,0.0
0.05,0.1566265060240964,0.1636546184738956,0.0,0.0
