source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11
data_l2o/19-02-39_2,0.2441587624883967,0.6801832231925521,0.636687562044737,0.6465713878495335,0.6399113117224255,0.6372899592184518,0.6280712155061802,0.6202519587068596,0.608380898835702,0.5979691287394368,0.584800826640047,0.5732075606868166
