source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11
data_alista/22-29-17_0,0.3208590273779145,0.3197345494902814,0.3202684813879445,0.3205774895591215,0.3205755071426211,0.320416485682486,0.3201887098371991,0.3199183056979587,0.3196069204679064,0.3192773214882687,0.3189054676336332,0.3185224179246443
