iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8
0,0.052939664943929314,0.01543345816443953,0.4521041249972768,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.05371923538884719,0.015433414065348938,0.16696108301403,0.036770399695326896,9.999999999999972e-07,1.2500022360689576,1.2500022360683944,1.2500022360677352,1.2500022360669016,1.2500022360657754,1.2500022360641296,1.2500022360614365,1.2500022360561185,1.2500022360402918
2,0.05099199565686167,0.015433282968184431,0.15743183402810246,0.03521366167536857,2.980000000000002e-06,1.2500088927155406,1.2500088882407856,1.2500088861608412,1.2500088842851413,1.2500088825065077,1.2500088808733587,1.2500088794071027,1.250008878103564,1.2500088769227655
3,0.05183945988461352,0.015433064624366175,0.0023815829772502184,0.03573461231272836,4.960000000000007e-06,1.2500199725228023,1.2500199660069182,1.2500199618983048,1.2500199576277609,1.250019953463561,1.2500199496149356,1.2500199461489596,1.2500199430570156,1.250019940245853
4,0.053927304370385,0.015432758618500127,0.0021272499579936266,0.03670209099951585,6.939999999999998e-06,1.2500354925545787,1.250035483812298,1.2500354787206365,1.2500354742546005,1.2500354699918992,1.2500354659854438,1.2500354622895857,1.2500354589080165,1.2500354557162268
5,0.05011134797409198,0.015432366469279498,0.002124625025317073,0.03457533450821908,8.919999999999989e-06,1.2500554053851185,1.2500553854472414,1.2500553709968412,1.250055360020623,1.2500553509246708,1.2500553431357637,1.250055336398947,1.2500553305387705,1.250055325255256
6,0.05396782684065896,0.015431886304910613,0.0021905419998802245,0.036987740308911186,1.0899999999999994e-05,1.2500797830239507,1.2500797527346972,1.2500797263873316,1.2500797081192236,1.2500796944606096,1.2500796836347083,1.2500796747900822,1.2500796674360886,1.250079661020153
7,0.05304851395022725,0.015431318805418818,0.0021777080255560577,0.03627440232574723,1.2879999999999999e-05,1.2501086032440996,1.250108552838671,1.250108511269317,1.2501084842408,1.2501084653814962,1.2501084513465066,1.2501084405343335,1.2501084320640778,1.2501084250750716
8,0.0514036248521787,0.015430664323264466,0.002123999991454184,0.03640067178660786,1.4860000000000003e-05,1.250141878420229,1.250141786148662,1.2501417176295757,1.2501416739226143,1.2501416435731976,1.2501416209434417,1.250141603322272,1.2501415892274563,1.2501415773435878
9,0.05289104075692505,0.015429922020879512,0.002060208993498236,0.03594459563643692,1.6840000000000008e-05,1.2501795586837974,1.250179450529311,1.2501793687049045,1.2501793189538608,1.2501792857384861,1.250179261661363,1.2501792432499181,1.2501792286570472,1.2501792162686773
10,0.05074299984712959,0.015429093048375173,0.0020515829673968256,0.03552769625200831,1.8819999999999986e-05,1.2502216249590425,1.2502215190452084,1.2502214272722456,1.2502213705439387,1.2502213320752342,1.2502213035113452,1.2502212808951823,1.2502212621245807,1.2502212453216632
11,0.05426189281637293,0.015428174548121362,0.0022742500295862556,0.03701483519593124,2.079999999999999e-05,1.2502681716257578,1.2502680980672491,1.2502680188932978,1.2502679693219922,1.2502679353078159,1.2502679095719225,1.2502678886495746,1.2502678706726311,1.250267853748348
