iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,beta0,beta1
0,0.15221193413955214,0.0810432401699086,0.10201949998736382,,,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208
1,0.1547815163514726,0.081043058982974,0.06927566701779142,0.09860875639547138,9.999999999992654e-07,1.2500022366063606,1.2500022366057604,1.0002402297964374e-06,0.2817535251253208
2,0.15159656418071588,0.08100666566500647,0.06981662503676489,0.09863862351916568,0.0002009799999999999,1.2504517068596424,1.250451365503251,0.000201991182599154,0.2817535251253208
3,0.1424902794188841,0.08093424508777664,0.0013042499776929617,0.0931484002423269,0.0004009599999999988,1.25134650486562,1.2513460045734173,0.0006020127433275615,0.2817535251253208
4,0.14671170225504462,0.08082571540922444,0.001185457978863269,0.09610318959210624,0.0006009399999999995,1.2526886408744737,1.2526885475347913,0.0012017484958860279,0.2817535251253208
5,0.14564631217702842,0.08068115525688016,0.0010742080048657954,0.09642241972755843,0.0008009199999999984,1.2544792516124181,1.2544790784416875,0.002001382757232585,0.2817535251253208
6,0.14830207238655432,0.08050060718724418,0.0012382499990053475,0.09697281315900196,0.001000899999999999,1.2567199218454057,1.2567196666022884,0.0030011906615618825,0.2817535251253208
7,0.15109452227507805,0.08028434500991553,0.0012575829750858247,0.09521561877505544,0.0012008799999999997,1.259409329720967,1.2594111170403302,0.004200041588369102,0.2817535251253208
8,0.1439214679126292,0.08003272483665524,0.0011755829909816384,0.09457182138198245,0.0014008600000000003,1.2625481428250591,1.2625496072921296,0.005597586407529926,0.2817535251253208
9,0.14842610910865542,0.07974544341685902,0.001239375036675483,0.09795471687395735,0.0016008399999999992,1.2661447679115603,1.2661419007949077,0.007196810034513038,0.2817535251253208
10,0.14975118982169566,0.07942292107349752,0.0011755830491892993,0.09651079690046667,0.0018008199999999981,1.2701977682302819,1.2701886984957034,0.008996200637200002,0.2817535251253208
11,0.14619139567405726,0.07906545264977648,0.001077874971088022,0.0962847399200444,0.0020007999999999988,1.2747087567259805,1.274691265390181,0.010995496208240706,0.2817535251253208
12,0.14699908214730972,0.07867386520686172,0.0011629589716903865,0.09390698555895649,0.0022007799999999994,1.2796732120041296,1.2796445790962572,0.013191613266571324,0.2817535251253208
13,0.14203660077755637,0.07824841355908164,0.001146750000771135,0.09428142446583795,0.002400759999999999,1.2850954551647822,1.2850494316444734,0.0155852855315181,0.2817535251253208
14,0.14525114081394852,0.07778953438279697,0.0011525829904712737,0.09329036818718302,0.00260074,1.2909745312156713,1.2909109210959648,0.01817480987725927,0.2817535251253208
15,0.14993033419624843,0.07729674824200009,0.0012999589671380818,0.09685940320756822,0.0028007199999999996,1.2973288748750877,1.2972342646964332,0.02096690681122087,0.2817535251253208
16,0.14327516562069567,0.07677129302056833,0.001123833004385233,0.09380795310381496,0.0030007000000000002,1.304148077297134,1.3040159679823342,0.023955487191428863,0.2817535251253208
17,0.1514406271223474,0.07621281762098212,0.001301540993154049,0.09607901545332778,0.00320068,1.3114470313204944,1.3112661941872392,0.027145465816354325,0.2817535251253208
18,0.14433498606606673,0.07562274301118979,0.0011320000048726797,0.09419042985310577,0.0034006600000000007,1.3192206102875532,1.31896806858014,0.030532875870409017,0.2817535251253208
19,0.14425272891299656,0.07500147157899024,0.001299459021538496,0.09425228839253251,0.0036006399999999996,1.3274735963904587,1.3271250091781024,0.03411798784859771,0.2817535251253208
20,0.14247518736036324,0.07434934444965438,0.0011277080047875643,0.0944742253633037,0.0038006199999999993,1.3362119314506768,1.3357421724201493,0.03790146220458469,0.2817535251253208
21,0.13665311182542064,0.07366824973310163,0.0010914999875240028,0.09166029067372411,0.0040006,1.345422700055568,1.3448017883603232,0.04187571505411016,0.2817535251253208
22,0.14664370411105007,0.07295617410668155,0.0011742079514078796,0.09649011118193168,0.004200579999999999,1.355144294540459,1.3543421261055237,0.04605519281579255,0.2817535251253208
23,0.1436508045499813,0.07221556060336269,0.001148416951764375,0.09277079733566738,0.0044005599999999995,1.365354451848132,1.3643441001964123,0.05042808200455855,0.2817535251253208
24,0.1425983687621993,0.07144592610575723,0.0010768750216811895,0.09478628063258918,0.004600539999999999,1.3760750315003762,1.3748214884795902,0.055001432781134084,0.2817535251253208
25,0.14264622839911417,0.07064984541627878,0.0011088749743066728,0.09140177753648804,0.00480052,1.3872841890084038,1.3857496695016691,0.05976354065078252,0.2817535251253208
26,0.13518622758766566,0.06982896019664073,0.0011300420155748725,0.09015373501388652,0.0050005,1.3989792335123858,1.3971038920000467,0.06471087646306865,0.2817535251253208
27,0.13922103319499174,0.0689822403735971,0.0010844999924302101,0.09224269587371785,0.0052004799999999995,1.4111868280102573,1.4089138543935271,0.06985221347899048,0.2817535251253208
28,0.13932896795132899,0.06811066004600153,0.0013855000142939389,0.09211813666124292,0.00540046,1.4239137762638574,1.4211665535532143,0.07518776532585474,0.2817535251253208
29,0.1422419489096134,0.06721236907265847,0.0015355420182459056,0.09587181878118292,0.00560044,1.4372054458670775,1.433896191308722,0.08073369843910827,0.2817535251253208
30,0.13707839497309035,0.06629250741204434,0.0012062499881722033,0.08921961833975141,0.00580042,1.4509960297119149,1.4470543815046317,0.08645970655768394,0.2817535251253208
31,0.13854144548628353,0.06534905149836544,0.0011534580262377858,0.093025467911835,0.0060003999999999995,1.465338672839497,1.460669658978185,0.09238498919521547,0.2817535251253208
32,0.140468297612467,0.06438255981562045,0.0010679170372895896,0.09351119907924504,0.00620038,1.480247235062537,1.4747377759666036,0.09851216593766575,0.2817535251253208
33,0.1344396013127256,0.06339657222393469,0.0011738750035874546,0.08964279546870703,0.00640036,1.4956812517599414,1.48922700909612,0.10482154430807859,0.2817535251253208
34,0.13212166678139042,0.062393164992022895,0.001260375021956861,0.0879292160165366,0.00660034,1.5116291282337337,1.5041101280405853,0.11130545043972347,0.2817535251253208
35,0.1363379948920643,0.06137082432282709,0.0011371669825166464,0.09052206413670486,0.00680032,1.528138064659595,1.5194097327606682,0.11797999190654801,0.2817535251253208
36,0.13667780786082787,0.060330939729381895,0.0011696250294335186,0.08956592553179145,0.007000299999999999,1.5452041890405106,1.535117591944952,0.12484036873094977,0.2817535251253208
37,0.12957738236188393,0.05927728322773981,0.001151458011008799,0.0857327235802306,0.00720028,1.5627806608881705,1.551194571404029,0.13186467741812452,0.2817535251253208
38,0.12826883089232918,0.058209627173499666,0.0012008750345557928,0.08652271024927521,0.0074002600000000005,1.5808937796481977,1.567644440016762,0.13906039252849425,0.2817535251253208
39,0.12487136249586527,0.05713174914117157,0.0011655829730443656,0.08250358782727785,0.007600239999999999,1.5994896465241066,1.584435841233482,0.14640318709285988,0.2817535251253208
40,0.12777387871232818,0.05604355588240461,0.001132541976403445,0.0832524799476125,0.00780022,1.6185985156453515,1.6015530007532717,0.15390214432533003,0.2817535251253208
41,0.1320925132942862,0.05494229416852468,0.0012348330346867442,0.08633457782868953,0.0080002,1.6382901664792058,1.6190446415293618,0.16158143131863165,0.2817535251253208
42,0.12808786478929288,0.05383140830788418,0.0012657499755732715,0.08284673546612312,0.00820018,1.658511221729898,1.6368964002810706,0.169417014922888,0.2817535251253208
43,0.13776610918478874,0.05270641824768475,0.0011389999999664724,0.08785110375851221,0.00840016,1.6793734126402222,1.6551740720379633,0.17744870579625108,0.2817535251253208
44,0.12895577004083308,0.05157408425589536,0.001210833026561886,0.08236025090486762,0.00860014,1.7007800431759377,1.6737652196325512,0.18563583443791845,0.2817535251253208
45,0.11983056494327292,0.050441512674597476,0.0013098749914206564,0.07563299156238201,0.00880012,1.722606014071149,1.69258186336473,0.19392795444245597,0.2817535251253208
46,0.12392160368667066,0.04930490453364538,0.0011889580055139959,0.07864133665475607,0.0090001,1.7449389969142282,1.7117026477725048,0.20235581149887444,0.2817535251253208
47,0.12347316198619847,0.04816340856245212,0.0012075830018147826,0.08043662635315513,0.009200080000000001,1.7678418249499708,1.7310856261275362,0.21094005840055172,0.2817535251253208
48,0.12124757644447555,0.04702267201254341,0.0012330830213613808,0.0752683597008514,0.00940006,1.791209311900427,1.7506749430589,0.21963849523275936,0.2817535251253208
49,0.12702983802773607,0.04588138857162392,0.0011220829910598695,0.0759981680193919,0.00960004,1.8150805948186879,1.7705213985479216,0.22846309655772082,0.2817535251253208
50,0.12006752319455789,0.044743597815920494,0.0011389580322429538,0.07223239018782382,0.00980002,1.839380088711716,1.7905952896300839,0.23738357563943197,0.2817535251253208
