k,l2o_gamma,ldro_pep_gamma,lpep_gamma,l2o_alista_gamma
1,0.2522572671977415,0.2659496869504277,0.3212271421700667,0.3208013434964088
2,0.7398030870628459,0.2659496869504277,0.2807290419476629,0.3191940412772203
3,0.642764537162366,0.2659496869504277,0.2860423232552107,0.3199625913699883
4,0.6599528870646003,0.2659496869504277,0.255881113837811,0.3207721735139576
5,0.6268082712564232,0.2659496869504277,0.3157817327545736,0.3211677814922984
