k,l2o,ldro_pep,lpep,l2o_alista
1,50.43868275605174,49.2433727392733,50.508916343850494,50.46185297326732
2,26.31096034790373,31.69056584742,29.915987820897133,29.841173986784767
3,21.3743152665917,24.60377141246599,22.956151950677583,22.022646987904107
4,22.061433295519837,20.411292143444626,19.400126309699885,17.894789653831754
5,33.65952340031114,17.44404620422442,16.242751286578414,15.06737161536806
