iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,beta0,beta1,beta2,beta3,beta4,beta5,beta6
0,3.991536875385414,0.00877367767849444,0.23180108302040026,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603
1,3.991536875385414,0.008773726372076688,0.36351766699226573,87.9181588895544,9.999999999999972e-07,1.2499977639322755,1.249997763932271,1.249997763932277,1.24999776393229,1.249997763932269,1.2500022360696978,1.2499977639323887,-1.0000003320797624e-06,0.2817525251249871,0.434041782779972,0.5310628054041482,0.5987775940557026,0.6489223261220786,0.6876458540105603
2,3.9915470518681526,0.008773871441272906,0.32816416601417586,87.61747802053203,2.980000000000002e-06,1.2499910998619763,1.2499910998535009,1.2499910998639212,1.2499910996780321,1.2499910998626436,1.2500089001521217,1.2499910997425197,-3.955782989871725e-06,0.2817495448537532,0.43403880251188093,0.5310598251105536,0.5987746137834934,0.6489193458389212,0.6876458540105603
3,3.9915773615238868,0.008774112895669702,0.0052161660278216004,87.62720720442718,4.960000000000007e-06,1.2499800076772267,1.2499800076323826,1.249980007710974,1.2499800069235214,1.2499800077121677,1.2500199922116058,1.2499800077529135,-8.868872483043133e-06,0.28174458423323434,0.4340338419259911,0.5310548644526889,0.5987696531883513,0.6489143852012501,0.6876458540105603
4,3.991627807436465,0.008774450699817131,0.004803833027835935,87.30005586138486,6.939999999999998e-06,1.2499644877603509,1.2499644881099266,1.249964487372299,1.2499644967259085,1.2499644870329265,1.2500355171775135,1.2499644838441206,-1.5741065859137483e-05,0.2817376436250425,0.4340269008942011,0.5310479244567381,0.598762712129709,0.6489074446745547,0.6876458540105603
5,3.99169838443908,0.008774884875202326,0.005064667027909309,87.35454575920957,8.919999999999989e-06,1.249944539799906,1.2499445409770753,1.249944539292339,1.2499445658634878,1.2499445381388203,1.250055473639749,1.2499445302790135,-2.457415572048822e-05,0.28172872280162686,0.4340179795625196,0.5310390048633298,0.598753790683644,0.6488985241843195,0.6876458540105603
6,3.991789098974573,0.008775415493345559,0.004699459008406848,87.58221506275862,1.0899999999999994e-05,1.249920164133628,1.2499201654289571,1.2499201634295711,1.2499202002185565,1.2499201617787083,1.2500798559532769,1.249920148979311,-3.5369246285824376e-05,0.2817178214315641,0.434007077967731,0.5310281042513297,0.5987428890224357,0.6488876230916479,0.6876458540105603
7,3.99189996640881,0.008776042573938873,0.0048143749590963125,87.60141956442376,1.2879999999999999e-05,1.2498913609556375,1.2498913614327096,1.2498913600539667,1.249891397783486,1.2498913582345488,1.250108663665359,1.2498913404937708,-4.812734264542127e-05,0.28170493944273156,0.4339941961770876,0.5310152224310979,0.5987300072063615,0.6488747413704505,0.6876458540105603
8,3.9920309929459274,0.008776766151569068,0.004689500026870519,87.65811932665908,1.4860000000000003e-05,1.2498581304533938,1.2498581285609045,1.2498581296646356,1.2498581536180273,1.2498581279918282,1.250141894822518,1.2498581051787856,-6.284940834871473e-05,0.28169007657896084,0.43397933432789476,0.5310003589701304,0.5987151453585122,0.6488598788164502,0.6876458540105603
9,3.9921821878651427,0.00877758624505629,0.0046982079511508346,87.64785476546857,1.6840000000000008e-05,1.2498204729970077,1.2498204667822241,1.249820472431947,1.2498204679617484,1.2498204713279868,1.2501795500768635,1.2498204384828249,-7.95361800762299e-05,0.28167323277132855,0.43396249239595225,0.5309835138629616,0.5986983035208382,0.6488430354854147,0.6876458540105603
10,3.9923535573855298,0.008778502835741107,0.005072375002782792,87.57168995458761,1.8819999999999986e-05,1.249778389221988,1.2497783767712138,1.249778388490022,1.2497783494898997,1.2497783880576103,1.2502216348025565,1.2497783354995937,-9.818822511542336e-05,0.28165440824768306,0.43394367030101105,0.5309646879875868,0.5986794816208023,0.6488242118475881,0.6876458540105603
11,3.9925451009808675,0.008779516006662628,0.004784875025507063,87.66135723203045,2.079999999999999e-05,1.2497318794540806,1.2497318575680225,1.2497318780663171,1.2497317829869705,1.2497318792278675,1.2502681432703193,1.2497317997106738,-0.00011880630751983673,0.2816336025383877,0.4339228681443363,0.5309438797760333,0.5986586798990354,0.6488034073285925,0.6876458540105603
12,3.992756837700253,0.008780625767118404,0.0048244589706882834,87.63000185664666,2.2779999999999995e-05,1.2496809440573557,1.2496809090081438,1.2496809418183779,1.2496807720415977,1.249680945131712,1.2503190775664506,1.2496808262529004,-0.0001413911038538591,0.2816108154522267,0.4339000859922908,0.5309210896194347,0.5986358984062243,0.6487806221104561,0.6876458540105603
13,3.992988772773279,0.008781832198136217,0.004860958957578987,87.69474069354688,2.476e-05,1.2496255839317558,1.249625530149686,1.2496255802249914,1.249625302650485,1.2496255867803365,1.2503744333330273,1.2496254157140803,-0.00016594306914253802,0.2815860465274714,0.43387532399868756,0.5308963161042988,0.5986111373879646,0.6487558556493033,0.6876458540105603
14,3.9932409247470297,0.008783135216435858,0.004827875003684312,87.52634693930172,2.6740000000000005e-05,1.2495657994149523,1.24956572237228,1.2495657936170288,1.2495654019326161,1.2495658035080095,1.2504342225300087,1.2495655569853668,-0.00019246268504729026,0.28155929618520736,0.4338485820046402,0.530869561945832,0.598584396624204,0.6487291092172882,0.6876458540105603
15,3.9935132816898675,0.00878453493423543,0.00464345799991861,87.61917461748226,2.8719999999999996e-05,1.2495015917693644,1.24950148441248,1.249501583607234,1.2495010475035242,1.24950159652508,1.250498441302055,1.2495012462784487,-0.00022095037239209012,0.28153056383411795,0.43381986053755134,0.5308408249665418,0.5985556764079379,0.6487003821924778,0.6876458540105603
16,3.9938058676420933,0.008786031443094857,0.004979291989002377,87.66982319030153,3.07e-05,1.2494329622106577,1.2494328147260974,1.2494329497670706,1.2494322255203638,1.249432967166607,1.2505670870636634,1.2494324798681518,-0.0002514063571784428,0.2814998487256508,0.43378915928685563,0.5308101037004185,0.5985249770939346,0.648669674387944,0.6876458540105603
17,3.994118703319553,0.008787624861264255,0.004564750008285046,87.73269171338673,3.2680000000000006e-05,1.2493599112903453,1.2493597116549802,1.2493598929479106,1.2493589158173788,1.2493599170026648,1.2506401509438125,1.2493592602564394,-0.00028383136620263366,0.28146715007342377,0.4337564785622152,0.5307773961595609,0.5984922990854763,0.6486369847606006,0.6876458540105603
18,3.9944518145342154,0.008789312000903568,0.005002124991733581,94.00173750479962,3.466000000000001e-05,1.2492823554030357,1.249282141294365,1.2492826757810642,1.2492812304088206,1.2492824584669404,1.2507183760376681,1.2492816315980222,-0.00031828389856227205,0.2814324677766224,0.4337218920720527,0.5307426689364689,0.5984576376428378,0.6486025589412024,0.6876458540105603
19,3.9948047515317695,0.008791093049502518,0.004812375002074987,93.97729877634754,3.664e-05,1.2492002994663893,1.249200105879817,1.2492012870498264,1.2491991652704606,1.2492005912638608,1.2508017207418138,1.2491995847352397,-0.00035476145642967323,0.2813958018749301,0.43368539627534114,0.5307059239925548,0.5984209930844357,0.6485663872468918,0.6876458540105603
20,3.9951775447772966,0.008792968190466542,0.004971084010321647,93.95140289225665,3.8620000000000006e-05,1.2491137482932406,1.2491136075919074,1.2491157157701507,1.2491127163273579,1.2491143151455715,1.2508901470660572,1.24911311007515,-0.00039326162192239585,0.28135715240781145,0.43364698769387733,0.5306671632004304,0.5983823657306153,0.6485284600617116,0.6876458540105603
