iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,0.04469748695327097,0.011458027723165416,0.08768658404005691,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.041633493290383426,0.011457993435242958,0.04417291597928852,0.02801568713757338,9.999999999992654e-07,1.2500022366055827,1.2500022366048642,1.2500022366040677,1.2500022366031318,1.2500022366019805,1.250002236600498,1.250002236598479,1.250002236595515,1.2500022365906542,1.2500022365810437,1.2500022365524186
2,0.044755081757799665,0.011451097309434385,0.047515332989860326,0.0299560667826996,0.0002009799999999999,1.2504521884982454,1.2504522071197153,1.2504522472271697,1.2504522710783956,1.2504522836349972,1.2504522895862646,1.2504522916150922,1.2504522912157006,1.2504522891490275,1.2504522854553417,1.2504522777910618
3,0.040853062028682594,0.011437385491594412,0.002425041049718857,0.028219107202588873,0.0004009599999999988,1.2513488950138014,1.2513489083518512,1.251348804212483,1.2513486394448599,1.251348451091417,1.2513482548782164,1.2513480568712352,1.251347859201568,1.2513476621557922,1.2513474642941773,1.2513472573443676
4,0.041530954154838574,0.011416874558146049,0.0024066250189207494,0.028668028108414234,0.0006009399999999995,1.2526936088081184,1.2526931998989732,1.2526927858030863,1.252692303624427,1.2526917976069907,1.2526912893560025,1.252690785825009,1.2526902882614344,1.2526897953913263,1.2526893031148072,1.2526887939527802
5,0.04113569188648637,0.011389647456404767,0.0023019170039333403,0.02766270133868666,0.0008009199999999984,1.254484201415469,1.254482610165439,1.2544816715823175,1.2544808276500732,1.2544800179221072,1.2544792421662436,1.2544784978475476,1.25447778009003,1.254477082834406,1.2544763967735875,1.2544756909914139
6,0.04220765428000853,0.011355712783937825,0.0024768749717622995,0.02812253432717444,0.001000899999999999,1.2567225922100485,1.2567205936244774,1.2567193086392356,1.2567182165521906,1.256717231221095,1.2567163396322378,1.2567155254065574,1.2567147716667113,1.256714062596078,1.2567133796004253,1.2567126730407845
7,0.03965069835086523,0.011315239964162522,0.0023595839738845825,0.0273384010114085,0.0012008799999999997,1.2594073911867634,1.259403263362496,1.259401244461083,1.259399638345527,1.2593982041123022,1.2593969025270804,1.259395707238469,1.2593945946074105,1.2593935428667613,1.2593925261262569,1.25939147462334
8,0.04247709104452199,0.01126814047855598,0.00230095797451213,0.028853537866011608,0.0014008600000000003,1.2625476198872334,1.262541799034692,1.262539298067753,1.2625373400167201,1.2625355706512424,1.2625339389292647,1.2625324146219303,1.2625309703820997,1.2625295802751733,1.26252821202088,1.2625267741153503
9,0.04161236756351645,0.011214578825853583,0.0023675410193391144,0.028126257994771364,0.0016008399999999992,1.2661409193947837,1.2661317299743626,1.2661293701344765,1.2661276579326062,1.2661260136536232,1.266124414089547,1.266122862115896,1.2661213494714938,1.2661198585596136,1.266118356802265,1.2661167314052484
