K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,1e-08,0.0,0.01,0.017976369955535507,0.120924715,0.017976369955535507
1.0,1.0,3.162277660168379e-08,0.0,0.01,0.017976392065502843,0.064839405,0.017976392065502843
1.0,2.0,1e-07,0.0,0.01,0.017976460572346146,0.048293248,0.017976460572346146
1.0,3.0,3.162277660168379e-07,0.0,0.01,0.017976676153220798,0.049639292,0.017976676153220798
1.0,4.0,1e-06,0.0,0.01,0.017977360543513086,0.048648987,0.017977360543513086
1.0,5.0,3.162277660168379e-06,0.0,0.01,0.01797952289322585,0.049243207,0.01797952289322585
1.0,6.0,9.999999999999999e-06,0.0,0.01,0.017986361908126504,0.048155227,0.017986361908126504
1.0,7.0,3.1622776601683795e-05,0.0,0.01,0.01800798178469859,0.058090354,0.01800798178469859
1.0,8.0,0.0001,0.0,0.01,0.018076359341153283,0.087631698,0.018076359341153283
1.0,9.0,0.00031622776601683794,0.0,0.01,0.01829258807370581,0.069266666,0.01829258807370581
1.0,10.0,0.001,0.0,0.01,0.0189763654726768,0.062868775,0.0189763654726768
1.0,11.0,0.0031622776601683794,0.0,0.01,0.021138642246027194,0.066261347,0.021138642246027194
1.0,12.0,0.01,0.0,0.01,0.02797636390609891,0.071006708,0.02797636390609891
1.0,13.0,0.03162277660168379,0.0,0.01,0.04959914005674733,0.071265556,0.04959914005674733
1.0,14.0,0.1,0.0,0.01,0.11697402318031182,0.086556076,0.11697402318031182
1.0,15.0,0.31622776601683794,0.0,0.01,0.22988830983394956,0.073447541,0.22988830983394956
2.0,0.0,1e-08,0.0,0.01,0.0060537716179687685,0.114063174,0.0060537716179687685
2.0,1.0,3.162277660168379e-08,0.0,0.01,0.006053793162466018,0.114588774,0.006053793162466018
2.0,2.0,1e-07,0.0,0.01,0.0060538616598981385,0.113603015,0.0060538616598981385
2.0,3.0,3.162277660168379e-07,0.0,0.01,0.006054077900315985,0.114253841,0.006054077900315985
2.0,4.0,1e-06,0.0,0.01,0.006054764531655722,0.105490195,0.006054764531655722
2.0,5.0,3.162277660168379e-06,0.0,0.01,0.006056924791523808,0.113837846,0.006056924791523808
2.0,6.0,9.999999999999999e-06,0.0,0.01,0.006063763172489187,0.114117527,0.006063763172489187
2.0,7.0,3.1622776601683795e-05,0.0,0.01,0.006085388073656683,0.115445588,0.006085388073656683
2.0,8.0,0.0001,0.0,0.01,0.006153763623942116,0.127461356,0.006153763623942116
2.0,9.0,0.00031622776601683794,0.0,0.01,0.0063699931749691685,0.128399201,0.0063699931749691685
2.0,10.0,0.001,0.0,0.01,0.0070537632605025035,0.124438227,0.0070537632605025035
2.0,11.0,0.0031622776601683794,0.0,0.01,0.009216042719266175,0.123813719,0.009216042719266175
2.0,12.0,0.01,0.0,0.01,0.016053765915491357,0.148184156,0.016053765915491357
2.0,13.0,0.03162277660168379,0.0,0.01,0.030821002947284463,0.159779872,0.030821002947284463
2.0,14.0,0.1,0.0,0.01,0.06446805435238338,0.152978682,0.06446805435238338
2.0,15.0,0.31622776601683794,0.0,0.01,0.13928533428066953,0.157378161,0.13928533428066953
3.0,0.0,1e-08,0.0,0.01,0.003120385674968937,0.163604146,0.003120385674968937
3.0,1.0,3.162277660168379e-08,0.0,0.01,0.003120407323733119,0.163522403,0.003120407323733119
3.0,2.0,1e-07,0.0,0.01,0.0031204752913397593,0.168655455,0.0031204752913397593
3.0,3.0,3.162277660168379e-07,0.0,0.01,0.003120692306953958,0.163918276,0.003120692306953958
3.0,4.0,1e-06,0.0,0.01,0.0031213757998896545,0.162271998,0.0031213757998896545
3.0,5.0,3.162277660168379e-06,0.0,0.01,0.0031235443738586704,0.164875513,0.0031235443738586704
3.0,6.0,9.999999999999999e-06,0.0,0.01,0.003130376595740292,0.384987145,0.003130376595740292
3.0,7.0,3.1622776601683795e-05,0.0,0.01,0.0031519990410642093,0.385081772,0.0031519990410642093
3.0,8.0,0.0001,0.0,0.01,0.003220382268412791,0.40549784,0.003220382268412791
3.0,9.0,0.00031622776601683794,0.0,0.01,0.0034366031464647335,0.433144655,0.0034366031464647335
3.0,10.0,0.001,0.0,0.01,0.004120380319806953,0.160676738,0.004120380319806953
3.0,11.0,0.0031622776601683794,0.0,0.01,0.0062367264398632515,0.396193506,0.0062367264398632515
3.0,12.0,0.01,0.0,0.01,0.010558719371979311,0.524156612,0.010558719371979311
3.0,13.0,0.03162277660168379,0.0,0.01,0.020542526998259838,0.480521782,0.020542526998259838
3.0,14.0,0.1,0.0,0.01,0.04128269877259686,0.507112307,0.04128269877259686
3.0,15.0,0.31622776601683794,0.0,0.01,0.09381528125753419,0.515918079,0.09381528125753419
4.0,0.0,1e-08,0.0,0.01,0.0018604587397452607,0.226430687,0.0018604587397452607
4.0,1.0,3.162277660168379e-08,0.0,0.01,0.0018604768502156243,0.223940559,0.0018604768502156243
4.0,2.0,1e-07,0.0,0.01,0.001860545654351889,0.228650391,0.001860545654351889
4.0,3.0,3.162277660168379e-07,0.0,0.01,0.001860760225131403,0.227094183,0.001860760225131403
