iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,3.8244168481514844,0.011458027723165416,0.2466203750227578,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.8244168481514844,0.011458036938679392,0.3684806249802932,19.256677618869578,1.0000000000000006e-06,1.250002236067614,1.2499977639344408,1.2499977639343092,1.2499977639343138,1.2499977639343034,1.2499977639343034,1.2500022360676926,1.2500022360676235,1.2499977639343047,1.250002236067556,1.24999776393443
2,3.824418920234275,0.011458047812929681,0.3361579999909736,19.256570921121675,1.1800000000000006e-06,1.2500048746346903,1.2499951253799426,1.2499951253792068,1.2499951253791373,1.2499951253789918,1.2499951253796209,1.2500048746300292,1.2500048746306116,1.2499951253793646,1.25000487463205,1.2499951253827286
3,3.824421365285208,0.01145806034589972,0.012062750000040978,19.2564450601281,1.3600000000000005e-06,1.2500079157034614,1.2499920843358032,1.2499920843354975,1.2499920843354067,1.2499920843350127,1.2499920843374879,1.2500079156882618,1.2500079156902864,1.249992084336758,1.2500079156928723,1.2499920843467567
4,3.8244241833028187,0.011458074537610859,0.012209542037453502,19.25630837631094,1.5400000000000005e-06,1.2500113592631432,1.2499886407951897,1.2499886408038383,1.2499886408021899,1.2499886408033198,1.249988640810175,1.2500113592440922,1.250011359250246,1.2499886408080725,1.250011359251952,1.2499886408176961
5,3.8244273742937867,0.01145809038801485,0.012225957994814962,19.25614399099349,1.7200000000000005e-06,1.2500152053228972,1.2499847947579565,1.2499847947854614,1.2499847947797098,1.2499847947849023,1.249984794800058,1.2500152052990952,1.2500152053143885,1.2499847947952356,1.2500152053143996,1.249984794802603
6,3.8244309382524087,0.01145810789711912,0.012082749977707863,19.255973089871695,1.9000000000000004e-06,1.2500194538770901,1.2499805462168603,1.2499805462791937,1.249980546265609,1.2499805462786828,1.2499805463082363,1.2500194538570941,1.2500194538910723,1.2499805462979592,1.25001945388791,1.2499805462931948
7,3.8244348751840795,0.011458127064860978,0.012221250042784959,19.255771951910774,2.0800000000000004e-06,1.2500241049372167,1.249975895173274,1.2499758952882996,1.2499758952620992,1.2499758952874713,1.2499758953400792,1.250024104917879,1.2500241049808984,1.2499758953207862,1.2500241049744567,1.2499758952992535
8,3.8244391850800565,0.011458147891184987,0.01194516703253612,19.255547284793245,2.2600000000000004e-06,1.2500291585167564,1.2499708416243582,1.2499708418132918,1.2499708417696125,1.2499708418117859,1.2499708418993905,1.2500291584831211,1.2500291585881529,1.249970841866886,1.250029158580186,1.2499708418276243
9,3.8244438679340385,0.011458170376077478,0.011985791963525116,19.25531381883758,2.440000000000001e-06,1.2500346146084593,1.2499653855617503,1.249965385856786,1.2499653857857722,1.2499653858533537,1.249965385992198,1.2500346145547028,1.2500346147205479,1.2499653859394393,1.250034614711787,1.249965385876734
10,3.8244489237494252,0.01145819451943465,0.012306082993745804,19.25506028603633,2.6200000000000003e-06,1.2500404732452592,1.2499595269848924,1.2499595274176234,1.2499595273096855,1.249959527410656,1.249959527620871,1.2500404731365216,1.2500404733872281,1.249959527540272,1.2500404733826305,1.2499595274580617
11,3.8244543525111916,0.011458220321300278,0.012065750022884458,19.254794934308713,2.8000000000000003e-06,1.2500467344012223,1.249953265873821,1.249953266496575,1.2499532663371917,1.2499532664852184,1.249953266792772,1.2500467342311208,1.2500467345978163,1.249953266673313,1.250046734604401,1.24995326655539
12,3.8244601542358176,0.011458247781535527,0.012059041007887572,19.254503477072728,2.9800000000000003e-06,1.2500533981181403,1.2499466022291612,1.2499466030941377,1.2499466028669892,1.2499466030762152,1.2499466035122917,1.2500533978410435,1.2500533983630053,1.2499466033419167,1.2500533983869102,1.249946603192367
13,3.8244663289028975,0.011458276900124211,0.012603625014889985,19.254193629800362,3.1600000000000002e-06,1.250060464396976,1.2499395360318621,1.2499395372104374,1.2499395368967452,1.2499395371844217,1.2499395377875069,1.2500604639683521,1.250060464687506,1.24993953755174,1.2500604647406008,1.2499395373691173
14,3.8244728765178007,0.011458307677083649,0.012470915971789509,19.25388402734101,3.340000000000001e-06,1.250067933218113,1.2499320672598653,1.249932068846758,1.2499320684210535,1.2499320688111608,1.2499320696270448,1.2500679326159785,1.2500679335918723,1.2499320693077798,1.2500679336771279,1.2499320690710036
