iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
0,1.2609467398753165,0.01745986764080273,11.097676838049665,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,1.2609467398753165,0.017459900455284883,1.9674300090409815,16.50458759069448,9.999999999999972e-07,1.887345592466659,1.887345592466671,1.8873455924666522,1.887345592466646,1.8873455924666467,1.8873455924666467,1.8873455924666491,1.8873455924666498,1.8873455924666442,1.8873510877003687
2,1.26094835938081,0.01745999721255138,1.8306529908441007,11.453603464971229,2.980000000000002e-06,1.8873374705436294,1.8873373998139236,1.887337400915846,1.8873374144921518,1.8873374778011154,1.8873378881334604,1.8873374749267955,1.8873374344818403,1.8873373964870261,1.8873592700363084
3,1.2609531397790652,0.017460158324836144,0.03286601998843253,11.453521105271747,4.960000000000007e-06,1.8873238695661896,1.8873237608794549,1.8873237385550852,1.8873238069842975,1.8873239911515634,1.8873252151474609,1.8873238782477275,1.887323866065691,1.8873237490659647,1.8873728864884958
4,1.2609611004925256,0.0174603839736089,0.056153443874791265,11.453387513019198,6.939999999999998e-06,1.8873047677972186,1.8873046756200185,1.887304598994512,1.8873047697862944,1.8873051260618383,1.8873075120622949,1.8873047799687883,1.887304885632991,1.8873046497548671,1.8873919371215453
5,1.2609722497729703,0.01746067426345652,0.0331405911128968,11.453189357525595,8.919999999999989e-06,1.8872801587861812,1.8872801442437153,1.8872799806945288,1.887280302553861,1.8872808779029884,1.8872847294211674,1.8872801734246147,1.8872804917867554,1.8872800986830036,1.88741642217639
6,1.2609865923059633,0.017461029262180863,0.03311579907312989,11.452930957834868,1.0899999999999994e-05,1.8872500410568516,1.8872501670931274,1.8872498838515233,1.8872504049167764,1.8872512431061224,1.8872568295427903,1.887250057078007,1.887250683329583,1.8872500962182284,1.8874463419215068
7,1.261004131107426,0.01746144901707131,0.03416337911039591,11.452622990171905,1.2879999999999999e-05,1.8872144152570154,1.8872147446723166,1.8872143094954263,1.8872150765269122,1.8872162187263046,1.8872237830301166,1.8872144315774553,1.8872154592389019,1.8872146428891057,1.8874816965838541
8,1.2610248682722287,0.017461933563916003,0.033202377147972584,11.452252883582993,1.4860000000000003e-05,1.8871732830301085,1.887173877546203,1.8871732590513077,1.8871743170099564,1.8871758021529823,1.88718556604186,1.8871732986067182,1.8871748185670885,1.8871737392746077,1.8875224864021958
9,1.2610488053879725,0.017462482931175572,0.03243312216363847,11.451823250321906,1.6840000000000008e-05,1.8871266465503636,1.887127566381877,1.8871267342157299,1.8871281259688726,1.8871299910003614,1.88714215863449,1.887126660408813,1.88712876045352,1.8871273860041857,1.8875687115755144
10,1.2610759437207035,0.017463097142628912,0.03322132886387408,11.45133601628113,1.8819999999999986e-05,1.8870745082970675,1.8870758119101665,1.8870747368539698,1.8870765029984482,1.887078783047631,1.8870935436189569,1.88707451955039,1.8870772841079269,1.8870755837445474,1.8876203722822744
11,1.2611062843354608,0.01746377621888595,0.03270628210157156,11.450797617799905,2.079999999999999e-05,1.8870168709032558,1.887018614995037,1.8870172689798355,1.8870194476655764,1.8870221761869233,1.8870397058842483,1.887016878774724,1.8870203888119654,1.8870183331965604,1.8876774686438031
12,1.2611398281610398,0.01746452017860145,0.0333392231259495,11.450196495664356,2.2779999999999995e-05,1.8869537370742748,1.8869559765987962,1.8869543327190783,1.8869569594847555,1.8869601683779478,1.8869806318937623,1.886953740903222,1.8869580738914076,1.8869556350724228,1.8877400007698846
13,1.2611765760463787,0.017465329038569476,0.03330180607736111,11.449540113768723,2.476e-05,1.8868851095868358,1.8868878978357928,1.8868859303372234,1.8868890379830638,1.8868927577008263,1.8869163093692807,1.886885108846587,1.886890338781976,1.8868874901524355,1.8878079686670237
14,1.2612165287605808,0.01746620281464852,0.032983263954520226,11.448825550556483,2.6740000000000005e-05,1.8868109912089206,1.8868143799262473,1.8868120641959198,1.886815682648906,1.8868199423003067,1.8868467270537217,1.8868109855369555,1.8868171829851599,1.8868138992436643,1.8878813722818333
15,1.261259687036772,0.01746714152251271,0.03244949714280665,11.448048253090347,2.8719999999999996e-05,1.8867313846444989,1.886735424194232,1.8867327367207791,1.8867368928902044,1.8867417203331645,1.8867718744925035,1.886731373861914,1.8867386060305298,1.8867348631379457,1.8879602115358451
16,1.2613060516065882,0.017468145177554423,0.033311079954728484,11.447226875109651,3.07e-05,1.8866462925507734,1.88665103206011,1.88664795041213,1.8866526680867006,1.8866580900233878,1.8866917419238856,1.8866462766921401,1.8866546075149517,1.8866503826465688,1.8880444862685177
17,1.2613556231937717,0.017469213794321436,0.03191110608167946,11.446340818995923,3.2680000000000006e-05,1.8865557175799508,1.8865612051626015,1.8865577079441456,1.8865630075946416,1.8865690496700553,1.8866063202917118,1.8865556968832091,1.8865651871472868,1.8865604586534517,1.8881341962190088
18,1.2614084024856267,0.017470347387545087,0.03196167200803757,11.445387904795432,3.466000000000001e-05,1.886459662304107,1.8864659452552677,1.8864620120507531,1.8864679107064606,1.886474597605151,1.8865156010812514,1.8864596372314943,1.8864703446901165,1.886465092041121,1.888229341052015
19,1.261464390182128,0.017471545972049182,0.03245410602539778,11.44439123945013,3.664e-05,1.8863581292007936,1.8863652542359917,1.8863608655711388,1.8863673766539124,1.88637473218751,1.886419576288865,1.8863581004811367,1.886370079976155,1.886364283725232,1.8883299203357755
20,1.2615235869911179,0.017472809562814887,0.03248540288768709,11.443332907822096,3.8620000000000006e-05,1.886251120684416,1.88625913410768,1.8862542714289916,1.8862614046288884,1.8862694518498573,1.8863182383335086,1.886251089335509,1.8862643928994562,1.886258034633526,1.8884359335597907
21,1.261585993631201,0.017474138174782165,0.032474210020154715,11.442217611298984,4.0600000000000004e-05,1.8861386390811268,1.886147587121147,1.8861422326847623,1.8861499937408557,1.8861587550350618,1.886211580142269,1.8861386064077685,1.88615328344174,1.8861463457315821,1.8885473801142287
22,1.2616516108202513,0.017475531823205746,0.03244974906556308,11.441049410753918,4.2579999999999996e-05,1.8860206866110512,1.8860306156751803,1.8860247525189118,1.8860331430448765,1.886042640224577,1.8860995950071677,1.8860206542520983,1.8860367516517875,1.88602921800926,1.8886642592770189
