iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0
0,0.18664911504768322,0.12720843312452418,2.339636281132698,,,1.2426494076450263
1,0.18881628630616681,0.12720826992223908,3.496181905269623,0.2216801394627837,9.999999999999159e-07,1.2426516371466163
2,0.18631059754628027,0.12720484572509155,3.0981596801429987,0.22232056292712807,2.097999999999987e-05,1.2426984157082268
3,0.18975588265293797,0.12719815882742186,0.06320136971771717,0.22393818989849842,4.095999999999993e-05,1.2427897704817283
4,0.19075219639239005,0.1271882260148624,0.06607645098119974,0.21517287076277603,6.0939999999999996e-05,1.2429254796418248
5,0.18804812682894584,0.12717502149951726,0.06137738609686494,0.22539413548233408,8.091999999999984e-05,1.2431059066933738
6,0.18828915640079907,0.12715856207004592,0.059087999165058136,0.2203225979285067,0.0001008999999999999,1.243330837095067
7,0.1907908373762777,0.12713881425279297,0.058789728209376335,0.22850364203535364,0.00012087999999999997,1.243600746889528
8,0.18651054022295258,0.12711581859670582,0.05918159103021026,0.2206005491622157,0.00014085999999999992,1.2439151041366487
9,0.17743775710263993,0.12708958662760145,0.0548557098954916,0.21884876659491964,0.00016083999999999998,1.2442737770411678
10,0.18333769878298256,0.12706008587114026,0.05777885997667909,0.22346193115208277,0.00018081999999999983,1.2446772391585528
11,0.18589652461380807,0.12702736803118686,0.057859030552208424,0.21724050315838175,0.0002007999999999999,1.2451248164808852
12,0.18907882849913416,0.12699133272635305,0.06070854188874364,0.2284022463099015,0.00022077999999999996,1.2456179193147718
13,0.1895673853338657,0.12695202088275462,0.05630319006741047,0.22454924459348188,0.0002407599999999999,1.2461560288544828
14,0.19270093690528922,0.126909490149851,0.22468943474814296,0.21951898158992633,0.00026074,1.2467384003356385
15,0.18426514035891806,0.12686384038218812,0.05609952798113227,0.21154463127039727,0.00028071999999999993,1.2473637133355726
16,0.18197147917532097,0.1268150513897472,0.06335950084030628,0.21270152501765094,0.0003007,1.2480322942322253
17,0.19576183057066304,0.1267629446584074,0.06310563907027245,0.22470818844232188,0.00032068000000000005,1.248746644370232
18,0.1779252947281234,0.1267076087743926,0.061728669330477715,0.2192929505257009,0.00034066,1.2495056089215157
19,0.19576701327281992,0.12664892079894915,0.06062910100445151,0.22677260720813608,0.00036063999999999996,1.2503109379282773
20,0.19855715178405184,0.1265869563607569,0.06180683011189103,0.2228833353293309,0.0003806199999999999,1.2511616618721273
21,0.1876675383952654,0.12652170553830716,0.06803298508748412,0.2235999485902402,0.0004006,1.2520579885332752
22,0.19335599969250267,0.12645320283190284,0.059233271051198244,0.22209442800643475,0.00042057999999999993,1.2529995192281203
23,0.1891229250586245,0.12638155371745824,0.062022191006690264,0.2172939178699757,0.0004405599999999999,1.2539848817178425
24,0.18880068795697966,0.12630657051744965,0.05995994620025158,0.22548470022703174,0.00046053999999999995,1.2550167394347471
25,0.18475339908422492,0.12622848017779767,0.06741796107962728,0.21628410845801213,0.0004805199999999999,1.256092055088854
26,0.19102239186294717,0.12614701538170447,0.057362768333405256,0.2267693811126923,0.0005005,1.2572145999755733
27,0.18659078772707166,0.1260623904994376,0.059884204994887114,0.21900538284171892,0.00052048,1.2583815152197788
28,0.19727352887455146,0.12597439428412927,0.06241060374304652,0.2266469988547277,0.00054046,1.259595812908813
29,0.18360694334902727,0.12588332043737888,0.06021848786622286,0.21684987058239763,0.00056044,1.2608535420594258
30,0.18993814098512338,0.12578915185437245,0.06148930732160807,0.2171987230196579,0.0005804199999999999,1.2621550403863735
31,0.18717687592651172,0.12569164003451275,0.060714641120284796,0.22493776599361742,0.0006004,1.2635038522311612
32,0.18574077291464433,0.12559067015538405,0.060707921627908945,0.22884977778174767,0.00062038,1.2649016862242004
33,0.17992168687144452,0.12548663927544731,0.059514353051781654,0.21769984554127053,0.00064036,1.2663431652569055
34,0.18776714675377082,0.12537935971079436,0.06174471927806735,0.22280875541141384,0.00066034,1.2678310101568908
35,0.18679291522707214,0.1252688232350532,0.06988489907234907,0.22320331082622524,0.0006803200000000001,1.2693654631664764
36,0.18471894236484887,0.1251551349702015,0.0635110717266798,0.22061897266456704,0.0007003,1.2709451955902797
37,0.1798632209395712,0.12503852212411562,0.06054633017629385,0.2148770303984483,0.00072028,1.2725671783251427
38,0.18233733599509977,0.12491885043160571,0.0574507680721581,0.21777103466825887,0.00074026,1.2742334089278913
39,0.1806996025771949,0.12479603763551708,0.05979739502072334,0.21957870051007786,0.00076024,1.2759451713930579
40,0.1733232898110692,0.12467031863968622,0.0605021296069026,0.21421898243453244,0.0007802200000000001,1.277699331077714
41,0.1846017053785401,0.1245413290598691,0.06068055098876357,0.22194220306227436,0.0008002,1.2795011188331884
42,0.17900567399737857,0.12440957610618973,0.06055406015366316,0.21127738323167225,0.00082018,1.281343597101301
43,0.18087303873941668,0.12427469261324772,0.06084456201642752,0.21836761191303916,0.00084016,1.2832320486881188
44,0.18109226415681515,0.12413657068196088,0.06079552182927728,0.22058659648080622,0.00086014,1.2851681484111235
45,0.19999963758638323,0.12399500540445417,0.07117824768647552,0.22485876256524645,0.00088012,1.2871549454767024
46,0.1896850717293293,0.12384999315941775,0.06301613803952932,0.2254441442469554,0.0009001,1.289192678359885
47,0.1798620807532086,0.123702117501319,0.06543664587661624,0.2149806418528135,0.0009200800000000001,1.291273324277566
48,0.18562360977820785,0.12355062691099794,0.060534579679369926,0.2284631213333696,0.0009400599999999999,1.2934076443712486
49,0.18988829036992583,0.12339604805511546,0.06351628201082349,0.2197550461697385,0.00096004,1.2955884170401482
50,0.18336283074336987,0.12323808306793754,0.06438744813203812,0.22498861331374265,0.00098002,1.2978200419769166
51,0.18263755809962268,0.1230768053902753,0.06078505190089345,0.22416693029215923,0.001,1.3001016910962648
52,0.17992280736524627,0.12291585969021084,0.06487221224233508,0.2173658043763009,0.0009999878275373446,1.3023819033506872
53,0.1802226043035272,0.12275494731190133,0.060641621239483356,0.2220230034334846,0.0009999513107426476,1.3046649106454766
54,0.18565959638008128,0.12259414981631431,0.0613729958422482,0.22083794633261114,0.0009998904513956854,1.3069495630978496
55,0.1733153775904957,0.12243416634463385,0.06309488927945495,0.20917915803920928,0.000999805252462657,1.3092259105581068
56,0.1875818546364379,0.1222736557372386,0.06328193098306656,0.23035219024045359,0.0009996957180960385,1.3115130389759935
57,0.17785340087197726,0.12211390776250657,0.06697723735123873,0.21007405709813076,0.0009995618536343797,1.313792574947802
58,0.17995835292308937,0.12195418782834364,0.06194021040573716,0.22108798886133504,0.0009994036656020464,1.3160749883534568
59,0.17806846319376907,0.12179506155957671,0.06058898102492094,0.2119403662461576,0.0009992211617088995,1.3183521890640182
60,0.17221999664562015,0.12163596989218,0.05609536822885275,0.22032420225667904,0.0009990143508499217,1.320632170135894
61,0.18133023591713215,0.12147662365841201,0.05748031800612807,0.22533728157428354,0.0009987832431047822,1.3229190944277658
62,0.18544835351014313,0.12131744006330943,0.06516122492030263,0.21921847209959508,0.0009985278497373468,1.3252069890885974
63,0.1812042933326971,0.12115874553585586,0.06051019998267293,0.21385638886566974,0.0009982481831951274,1.3274911541788175
64,0.1769240705692487,0.12100052445255903,0.06330112973228097,0.21350588715141017,0.0009979442571086772,1.3297717965578222
65,0.18318121140542964,0.12084204143113535,0.054755637887865305,0.22497516579545263,0.0009976160862909245,1.3320595216486846
66,0.17246117347973874,0.12068370064738063,0.06128632603213191,0.2191572334051146,0.0009972636867364526,1.334348510937696
67,0.1743106532333157,0.12052556537095739,0.06040471000596881,0.21818551507716977,0.000996887075620718,1.336637850984514
68,0.19298796036094473,0.12036722635148388,0.06673241499811411,0.22482658054732713,0.0009964862712992153,1.3389334786882268
69,0.16245211327779874,0.12020961169688642,0.05906862020492554,0.21044872870192444,0.0009960612933065818,1.3412219339033111
70,0.18873391942884649,0.12005203731164509,0.059104309882968664,0.22055447371310477,0.000995612162355645,1.3435131372096636
71,0.1797266567546693,0.11989411183933367,0.06078798184171319,0.22721710984294327,0.0009951389003364144,1.345812801272065
72,0.18427330304915487,0.11973616937256147,0.06427327683195472,0.22279524113980476,0.0009946415303150127,1.348116085262227
73,0.17130166543004108,0.11957914213903244,0.06965249683707952,0.20812730541904667,0.0009941200765325531,1.3504093780795836
