k,l2o_t,ldro_pep_t,lpep_t
1,0.1451492480106092,0.1537603930939021,0.1492115942223359
2,0.2406632350057315,0.1629966801933694,0.1529094509427979
3,0.1317977001477739,0.181290719945749,0.147884244818863
