iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,beta0,beta1,beta2,beta3,beta4
0,6.130311922584351,0.02069231100413176,0.28635483398102224,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387
1,6.130311922584351,0.020692321271848734,0.35837924998486415,17.425257482812448,1.0000000000000006e-06,1.250002236067697,1.249997763934332,1.250002236067693,1.2499977639343043,1.2499977639343043,9.999994261596375e-07,0.2817525251259166,0.43404378277971467,0.5310628054050552,0.5987785940560387
2,6.130311398294429,0.020692333417581154,0.30953487497754395,17.266112868864326,1.1800000000000006e-06,1.2500048752335184,1.2499951247751413,1.250004875232524,1.2499951247759438,1.24999512477534,2.1769884351411955e-06,0.28175134485639014,0.4340449630480827,0.531061625135879,0.5987785940560387
3,6.130310785238592,0.020692347423975528,0.003593500005081296,17.266153771229753,1.3600000000000005e-06,1.2500079172140102,1.2499920828077111,1.2500079172091791,1.2499920828110227,1.2499920828081976,3.5327630546860716e-06,0.2817499844437265,0.4340463234565151,0.5310602647242765,0.5987785940560387
4,6.130310080095077,0.020692363287272777,0.0031720419647172093,17.266228342165746,1.5400000000000005e-06,1.2500113619296345,1.2499886381119856,1.2500113619165836,1.249988638121934,1.24998863811397,5.067686370072892e-06,0.28174844392289694,0.434047863967738,0.5310587242065041,0.5987785940560387
5,6.130309282175772,0.020692381005899523,0.0033102500019595027,17.26630054221991,1.7200000000000005e-06,1.2500152093448609,1.2499847907273127,1.2500152093159491,1.249984790747799,1.2499847907296886,6.781900059873176e-06,0.2817467233103529,0.43404958456264375,0.5310570035993064,0.5987785940560387
6,6.130308391202104,0.020692400578931427,0.0031195409828796983,17.266424596824734,1.9000000000000004e-06,1.2500194594409884,1.249980540673152,1.2500194593866636,1.2499805407102498,1.2499805406758515,8.675482650277088e-06,0.28174482261432754,0.4340514852314939,0.5310551029118349,0.5987785940560387
7,6.130307407015758,0.02069242200575229,0.0031530000269412994,17.266493545271693,2.0800000000000004e-06,1.2500241122022557,1.2499758879667007,1.250024112107429,1.2499758880291998,1.2499758879690466,1.0748486069859429e-05,0.28174274184164183,0.43405356596159844,0.5310530221519029,0.5987785940560387
8,6.130306329515633,0.020692445285855884,0.0030443749856203794,17.2665890520976,2.2600000000000004e-06,1.2500291676187314,1.2499708326223318,1.2500291674616253,1.24997083272004,1.2499708326198185,1.3000951608371759e-05,0.28174048099652005,0.4340558267422278,0.5310507613253087,0.5987785940560387
9,6.130367663540596,0.020692470630569792,0.0029934169724583626,17.23089331178603,2.440000000000001e-06,1.250034624158463,1.2499653689165924,1.250034620805485,1.2499653718451322,1.2499653734839118,1.5432347801075403e-05,0.28173803653861546,0.43405826269297115,0.5310483194151837,0.5987785940560387
