i,K,obj_val,grad_sq_norm
0.0,10.0,0.002199342721893782,0.00032701890058017325
1.0,10.0,0.0025817740028677852,0.0003619507229763597
2.0,10.0,0.0017623228678603348,0.00022166292661161328
3.0,10.0,0.002654354432736327,0.0003769029087535039
4.0,10.0,0.0016528289671034297,0.00021763215106257347
5.0,10.0,0.002831390177304406,0.0003387440711079023
6.0,10.0,0.0023130896755001276,0.0002744722751341436
7.0,10.0,0.0026774848006509465,0.0003788608166278477
8.0,10.0,0.003633704506516861,0.0004323071901926707
9.0,10.0,0.002353391264712362,0.0003149466027037348
10.0,10.0,0.002432287901752797,0.0003291279142449684
11.0,10.0,0.002866871066790707,0.00041960131570580245
12.0,10.0,0.002712919031936214,0.00037763909733681036
13.0,10.0,0.002855742961726893,0.0003415200726820357
14.0,10.0,0.002494974813506765,0.0003223591698476703
15.0,10.0,0.0034149451812687595,0.0004845690732776076
16.0,10.0,0.0024014577693824077,0.0003412998765356172
17.0,10.0,0.0029301442424728994,0.00042258195368639055
18.0,10.0,0.0024443554592086156,0.000357014987515617
19.0,10.0,0.002197801102925456,0.0002799549395738679
20.0,10.0,0.0033581544698284525,0.0004370481383355999
21.0,10.0,0.0028836164065880188,0.00039910183314726934
22.0,10.0,0.0027144639274450156,0.00030423925040345046
23.0,10.0,0.002319222745188365,0.00031550047543640826
24.0,10.0,0.0022175675745508467,0.000317802106370347
25.0,10.0,0.0032064653877633747,0.0003692534828568612
26.0,10.0,0.0022824502473234877,0.00029824437632804525
27.0,10.0,0.0023418395405403703,0.00028838612581738826
28.0,10.0,0.0016111124883169885,0.0002163987419968395
29.0,10.0,0.0032003613720551875,0.00048648375071192926
30.0,10.0,0.003209634307935235,0.0004608908035544334
31.0,10.0,0.0026883942139955663,0.00031072201341102255
32.0,10.0,0.0025917634803427764,0.00035531862463162185
33.0,10.0,0.002741661407958418,0.00036579131109121786
34.0,10.0,0.0031188628785084214,0.00048315271165490556
35.0,10.0,0.0026222621820702497,0.0002838326305572967
36.0,10.0,0.0034196380935924034,0.0003824826740832916
37.0,10.0,0.0025328736373265086,0.000280150323007446
38.0,10.0,0.0029983098122043934,0.00030492149187953243
39.0,10.0,0.002677896859837707,0.00035523688972783507
40.0,10.0,0.0024435426791373175,0.0003349367889943353
41.0,10.0,0.0027942132829169887,0.000351243167828916
42.0,10.0,0.0025440530305807767,0.0003506340067863385
43.0,10.0,0.003669457189641464,0.00048075614942346263
44.0,10.0,0.002442384437319477,0.0002749629124897489
45.0,10.0,0.002954724864272602,0.000342078323909803
46.0,10.0,0.0028474209859762865,0.00029795605308329063
47.0,10.0,0.0031115111652696347,0.0003772890379415779
48.0,10.0,0.003100953259529252,0.0004066030797436473
49.0,10.0,0.003366493114401729,0.00041578489793208973
