eta,l2o,ldro_pep,lpep
1e-06,0.0,0.0,0.0
5e-06,0.0,0.0,0.0
1e-05,0.0,0.0,0.0
5e-05,0.0,0.0,0.0
0.0001,0.0,0.0,0.0
0.0005,0.002,0.0,0.0
0.001,0.154,0.0,0.0
0.005,0.948,0.0,0.0
0.01,0.998,0.006,0.0
0.05,1.0,0.784,0.0
