source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8
data_lpep/23-42-14_1,0.1492981395280727,0.1565309621388975,0.1520416852685626,0.1379551499892727,0.1430798249950011,0.1445247816489355,0.1453834814330486,0.1440267708639412,0.1185938458995025
