source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8
data/17-32-06_238,0.1618113823496035,0.1254020970710061,0.2516826874792443,0.2340581483467512,0.1178247944992243,0.1647533388484251,0.2404864967997882,0.3083782940024052,0.1802074926859739
