k,l2o_t,ldro_pep_t,lpep_t
1,0.1458343142707835,0.1618113823496035,0.1492981395280727
2,0.2401164192766525,0.1254020970710061,0.1565309621388975
3,0.110395990781284,0.2516826874792443,0.1520416852685626
4,0.494587590539151,0.2340581483467512,0.1379551499892727
5,0.1583364364238663,0.1178247944992243,0.1430798249950011
6,0.1033109116508589,0.1647533388484251,0.1445247816489355
7,0.6312961270742233,0.2404864967997882,0.1453834814330486
8,0.2196239548249207,0.3083782940024052,0.1440267708639412
9,0.1328858641749793,0.1802074926859739,0.1185938458995025
