source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8
data_l2o/13-10-11_8,0.1458343142707835,0.2401164192766525,0.110395990781284,0.494587590539151,0.1583364364238663,0.1033109116508589,0.6312961270742233,0.2196239548249207,0.1328858641749793
