k,l2o_gamma,ldro_pep_gamma,lpep_gamma,l2o_alista_gamma
1,0.256352907263203,0.3606381621835411,0.3231447483194115,0.3208064366342267
2,0.7648604087840327,0.2927728373626244,0.2978528346285691,0.3189316340624468
3,0.621301599959694,0.2069937283699319,0.2590145748222025,0.3196070923418435
4,0.6544194040885001,0.3627335124323361,0.3142823438266469,0.3205133295670673
