iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,beta0
0,19.199967962595874,0.12667157680476443,0.1677628339966759,,,1.2500000000000002,0.0
1,19.199967962595874,0.12667141386037714,0.30117637501098216,22.89176389475623,9.999999999999159e-07,1.2500022360860017,0.0
2,19.199945063742984,0.12666799532813083,0.2631846669828519,22.89172944788819,2.097999999999987e-05,1.250049149319086,0.0
3,19.199464656864794,0.12666132130750102,0.0022970419959165156,22.891006768833382,4.095999999999993e-05,1.250140742214339,0.0
4,19.19852678481416,0.1266513920022388,0.002045125002041459,22.889595919900966,6.0939999999999996e-05,1.2502770195518813,0.0
5,19.197131532579665,0.12663820769203,0.0018989590462297201,22.887497024743762,8.091999999999984e-05,1.2504579887673624,0.0
6,19.195279023277266,0.12662176876111486,0.0017253750120289624,22.88471026234484,0.0001008999999999999,1.2506836595614776,0.0
7,19.192969422130005,0.1266020756890241,0.0018140419851988554,22.88123587303258,0.00012087999999999997,1.2509540440301279,0.0
8,19.190202935112797,0.12657912906033625,0.0018252090085297823,22.877074156477434,0.00014085999999999992,1.2512691565341971,0.0
9,19.186979810254986,0.1265529295365601,0.0017433749744668603,22.872225473695693,0.00016083999999999998,1.2516290140901818,0.0
10,19.183300333610312,0.1265234778849673,0.0017929580062627792,22.86669024104109,0.00018081999999999983,1.252033635979592,0.0
11,19.17916483321233,0.12649077496954758,0.0018229170236736536,22.860468936216666,0.0002007999999999999,1.2524830438791432,0.0
12,19.17457367769646,0.1264548217515019,0.0017947910237126052,22.853562096274743,0.00022077999999999996,1.2529772618607564,0.0
13,19.169527276248836,0.1264156192897893,0.0016977920313365757,22.845970317617535,0.0002407599999999999,1.2535163163915575,0.0
14,19.16402607854776,0.1263731687512044,0.0017853750032372773,22.8376942560008,0.00026074,1.2541002362035085,0.0
15,19.15807057603052,0.12632747138260209,0.0018139999592676759,22.828734628533777,0.00028071999999999993,1.2547290526844506,0.0
16,19.15166129783486,0.12627852854004012,0.0018377089872956276,22.81909220768299,0.0003007,1.255402799487119,0.0
17,19.144798814714665,0.1262263416800647,0.0017537919920869172,22.80876782727595,0.00032068000000000005,1.256121512659455,0.0
18,19.137483737629005,0.12617091236052752,0.0017284579807892442,22.797762380502625,0.00034066,1.256885230644604,0.0
19,19.12971671765567,0.12611224224145764,0.0017109999898821115,22.786076819917174,0.00036063999999999996,1.2576939942809178,0.0
20,19.12149844589922,0.1260503330954531,0.0017770419945009053,22.77371215743935,0.0003806199999999999,1.2585478466713527,0.0
21,19.112829654718865,0.1259851867802559,0.00168283301172778,22.76066946635049,0.0004006,1.259446833575178,0.0
22,19.103711113646394,0.12591680527765464,0.0017808330012485385,22.746949875308264,0.00042057999999999993,1.2603910028856584,0.0
23,19.0941436345808,0.12584519064724664,0.0017157910042442381,22.73255457632591,0.0004405599999999999,1.2613804052833009,0.0
24,19.084128065049256,0.12577034508436044,0.001776499964762479,22.71748481480409,0.00046053999999999995,1.2624150934518297,0.0
25,19.073665296032583,0.1256922708833908,0.0016964160022325814,22.701741901485303,0.0004805199999999999,1.2634951226008215,0.0
26,19.062756256539647,0.12561097045796282,0.0016273329965770245,22.68532720447428,0.0005005,1.2646205502041432,0.0
27,19.051401916121147,0.12552644632331492,0.0017354590236209333,22.66824215321553,0.00052048,1.2657914362616005,0.0
28,19.03960328208767,0.1254387010882133,0.0017889579758048058,22.65048823450423,0.00054046,1.267007843430268,0.0
29,19.0273613980523,0.12534773751305964,0.0017964590224437416,22.632066990500583,0.00056044,1.268269836238518,0.0
30,19.01467735169462,0.12525355844518976,0.0016741250292398036,22.612980030622005,0.0005804199999999999,1.269577482002916,0.0
31,19.00155226537223,0.1251561668581859,0.0016542919911444187,22.59322901763401,0.0006004,1.2709308503042567,0.0
32,18.987987301236632,0.1250555658439858,0.0017448749858886003,22.572815675569302,0.00062038,1.2723300131185409,0.0
33,18.973983659746484,0.1249517586144956,0.0016797080170363188,22.551741787717074,0.00064036,1.2737750448169745,0.0
34,18.959542579495977,0.12484474850325428,0.0017099580145440996,22.530009196597067,0.00066034,1.2752660221659684,0.0
35,18.944665337037932,0.12473453896714976,0.0017727080266922712,22.50761980392768,0.0006803200000000001,1.2768030243271393,0.0
36,18.92935324670012,0.12462113359761064,0.0018105419585481286,22.484575570588216,0.0007003,1.2783861327256836,0.0
37,18.913607661705257,0.12450453608472416,0.0017771249986253679,22.460878518548796,0.00072028,1.280015431576796,0.0
38,18.897429968743428,0.12438475028507902,0.0016527920379303396,22.436530722942976,0.00074026,1.2816910069643692,0.0
39,18.880821596929945,0.12426178016713266,0.0018230409477837384,22.411534325801863,0.00076024,1.2834129476305758,0.0
40,18.863784009749477,0.1241356298226279,0.001679792010691017,22.385891524177875,0.0007802200000000001,1.285181344844755,0.0
41,18.84631870616268,0.12400630348744486,0.0017334159929305315,22.359604572061876,0.0008002,1.286996292139742,0.0
42,18.828427223000126,0.12387380553425088,0.0016609999584034085,22.332675784240468,0.00082018,1.2888578854435766,0.0
43,18.810111133433335,0.1237381404840184,0.0018036250257864594,22.305107534249515,0.00084016,1.290766222947243,0.0
44,18.79137204804761,0.12359931297060227,0.0017024999833665788,22.276902256244284,0.00086014,1.2927214056336154,0.0
45,18.77221160941856,0.12345732780874216,0.0016712499782443047,22.24806243709084,0.00088012,1.294723536351722,0.0
46,18.75263150095874,0.12331218993055597,0.0017090829787775874,22.21859062994078,0.0009001,1.2967727207426796,0.0
47,18.732633437596306,0.1231639044254399,0.0016930419951677322,22.188489440452123,0.0009200800000000001,1.2988690667105478,0.0
48,18.712219170715336,0.12301247653303636,0.0019253750215284526,22.157761534484628,0.0009400599999999999,1.3010126845545926,0.0
49,18.69139048660671,0.12285791165501513,0.0018197500030510128,22.12640963601696,0.00096004,1.3032036868363874,0.0
50,18.670149207496987,0.12270021532941676,0.0016985419788397849,22.09443652895456,0.00098002,1.305442188778278,0.0
51,18.648497187422812,0.12253939326128635,0.0017181249568238854,22.061845051161082,0.001,1.3077283078651387,0.0
52,18.626436315830357,0.12237866376996699,0.0017269589588977396,22.028638100130227,0.0009999878275373446,1.3100163989708906,0.0
53,18.6044085705766,0.1222180312061694,0.0017085830331780016,21.995481018885293,0.0009999513107426476,1.312306406277433,0.0
54,18.582414437684637,0.12205749989258471,0.0017071249894797802,21.962374599774463,0.0009998904513956854,1.314598274038987,0.0
55,18.560454397474864,0.12189707417985175,0.0017271250253543258,21.929319625907777,0.000999805252462657,1.3168919457817239,0.0
56,18.538528932249477,0.12173675839035096,0.0017319589969702065,21.89631688271708,0.0009996957180960385,1.3191873651037318,0.0
57,18.516638518624447,0.1215765568368033,0.0017897920333780348,21.86336714639554,0.0009995618536343797,1.3214844754085735,0.0
58,18.49478363010499,0.12141647382216356,0.0017057079821825027,21.83047118776805,0.0009994036656020464,1.3237832199053472,0.0
59,18.472964737098145,0.12125651363951453,0.0019273750367574394,21.797629772293675,0.0009992211617088995,1.326083541608756,0.0
60,18.45118230692444,0.12109668055334225,0.0017690000240691006,21.764843660086406,0.0009990143508499217,1.3283853836075419,0.0
61,18.429436801300447,0.12093697883670446,0.0017159170238301158,21.73211360209406,0.0009987832431047822,1.3306886885285778,0.0
62,18.407728681425414,0.12077741275247493,0.0017820830107666552,21.699440347765506,0.0009985278497373468,1.3329933988046263,0.0
63,18.38605840545182,0.12061798653465453,0.0017302919877693057,21.66682464122294,0.0009982481831951274,1.3352994569435046,0.0
64,18.364426425976212,0.12045870442547633,0.001692207995802164,21.634267217481625,0.0009979442571086772,1.3376068049908192,0.0
65,18.342833195107286,0.12029957063812143,0.0016780419973656535,21.60176881006193,0.0009976160862909245,1.3399153850679664,0.0
66,18.32127915943272,0.12014058937522838,0.0017427079728804529,21.569330143413037,0.0009972636867364526,1.3422251391037066,0.0
67,18.299764762559604,0.11998176482879548,0.0017767910030670464,21.53695193672628,0.000996887075620718,1.3445360088343261,0.0
68,18.278290445130835,0.1198231011800835,0.0017058340017683804,21.504634903952198,0.0009964862712992153,1.3468479358038155,0.0
69,18.256856644835118,0.11966460259951978,0.0017177910194732249,21.472379753805292,0.0009960612933065818,1.349160861364057,0.0
70,18.235463796423677,0.11950627322809558,0.0018360420363023877,21.440187189784783,0.000995612162355645,1.3514747269456977,0.0
71,18.214112329226893,0.11934811719582593,0.0018520410521887243,21.408057906430912,0.0009951389003364144,1.3537894737886134,0.0
72,18.19280266967884,0.11919013862165671,0.0016806659987196326,21.375992593119214,0.0009946415303150127,1.3561050429421346,0.0
73,18.171535241332048,0.11903234163184657,0.001728750008624047,21.343991934070495,0.0009941200765325531,1.3584213749939094,0.0
74,18.15031046735286,0.11887473028597342,0.0018102499889209867,21.312056612107597,0.0009935745644039575,1.3607384111553886,0.0
75,18.129128760598366,0.11871730868771724,0.0019230409525334835,21.28018729371309,0.0009930050205167172,1.3630560916345738,0.0
76,18.107990538544644,0.11856008087397017,0.0018052500090561807,21.248384651491026,0.000992411472629598,1.3653743572651813,0.0
77,18.08689620840771,0.11840305090705613,0.0017047080327756703,21.21664934176613,0.0009917939496712864,1.3676931481489292,0.0
78,18.06584617955974,0.11824622280087065,0.0016680830158293247,21.1849820232787,0.00099115248173898,1.3700124047436097,0.0
79,18.044840853644764,0.11808960057612215,0.0017617090488784015,21.153383342289608,0.0009904871000969212,1.372332067047438,0.0
80,18.023880632014386,0.11793318820501839,0.0019224160350859165,21.121853943773015,0.0009897978371748723,1.3746520754171632,0.0
81,18.002965908350603,0.11777698968481848,0.00180283299414441,21.09039446031886,0.000989084726566536,1.376972369477841,0.0
82,17.9820970785335,0.11762100896416695,0.0017452919855713844,21.059005526971653,0.0009883478030279168,1.379292889214641,0.0
83,17.96127453081833,0.11746524997984382,0.0017665829509496689,21.027687766444984,0.0009875871024756287,1.3816135744281453,0.0
84,17.940498650778775,0.11730971667502994,0.0017069170135073364,20.996441796567026,0.0009868026619851435,1.3839343644608026,0.0
85,17.919769823766067,0.11715441294417935,0.0017575000529177487,20.965268233974484,0.000985994519788984,1.3862551990185445,0.0
86,17.899088427586676,0.11699934266970176,0.0018493749666959047,20.93416768309967,0.0009851627152748603,1.3885760176247364,0.0
87,17.878454837425373,0.11684450972189003,0.0018186669913120568,20.90314074356801,0.0009843072889837512,1.3908967596205637,0.0
88,17.857869425859533,0.11668991794055418,0.0016832089750096202,20.872188010231426,0.0009834282826079275,1.3932173644402515,0.0
89,17.837332560447255,0.11653557117157573,0.0019171669846400619,20.841310069532625,0.0009825257389889197,1.3955377710625196,0.0
90,17.816844608609713,0.11638147323023885,0.001932875020429492,20.810507506861335,0.0009815997021154303,1.397857918560414,0.0
91,17.79640593278484,0.11622762790122382,0.0018012920045293868,20.779780899248998,0.0009806502171211904,1.400177746102883,0.0
92,17.7760168904614,0.11607403895684797,0.0019185839919373393,20.749130815450968,0.0009796773302827588,1.4024971926806205,0.0
93,17.755677836626315,0.11592071013876858,0.0018958750297315419,20.718557819599415,0.0009786810890172676,1.404816197382481,0.0
94,17.73538912136825,0.11576764519442226,0.001831832982134074,20.58377016383042,0.0009776615418801106,1.407134698844699,0.0
95,17.71515109472868,0.11561484784048631,0.00175408401992172,20.65764531458466,0.000976618738562577,1.409452635803054,0.0
96,17.69496413369395,0.11546232176288088,0.0017060829559341073,20.62731741997245,0.0009755527298894293,1.4117699470944893,0.0
97,17.674828556687412,0.1153100706258645,0.0018026669858954847,20.493580293328588,0.0009744635678164261,1.4140865715203026,0.0
