source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
data/03-16-04_238,0.1644560753242088,0.1169455990527937,0.4553001059535759,0.1915936738727996,0.1070616311197144,0.1778753363692051,0.1867887238359391,0.2390461786319204,0.6973821412943335,0.0301247925090187,0.0442698810990095,0.0783481958700686
