source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
data_l2o/13-10-11_8,0.1416800809834213,0.2352613648414034,0.1082945206365139,0.4936572072379106,0.1568774179090783,0.1032841118384497,0.6564074339479808,0.2376070206716104,0.1393928365815732,0.1537194320814852,0.1905312698322159,0.2196171554191817
