source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
data_lpep/23-42-14_1,0.1518482116609307,0.1438563937957667,0.1454254415677082,0.1442090487272699,0.136554245624032,0.1509949935987572,0.1522023343407115,0.1411437302192696,0.1454835806924249,0.1499548147308649,0.1350742862284982,0.1391525754408574
