iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
0,0.05397372185577566,0.01745986764080273,5.175728373927996,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,0.056319473373586094,0.01745982720846374,1.5327352609019727,0.03073805373139141,9.999999999992654e-07,1.8873510883589857,1.8873510883579943,1.887351088357007,1.8873510883558728,1.887351088354461,1.8873510883525741,1.8873510883498312,1.8873510883453568,1.887351088336533,1.8873510883102793
2,0.05888018555305211,0.01745169651786919,1.4915782189927995,0.03183337566043097,0.0002009799999999999,1.8879036669348264,1.8879038763255798,1.8879039068050172,1.8879039307004502,1.8879039501689867,1.8879039659068308,1.8879039785740463,1.8879039885947684,1.8879039959132216,1.8879039983249348
3,0.055744289065401825,0.017435504961461658,0.016741607105359435,0.030564643810319966,0.0004009599999999988,1.889005009946192,1.8890056488857123,1.8890058745951213,1.8890059745353645,1.8890060242890905,1.8890060472547912,1.8890060527141794,1.8890060447424928,1.8890060243475704,1.8890059854463233
4,0.05132697022584043,0.017411374505865735,0.016400426160544157,0.029075721088286925,0.0006009399999999995,1.890652175232239,1.8906523505225634,1.8906519351107962,1.8906513796087343,1.8906508141003717,1.8906502664791964,1.8906497398171156,1.8906492301693911,1.89064873016113,1.8906482201719805
5,0.05777904390187623,0.01737918641150855,0.018101916881278157,0.03133473153905486,0.0008009199999999984,1.8928523368698609,1.8928524388159234,1.8928516985899595,1.8928506806394234,1.892849629162059,1.8928486064673875,1.8928476239718175,1.8928466771377064,1.8928457539297454,1.8928448211551323
6,0.05644655215440251,0.017339009003616502,0.017659864854067564,0.031090675375697197,0.001000899999999999,1.8956059918642092,1.8956059859860244,1.8956049234246464,1.8956033950426778,1.8956017862329664,1.8956002051072207,1.89559867697241,1.8955971993231149,1.8955957562943007,1.8955942991087233
7,0.04693389319989923,0.01729134880854372,0.018481316044926643,0.027005740750258557,0.0012008799999999997,1.8988910343324201,1.8988890732202695,1.8988854115340437,1.8988813417244943,1.8988773548443094,1.8988735554764025,1.8988699469888777,1.8988665024245366,1.8988631814923582,1.8988599013774012
8,0.05070120103775423,0.01723611000726444,0.01800165604799986,0.028210680849407744,0.0014008600000000003,1.902719416573319,1.9027096434287956,1.902702261240485,1.9026948639148253,1.9026878602571804,1.9026812916131624,1.9026751103671258,1.9026692489148591,1.9026636324635624,1.9026581354003804
9,0.0477147945149242,0.017173520604177824,0.01777594885788858,0.02726866578486176,0.0016008399999999992,1.9070850280587626,1.9070613688320615,1.9070479140021288,1.9070356112408533,1.9070242692631705,1.9070137224625179,1.9070038205942812,1.9069944333640931,1.9069854402292412,1.9069766638510177
10,0.055393881647994005,0.017103084256589077,0.018044718075543642,0.029819102431611344,0.0018008199999999981,1.9120093136722645,1.9119780650608211,1.9119610877371984,1.9119453795520422,1.911930772212945,1.9119170990263439,1.9119041977644073,1.9118919223896775,1.9118801332010837,1.9118686151529247
11,0.05508606788000723,0.017024883409414937,0.017682700883597136,0.030487274363943044,0.0020007999999999988,1.9175036728633008,1.9174657017567343,1.9174459126843362,1.9174273095753822,1.9174097983620029,1.9173932445595463,1.9173775015218317,1.9173624279415888,1.91734787914022,1.9173336099365037
12,0.050788424120750957,0.01693947348198438,0.017640441190451384,0.028576432086831048,0.0022007799999999994,1.9235503775459983,1.9235028322268126,1.9234773729945043,1.9234535063147817,1.9234311639137611,1.9234101260714336,1.923390171762133,1.9233711018246054,1.9233527228106317,1.9233347259925273
13,0.05018733791411967,0.016847019878718814,0.017995690926909447,0.02805462540771463,0.002400759999999999,1.9301433160600185,1.9300886580788807,1.9300550788459876,1.9300237110391623,1.929994602978074,1.929967382896142,1.9299417019549119,1.929917266418283,1.92989380779589,1.9298709319829321
14,0.0616059010969774,0.016746606212333842,0.018163034925237298,0.03221394852809039,0.00260074,1.9373421040152041,1.937281874798424,1.937244734919915,1.9372095879341635,1.9371769927646363,1.9371465787757907,1.9371179417982178,1.9370907372490285,1.9370646520463364,1.9370392276158555
15,0.053256598141378855,0.016639203062844256,0.01801890693604946,0.029815962743329236,0.0028007199999999996,1.9451205518924384,1.945040806253324,1.9449969455673983,1.944956487209732,1.9449195170225446,1.9448853292792447,1.9448533150748037,1.9448230037508438,1.944793996188924,1.9447657426922282
16,0.055746941880932224,0.016524856821594675,0.01773698814213276,0.02992316844799095,0.0030007000000000002,1.9534829177173696,1.9533700993642005,1.9533183557506784,1.953272875876296,1.95323227469492,1.9531952358524596,1.9531608459820842,1.9531284666663642,1.9530975937519959,1.9530675754288036
17,0.05345495518577856,0.016403837862778547,0.016848598839715123,0.029175282922605062,0.00320068,1.9624161383271816,1.962262569184343,1.9622042724419857,1.962155398881001,1.962112506393108,1.962073651384749,1.9620376731589746,1.9620038204962607,1.9619715263708821,1.9619400655078452
18,0.05337044947228088,0.016276377122233177,0.023471959168091416,0.029173340247709446,0.0034006600000000007,1.9719263518972872,1.9717207000444041,1.9716547522024477,1.9716024066965043,1.9715573555094672,1.971516842603131,1.9714794127507624,1.97144419372045,1.9714105582301509,1.9713777102930832
19,0.06174565464303734,0.01614154529188506,0.016887144884094596,0.03191663014699279,0.0036006399999999996,1.982066608807052,1.9818148769007382,1.9817483012158241,1.981698218042053,1.9816558846031875,1.9816180005493949,1.9815829906181188,1.981549977127493,1.981518350580439,1.9814872960656347
