k,l2o_gamma,ldro_pep_gamma,lpep_gamma,l2o_alista_gamma
1,0.2469739935825372,0.3863750477685405,0.3404381074179345,0.3207688096218817
2,0.6569330385793475,0.2038229202814951,0.3284610226566354,0.3195730969849127
3,0.6178651731433478,1.400680657759804,0.2930859606557408,0.3203215131616542
4,0.6306279310680946,0.3562715502210025,0.275701936278219,0.3208755808966392
5,0.6264774394506981,0.1148449168568883,0.2830663984677807,0.3210456444992881
6,0.6269276871326375,0.255414312990987,0.2545472133922098,0.3210133771362272
7,0.6200251021261194,0.5446364777727647,0.2706669277244376,0.3208948958182563
8,0.6171340658642932,0.177783654262103,0.2747472959805832,0.3207266009190915
