source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7
data_lpep/00-42-23_1,0.3404381074179345,0.3284610226566354,0.2930859606557408,0.275701936278219,0.2830663984677807,0.2545472133922098,0.2706669277244376,0.2747472959805832
