source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7
data/21-17-32_29,0.3863750477685405,0.2038229202814951,1.400680657759804,0.3562715502210025,0.1148449168568883,0.255414312990987,0.5446364777727647,0.177783654262103
