source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7
data_alista/22-29-17_0,0.3207688096218817,0.3195730969849127,0.3203215131616542,0.3208755808966392,0.3210456444992881,0.3210133771362272,0.3208948958182563,0.3207266009190915
