source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7
data_l2o/19-02-39_0,0.2469739935825372,0.6569330385793475,0.6178651731433478,0.6306279310680946,0.6264774394506981,0.6269276871326375,0.6200251021261194,0.6171340658642932
