iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
16,0.03283185256973335,0.007821954182946856,0.0029082499677315354,0.021161585654487666,3.07e-05,1.2505671781971215,1.2505666087869862,1.2505663849369675,1.2505662225438798,1.25056607101253,1.2505659195370251,1.2505657656399967,1.2505656090976878,1.2505654503438794,1.2505652899403046,1.2505651283422137,1.2505649656771067,1.2505648010993426,1.2505646283934375
17,0.03151820069120949,0.007821151181671144,0.00306645903037861,0.02106191823450808,3.2680000000000006e-05,1.2506401809979837,1.2506396139517155,1.2506393919961414,1.2506392296023423,1.2506390756639751,1.250638919701898,1.2506387594132784,1.2506385947294254,1.2506384262583448,1.2506382547427632,1.2506380808029032,1.2506379046841225,1.2506377255251928,1.2506375363913331
18,0.029240265996866452,0.007820303439587303,0.002917083038482815,0.019672992525947005,3.466000000000001e-05,1.25071736213015,1.250716795694832,1.250716557293718,1.2507163726493244,1.2507161941232607,1.2507160128981398,1.250715827249094,1.2507156373069401,1.2507154437596382,1.2507152473890188,1.2507150488294034,1.2507148482992507,1.2507146447842696,1.250714430467479
19,0.03031733699316554,0.00781940877090752,0.0029625840252265334,0.020596147346588517,3.664e-05,1.2507990242854052,1.250798357709448,1.250798048665345,1.2507978105782935,1.2507975863417484,1.2507973644298853,1.2507971419046007,1.2507969181684473,1.2507966933988879,1.250796467986456,1.250796242241802,1.2507960160804,1.2507957880996223,1.2507955493609642
20,0.030938195997482983,0.007818465805010033,0.002890917006880045,0.020475085935302437,3.8620000000000006e-05,1.25088504911619,1.2508843182029497,1.2508839475714937,1.2508836571846633,1.2508833858258115,1.2508831214468321,1.2508828608292342,1.2508826030315179,1.25088234785714,1.2508820953294497,1.2508818454091943,1.2508815976601886,1.250881350228948,1.2508810929501082
21,0.03005772471612337,0.007817475040999486,0.002802416041959077,0.020233967576528476,4.0600000000000004e-05,1.2509753425531183,1.2509746351000761,1.2509742247411182,1.250973887403016,1.2509735691459218,1.2509732605409112,1.2509729591172274,1.250972663975285,1.2509723747110115,1.2509720910628703,1.2509718126865847,1.2509715388184075,1.250971267159887,1.25097098627516
22,0.035716691944034665,0.007816425161326223,0.002897583006415516,0.022742417612477774,4.2579999999999996e-05,1.2510706000899483,1.2510699887545274,1.2510696271673207,1.2510693242001067,1.2510690336082482,1.251068748957652,1.2510684690446106,1.251068193614877,1.2510679226649313,1.2510676562157133,1.2510673941257158,1.2510671357469971,1.2510668787132846,1.2510666105982968
23,0.029574077990143673,0.007815332051007222,0.002855458005797118,0.019866484127590178,4.4559999999999993e-05,1.251170062635281,1.2511694193391416,1.2511690624368843,1.2511687640701366,1.2511684759504405,1.2511681925283649,1.2511679132885305,1.251167638415137,1.2511673681904605,1.2511671028227322,1.2511668422808457,1.251166585940767,1.2511663312743304,1.2511660647378848
24,0.028978492332305646,0.00781419556378486,0.0027869169716723263,0.019881601274419153,4.654e-05,1.251273738896375,1.2512729631248343,1.2512725788416228,1.251272255615874,1.251271940325505,1.2512716288200991,1.2512713217938494,1.25127102012481,1.2512707244473624,1.2512704351213386,1.2512701521436411,1.2512698748141953,1.2512696003358224,1.2512693139073232
25,0.02982051595205408,0.007813012362513874,0.0028584999963641167,0.020374980861248317,4.8519999999999996e-05,1.2513817493188435,1.251380886654457,1.2513804565641042,1.2513800845916592,1.2513797204680728,1.2513793615968358,1.2513790091420733,1.2513786640248845,1.251378326774116,1.2513779975977757,1.2513776763227624,1.2513773620428583,1.2513770516004676,1.251376728834179
26,0.03276371930978542,0.007811775569044068,0.0028839170117862523,0.02132140003319506,5.05e-05,1.251494380381885,1.2514935348939182,1.251493111927301,1.2514927315848337,1.2514923533250113,1.2514919786379706,1.2514916101780227,1.2514912493889234,1.2514908969769971,1.2514905532052123,1.2514902179019465,1.2514898901034803,1.2514895664168864,1.251489229386517
27,0.029496233410203482,0.007810494572051022,0.0029976670048199594,0.019890544426330235,5.2480000000000006e-05,1.2516111769155212,1.2516102720982472,1.2516098389807746,1.251609443973687,1.2516090456849025,1.2516086485041256,1.251608256933448,1.2516078733643772,1.2516074989514667,1.2516071341488668,1.2516067788361753,1.251606431991277,1.2516060899528185,1.2516057338856807
28,0.031263919220655655,0.007809164321232706,0.00284662505146116,0.020793539614956832,5.4460000000000004e-05,1.2517324808873524,1.2517315351974974,1.2517310950263947,1.251730682474334,1.2517302605448457,1.251729837400305,1.2517294194448463,1.251729010031834,1.2517286108215158,1.2517282225375936,1.251727845188933,1.2517274777618377,1.2517271163742762,1.251726740805237
29,0.031243214520257426,0.007807782333672915,0.003043999953661114,0.021384841839412385,5.644000000000001e-05,1.2518585406947411,1.2518575696181726,1.2518571181127547,1.2518566886717193,1.251856243760722,1.251855793092999,1.2518553444984857,1.251854902422753,1.2518544693173836,1.2518540464665346,1.2518536342624083,1.2518532319098035,1.2518528354715899,1.2518524234326063
30,0.029873692967049212,0.007806355761895338,0.0030111249652691185,0.02044765180504545,5.842e-05,1.2519890009579842,1.2519879183622875,1.2519873905154342,1.2519868870710058,1.2519863704108172,1.2519858508118298,1.2519853362247089,1.2519848309991572,1.2519843374138429,1.251983856561325,1.2519833886355427,1.2519829326064427,1.2519824841190077,1.2519820200342286
31,0.031891947132168766,0.007804877832138978,0.0028610419831238687,0.021164628457606503,6.04e-05,1.2521241296813717,1.2521229221867922,1.252122309970654,1.2521217405990694,1.2521211664301137,1.2521205941403728,1.2521200302403572,1.2521194784037322,1.2521189405281623,1.2521184174488118,1.252117909147809,1.2521174143621971,1.2521169283176106,1.252116426204641
32,0.030103531959698157,0.007803354192631719,0.0028712080093100667,0.020160189032069,6.238000000000001e-05,1.2522634422484475,1.2522620493971854,1.2522613574400612,1.2522607378740844,1.252260124171803,1.2522595172761446,1.2522589214898936,1.252258339425348,1.2522577723800101,1.252257220811644,1.2522566844359675,1.252256161744588,1.2522556475526851,1.252255115365173
33,0.031602848721962104,0.00780177796329413,0.002878415980376303,0.02118992205070602,6.436e-05,1.252407440888995,1.252405838560668,1.2524051129783205,1.2524044861143295,1.2524038706067795,1.2524032620382335,1.2524026629726135,1.2524020754328518,1.2524015005510216,1.2524009387875057,1.2524003899156206,1.252399852454264,1.2523993210318884,1.2523987676119552
34,0.030473223989905537,0.007800156808999036,0.0028507079696282744,0.020356222726678242,6.634e-05,1.2525557140227126,1.2525538681449646,1.252553109981871,1.2525524573290927,1.2525518139705707,1.252551175870158,1.2525505464519258,1.2525499283539363,1.2525493230843432,1.2525487313101575,1.2525481528875828,1.2525475862920568,1.2525470258401474,1.2525464417675156
35,0.028765574512137487,0.007798494893733905,0.0028584589599631727,0.019981069595873997,6.832000000000001e-05,1.2527080897889553,1.252706004876044,1.252705139942854,1.2527043857156486,1.2527036433099465,1.2527029097440803,1.2527021890279155,1.2527014839394441,1.2527007958650367,1.2527001252082413,1.2526994714802195,1.2526988327287392,1.2526982026116762,1.2526975492936279
36,0.03028841987288976,0.007796786881885626,0.002910749986767769,0.020448414235869412,7.03e-05,1.2528648976804508,1.2528624246954552,1.2528614136002696,1.252860540588453,1.2528596911427077,1.2528588596873742,1.252858049056619,1.2528572610352748,1.2528564960699413,1.2528557536868095,1.252855032585583,1.2528543300296187,1.2528536387394604,1.2528529245532891
37,0.033346147875653584,0.007795018256227843,0.002898791979532689,0.0219014974209141,7.228e-05,1.2530267354131193,1.2530241070952464,1.2530230674425138,1.2530221580500895,1.253021267599385,1.2530203942212907,1.2530195423892365,1.2530187144613574,1.2530179109620323,1.2530171312725562,1.2530163738438802,1.2530156356040876,1.2530149086980387,1.2530141568888375
38,0.029207962249637898,0.007793208633111297,0.0028855830314569175,0.020043373416539525,7.426e-05,1.2531926874343273,1.2531897859342243,1.2531886597802182,1.2531876720172206,1.2531867028143326,1.2531857517623217,1.2531848245543635,1.2531839240176335,1.2531830506696264,1.2531822036446183,1.2531813810341064,1.2531805793209245,1.2531797899659192,1.2531789745213613
39,0.029503010714169366,0.007791355938874703,0.0029188329936005175,0.019843594888003333,7.624e-05,1.2533625193560727,1.2533594287841006,1.25335825564539,1.253357210618864,1.2533561719513033,1.2533551445698132,1.2533541379961726,1.2533531572693695,1.2533522040611216,1.2533512780368954,1.2533503774553005,1.253349498713092,1.2533486328295622,1.2533477392752224
40,0.03000517814101411,0.007789460395329675,0.0028482089983299375,0.019873870963424127,7.822e-05,1.2535363414071234,1.2535330761211267,1.2535318466366345,1.2535307281482682,1.2535296064103851,1.253528493720718,1.253527403351321,1.2535263419526128,1.2535253116992144,1.2535243122137434,1.2535233414465374,1.2535223953213421,1.253521464097173,1.2535205048642526
41,0.03018798219689599,0.007787520449466715,0.002960040990728885,0.02028515754111704,8.020000000000001e-05,1.2537145267183023,1.253711039997939,1.2537096669968566,1.2537084052888134,1.2537071513876774,1.2537059205761414,1.2537047254707987,1.2537035710875193,1.25370245786516,1.2537013838414568,1.253700345571781,1.2536993377156818,1.2536983491714415,1.25369733414275
42,0.030436097212312548,0.00778553100751948,0.0029801669879816473,0.020485055362078324,8.218e-05,1.2538971360350495,1.2538934143430824,1.2538919546118896,1.253890601868733,1.253889257853756,1.2538879424213956,1.253886669255869,1.2538854430207511,1.2538842633532687,1.2538831274037407,1.2538820308681964,1.253880967562161,1.2538799253531632,1.2538788557810778
43,0.029388147931588966,0.007783497211560255,0.0028850000235252082,0.020375079999302288,8.416000000000001e-05,1.254084155961325,1.2540801761556382,1.254078598733912,1.254077113674588,1.254075631379508,1.254074179035958,1.2540727732556156,1.2540714194954807,1.2540701172718338,1.2540688632428463,1.2540676524669951,1.2540664780304678,1.2540653268135837,1.2540641476576782
44,0.029206989846376,0.007781422457597371,0.0028856669669039547,0.019974862116273313,8.614e-05,1.2542753342410966,1.2542710300439295,1.254269259389703,1.254267575826817,1.2542658971788774,1.254264256806154,1.2542626732044702,1.2542611516861,1.2542596908335206,1.254258286124036,1.2542569314008498,1.2542556185373246,1.2542543330179237,1.2542530206074887
45,0.030892817523354335,0.007779298500356194,0.0031072499696165323,0.020062755258981158,8.812e-05,1.254470596661577,1.2544660555684852,1.2544641698831056,1.2544623730659756,1.2544605820879937,1.2544588339157712,1.254457148633033,1.2544555317778352,1.254453981510716,1.2544524926208873,1.2544510581667543,1.2544496691705649,1.2544483100146406,1.254446923582245
46,0.03102999060028294,0.007777123989752051,0.002749415987636894,0.020318319644339458,9.010000000000001e-05,1.2546701028108378,1.2546655493046472,1.2546636658971764,1.2546618243046943,1.2546599659992717,1.254658143024928,1.2546563824527368,1.2546546928011875,1.2546530733532477,1.2546515191559973,1.254650023104575,1.2546485757981936,1.2546471608156347,1.2546457183287048
47,0.03036948446320624,0.00777490192097977,0.0030646249651908875,0.02049317164864902,9.208000000000001e-05,1.2548741407399848,1.2548696771444172,1.2548677253428524,1.25486577977357,1.2548638111530317,1.2548618823235251,1.2548600238423744,1.2548582448147236,1.2548565440274775,1.254854915673678,1.2548533517052285,1.2548518417389063,1.2548503681356462,1.254848868005045
48,0.029723496235391708,0.007772637216581907,0.0029067089781165123,0.020051265964345533,9.406e-05,1.2550824303970272,1.2550779644414805,1.2550758760421186,1.255073776147024,1.2550716604803924,1.2550695986860132,1.2550676217393928,1.255065737212668,1.2550639419891263,1.2550622284830049,1.2550605870937597,1.2550590060496363,1.2550574662140457,1.2550559014021705
49,0.03070493863060511,0.007770323075220977,0.0029435419710353017,0.020408589049434638,9.604e-05,1.2552951712778024,1.25529075276945,1.255288576614731,1.2552863594933281,1.2552841251208302,1.2552819517922427,1.25527987231374,1.255277893881438,1.2552760124267464,1.2552742193613717,1.255272504160528,1.2552708541691175,1.255269249153313,1.255267619911435
50,0.028918514646926442,0.007767971560887128,0.003062125004362315,0.019550005174642202,9.802e-05,1.2555117253250985,1.2555072832468592,1.2555050003562103,1.2555026206435167,1.2555002141496796,1.2554978759377757,1.2554956435157945,1.2554935245327985,1.2554915140248322,1.255489602173971,1.2554877772118045,1.2554860252639102,1.2554843246731657,1.2554826028875037
51,0.03027562963636994,0.007765568785334856,0.0029949169838801026,0.020762806884684508,0.0001,1.255733195309138,1.2557286676130703,1.2557262573161398,1.2557237157517684,1.2557211390453111,1.2557186334631159,1.2557162403820146,1.2557139683762775,1.2557118123024058,1.2557097617758308,1.2557078043327485,1.2557059253159792,1.2557041019835111,1.2557022586543292
52,0.03364019911015558,0.00776315069930317,0.002827957971021533,0.02126973193178455,9.999879371991704e-05,1.2559554804722672,1.2559508631508816,1.2559484395557434,1.2559458636958019,1.2559432474119614,1.255940706066352,1.2559382838713715,1.2559359897169868,1.2559338179443236,1.2559317574442768,1.2559297950102501,1.25592791522062,1.2559260943024317,1.2559242535023676
53,0.030047556680293977,0.007760735846431292,0.0028379170107655227,0.020130895223848887,9.999517493846056e-05,1.25617752829945,1.256172867998025,1.2561704468081973,1.2561678475051525,1.2561651952528665,1.2561626160307875,1.2561601585331974,1.2561578331622798,1.2561556345777758,1.256153551544573,1.2561515705598265,1.256149675780837,1.2561478426728947,1.2561459896245895
54,0.03204249888046708,0.0077583082543552714,0.0029726249631494284,0.021112110150408182,9.998914383200487e-05,1.2564000320223299,1.2563955923748067,1.2563933744897586,1.256390904910435,1.2563883375488065,1.2563858176588252,1.2563834041701114,1.2563811130309117,1.2563789421330351,1.2563768822673798,1.256374921253541,1.2563730440635437,1.2563712263550275,1.2563693843917552
55,0.02779396699130754,0.00775590268071643,0.002806750009767711,0.01941926244768975,9.998070069449754e-05,1.2566220637873524,1.256617234829966,1.25661486548568,1.2566122949682368,1.2566096442308008,1.2566070508640943,1.2566045710387679,1.256602219266428,1.25659999250947,1.2565978808777127,1.2565958716288692,1.2565939491713656,1.2565920883119976,1.2565902023958688
56,0.031574786574971134,0.0077534929396389975,0.0027911660145036876,0.02009687005816073,9.996984593744525e-05,1.2568436379233774,1.2568387725241552,1.2568364287292566,1.2568338890017448,1.2568312680699107,1.2568287042453405,1.2568262543812605,1.2568239333085613,1.2568217381270423,1.2568196589965888,1.2568176831535254,1.2568157948614251,1.2568139684098782,1.2568121144888076
57,0.03015614348829735,0.007751085226589078,0.00303987500956282,0.02034813610878108,9.99565800898935e-05,1.2570652998966503,1.2570603551538324,1.2570580102809152,1.2570554728937802,1.257052852887277,1.2570502909391177,1.2570478452253886,1.2570455310171633,1.2570433454518701,1.2570412785581129,1.2570393173492898,1.2570374457483178,1.2570356373474325,1.2570338000203023
58,0.032230379482694416,0.007748666222996417,0.003081084054429084,0.021419757297206573,9.994090379840098e-05,1.2572879079498889,1.2572829500565312,1.257280664045666,1.2572781642007878,1.2572755684648997,1.2572730258159548,1.2572705983217771,1.2572683028833733,1.2572661372833647,1.2572640917665803,1.2572621533466775,1.2572603057645981,1.2572585220362424,1.2572567073079715
59,0.031004044801739836,0.007746243812051768,0.0030514579848386347,0.020759034115007187,9.992281782700807e-05,1.2575106517263948,1.2575059533310549,1.2575038262702458,1.2575013921812315,1.25749881848933,1.2574962792016777,1.2574938473446853,1.257491544604404,1.2574893709250812,1.257487317561114,1.2574853719799155,1.2574835180230324,1.2574817283204083,1.2574799054264498
60,0.032848942959212306,0.00774380692152358,0.002930416027083993,0.02137141573206231,9.990232305719945e-05,1.2577339181241562,1.2577298793996783,1.25772809126611,1.257725847017159,1.2577233974858235,1.2577209509382243,1.2577185949948073,1.2577163580785495,1.2577142435769633,1.2577122446937665,1.2577103500793667,1.2577085442583893,1.2577067999458516,1.25770501747561
61,0.027082692924523505,0.007741395890632798,0.003042500000447035,0.019027507975791492,9.98794204878613e-05,1.2579560322628276,1.2579523375670614,1.257950633095411,1.2579483828777815,1.2579458946019757,1.257943398531188,1.2579409908709789,1.2579387032956344,1.2579365402896538,1.2579344952732237,1.2579325567351887,1.2579307088129277,1.2579289234442161,1.257927098061417
62,0.032847005395118645,0.007738968860297032,0.0029132079798728228,0.0217129831602149,9.985411123523256e-05,1.2581791872504475,1.2581759820084497,1.258174473627527,1.25817231062439,1.2581698668460575,1.2581673957244914,1.2581650025136553,1.2581627228552612,1.2581605631965136,1.2581585180407031,1.2581565765054938,1.2581547230285899,1.2581529293529012,1.2581510904837012
63,0.031133327237477894,0.007736544062057062,0.003107625001575798,0.02053023910478071,9.982639653285048e-05,1.258402387733476,1.2583994986834706,1.2583981518397183,1.2583960714703721,1.2583936769524426,1.258391239519003,1.2583888716027891,1.2583866119984395,1.2583844687083707,1.2583824371062264,1.2583805068345013,1.2583786625937026,1.258376875936779,1.2583750394742745
64,0.02852698344916384,0.0077341330838689975,0.0029084160341881216,0.01998631231437034,9.979627773149053e-05,1.2586252082383795,1.2586224859966226,1.2586211328798604,1.258618985521321,1.2586165091908204,1.258613988216701,1.2586115385615217,1.2586091996235158,1.2586069791458232,1.258604872039743,1.2586028674678447,1.258600949621088,1.2585990892613446,1.2585971761435644
65,0.03380031007870552,0.007731704376205461,0.002842416986823082,0.021581980462525865,9.976375629910064e-05,1.2588489072731897,1.2588462601394985,1.258845075227602,1.2588430725840711,1.2588407198932914,1.2588383058892403,1.2588359494041532,1.2588336918177236,1.2588315423770833,1.2588294972010623,1.2588275464292265,1.2588256749799118,1.2588238538643368,1.2588219708395747
66,0.03105918017998299,0.007729276839236127,0.002775166998617351,0.020608534566871478,9.972883382072952e-05,1.2590725703429269,1.2590699962212122,1.259068946860083,1.259067078664139,1.259064853137935,1.2590625576962626,1.2590603111486078,1.2590581552727371,1.2590560998377844,1.2590541414894578,1.2590522708327696,1.2590504731079588,1.2590487192430233,1.2590468947173217
67,0.030087618672499667,0.007726854309053924,0.003076333028730005,0.020480398742497064,9.969151199844953e-05,1.259296051143803,1.2592936099560392,1.2592927086921633,1.2592909493746651,1.2592888065811036,1.2592865750446547,1.2592843780560794,1.2592822603252816,1.2592802336354367,1.2592782960653937,1.259276439249348,1.2592746491071993,1.2592728967154834,1.259271065434277
68,0.03074192941571299,0.007724437619900842,0.002841666981112212,0.02084294308584056,9.965179265127358e-05,1.2595199626871707,1.2595172976073794,1.2595163393922388,1.259514556427645,1.2595123958752195,1.2595101454193172,1.259507926470681,1.2595057833901313,1.2595037280819943,1.2595017588678552,1.2594998676107936,1.2594980403443172,1.2594962478782545,1.2594943711461046
69,0.030357576400973918,0.0077220249088767266,0.0028335409588180482,0.020391102353389007,9.960967771506666e-05,1.2597435050241028,1.2597407961512574,1.2597398331724392,1.2597380282945758,1.2597358315249716,1.2597335350594514,1.2597312631767006,1.2597290621093296,1.259726945048978,1.2597249112220386,1.2597229531122376,1.2597210571012645,1.259719193870968,1.2597172420095886
70,0.02978455168155606,0.0077196240921058494,0.0028002919862046838,0.019832647672989243,9.956516924245131e-05,1.2599663631301707,1.2599634819185745,1.2599624398379194,1.2599605594214165,1.2599582845519857,1.2599559081760272,1.2599535556847834,1.2599512741472199,1.2599490773135578,1.2599469647548232,1.2599449291271274,1.2599429567939016,1.2599410180057917,1.2599389887590846
71,0.0307269689601773,0.007717226856367797,0.00298175000352785,0.02023505628314834,9.951826940270775e-05,1.2601888717775167,1.2601858482532515,1.2601847251220566,1.2601827707508542,1.2601804278800053,1.2601779887223403,1.2601755779103099,1.2601732419562968,1.2601709942202952,1.2601688339770947,1.2601667536138377,1.2601647391616488,1.26016276020734,1.2601606899749005
72,0.029764558982703682,0.007714839223807941,0.003030250023584813,0.02012712520799783,9.946898048166793e-05,1.2604110628262473,1.260407845987447,1.2604065213391358,1.2604043857555747,1.2604018843675153,1.2603993052673919,1.2603967693013474,1.260394320245158,1.2603919695171968,1.2603897149621932,1.2603875478435325,1.2603854531986052,1.2603833994292322,1.2603812565781474
73,0.03061885505380961,0.007712453387833864,0.0028507920214906335,0.020685237937820157,9.941730488160438e-05,1.2606334569892956,1.2606300129674906,1.2606284004499906,1.2606260151905957,1.2606233032442864,1.2606205444519185,1.2606178524093816,1.260615265560723,1.2606127915244252,1.2606104254099975,1.2606081564452565,1.2606059680354833,1.2606038269480937,1.260601599727027
74,0.02923055842538501,0.0077100767966150185,0.0030517909908667207,0.02027480865870918,9.936324512111292e-05,1.2608558254095878,1.2608517107255381,1.2608497391032103,1.2608470510249847,1.260844072875762,1.2608410760251618,1.260838168080792,1.260835383169563,1.26083272574762,1.2608301885315447,1.2608277588589412,1.2608254185283982,1.2608231326314716,1.2608207641454479
75,0.02921596451770835,0.007707706334458675,0.0029274580301716924,0.01993080076126892,9.930680383499e-05,1.2610775556375002,1.2610728580195538,1.2610705666256152,1.2610676066809359,1.2610643865326434,1.261061169426831,1.2610580573126364,1.2610550804339211,1.2610522405663802,1.2610495285083425,1.2610469301442087,1.2610444260529239,1.2610419799855421,1.261039451642129
76,0.028959311021452123,0.007705350015410156,0.0030872499919496477,0.019828930342532237,9.92479837741043e-05,1.2612988460062862,1.2612933644754092,1.2612905725986931,1.2612872009686453,1.261283622239278,1.261280083237102,1.261276676277721,1.2612734255274847,1.2612703286795446,1.2612673736123285,1.261264543988139,1.2612618185508917,1.2612591592083076,1.261256421978706
77,0.029178052446926207,0.00770300158174856,0.0028632499743252993,0.019878120222517802,9.918678780526262e-05,1.2615196384002954,1.2615133624839356,1.261510022279825,1.2615062086168978,1.2615022487226686,1.2614983686570536,1.2614946495571489,1.261491108925064,1.261487740107145,1.2614845279103626,1.2614814536648098,1.2614784941858233,1.2614756094526112,1.261472651726369
78,0.031076613349586488,0.007700646612597965,0.002965666993986815,0.02078445367991398,9.91232189110701e-05,1.261740690818463,1.2617337382770346,1.2617299656280472,1.2617257958982413,1.2617215229353835,1.2617173580447059,1.261713374217158,1.2617095841065238,1.2617059779740307,1.2617025385142937,1.26169924548922,1.2616960744090542,1.2616929838394757,1.2616898227061555
79,0.03282256575332467,0.007698276025993832,0.0028801659937016666,0.02142999078538292,9.905728018978499e-05,1.261962494554075,1.2619550368458512,1.2619509763362955,1.2619465830415535,1.2619421201827883,1.2619377867349892,1.2619336490443585,1.261929715803171,1.2619259747415896,1.2619224068182648,1.2619189905031438,1.2619157002160117,1.2619124932804173,1.2619092154099765
