iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
0,0.039370300912012574,0.010015232323192683,0.14030774997081608,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.035045262041927726,0.010015201784625703,0.04456754098646343,0.02451965416491264,9.999999999992654e-07,1.2500022366054229,1.250002236604612,1.2500022366037187,1.250002236602687,1.2500022366014487,1.2500022365999086,1.250002236597909,1.2500022365951708,1.2500022365911343,1.2500022365844954,1.250002236571344,1.2500022365321284
2,0.03876384763588141,0.010009060264524788,0.048302542010787874,0.02652034897564954,0.0002009799999999999,1.2504522175758945,1.250452256689703,1.2504522840203924,1.250452292644615,1.250452288051571,1.250452274420717,1.2504522546787462,1.2504522309157158,1.250452204615675,1.2504521767259358,1.2504521474149775,1.250452113732055
3,0.039000056600892063,0.009996817621439787,0.0026686660130508244,0.025672228338864945,0.0004009599999999988,1.2513498230358073,1.2513500568839313,1.251350240274271,1.2513503547269016,1.2513504394604245,1.2513505067360426,1.251350561759258,1.2513506076674592,1.251350646691357,1.2513506802008998,1.2513507077659012,1.2513507200628176
4,0.0381920235779464,0.0099785042402323,0.0025505410158075392,0.025482408842772277,0.0006009399999999995,1.2526954303534206,1.2526949817756912,1.25269553577983,1.2526960888008731,1.2526965763281885,1.2526970019310528,1.2526973758523021,1.252697707607571,1.2526980048983922,1.2526982731176195,1.2526985135054316,1.25269870919321
5,0.03719160229176704,0.009954192497039367,0.002619125007186085,0.025373529417409824,0.0008009199999999984,1.2544898548356573,1.2544874228908027,1.2544877919635347,1.254488498789724,1.254489196122577,1.2544898204389872,1.2544903669822516,1.2544908445504814,1.2544912637968397,1.254491633189163,1.2544919548411164,1.2544922008815125
6,0.03644892605999691,0.009923960608240252,0.002498667046893388,0.024614222909823787,0.001000899999999999,1.2567296995793173,1.2567261292027216,1.256726247211799,1.2567268287679956,1.2567274507162083,1.25672803148844,1.256728558446924,1.2567290352831655,1.256729468848108,1.256729864175958,1.2567302182692484,1.2567304843553553
7,0.03992001746892685,0.009887718272259809,0.0025977499899454415,0.02653860892062361,0.0012008799999999997,1.2594263177158451,1.2594204884759346,1.259420760297419,1.259421802935087,1.2594229300268707,1.259424005280754,1.2594250036073023,1.259425926924601,1.2594267831368717,1.2594275783862658,1.2594283080481317,1.2594289065652766
8,0.03809315873402175,0.009845618806458505,0.0025804999750107527,0.025755258379499213,0.0014008600000000003,1.262576089031904,1.262568727662813,1.2625693102067013,1.2625708054331735,1.2625723475527124,1.262573787833518,1.2625751131428844,1.2625763377090367,1.262577478535596,1.2625785472873352,1.2625795395647132,1.2625803687360744
9,0.035579009859354145,0.009797944692962617,0.0025818750145845115,0.02466557103220228,0.0016008399999999992,1.2661741580415007,1.2661642510015627,1.266163356610385,1.2661635349376872,1.2661638207751804,1.2661640679436061,1.2661642733927778,1.2661644566204486,1.266164635584474,1.2661648195830473,1.2661649968858637,1.266165050106665
