iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
0,0.0294440518501323,0.010116322241196872,3.4057855191640556,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,0.030246072890117583,0.010116291358798733,6.517119247931987,0.028473045781068653,9.999999999999159e-07,1.2426516371456404,1.2426516371449097,1.2426516371441356,1.2426516371432612,1.2426516371422232,1.2426516371409198,1.242651637139238,1.2426516371369654,1.2426516371366325,1.242651637140336,1.2426516371426721,1.2426516371402607
2,0.02939990927407389,0.010115648329052526,6.068929434288293,0.028877870294113126,2.097999999999987e-05,1.242698394493115,1.2426983878645685,1.2426983751094054,1.2426983680894235,1.242698363411224,1.2426983611547504,1.2426983585490932,1.2426974883488329,1.2426954113728106,1.242698247413409,1.242698425158603,1.2426984549355717
3,0.03035023418603355,0.010114397362704758,2.995422109030187,0.028494589514075953,4.095999999999993e-05,1.242789726789051,1.2427897166797406,1.2427896867836696,1.2427896757239514,1.2427896691581701,1.2427896611947518,1.2427896534386478,1.2427854808021266,1.2427790603181759,1.2427886630554057,1.2427895037949142,1.2427897432219701
4,0.03125145812095688,0.01011254462650933,3.5344418990425766,0.0283212631215907,6.0939999999999996e-05,1.242925597944013,1.2429256901663306,1.2429256872114811,1.2429256986988935,1.242925705605889,1.2429256949733705,1.2429256863377076,1.2429159428896561,1.2428999719268872,1.2429199075700115,1.2429240164982762,1.242925621485913
5,0.030180132139497648,0.010110069786729793,2.904836247675121,0.029291662118546655,8.091999999999984e-05,1.2431060642499123,1.243106169218504,1.2431061991828738,1.2431062471656416,1.2431062817196499,1.2431062919483338,1.2431063070399733,1.243092349327688,1.2430672769883246,1.2430970411823126,1.2431036946370448,1.2431062407023226
6,0.0294970589042215,0.010106996658560762,3.404467931948602,0.0284391700692724,0.0001008999999999999,1.2433311402688554,1.2433312586180059,1.2433313097355543,1.2433313503665384,1.24333137337749,1.2433313835281448,1.2433314021144526,1.243309229031573,1.2432697750335957,1.2433165889642714,1.2433282481319539,1.2433313471618515
7,0.030144515311672664,0.010103319631785604,2.8991252281703055,0.028896853526204823,0.00012087999999999997,1.243601099373146,1.2436011135156284,1.2436011630029704,1.2436011774396256,1.2436011767568687,1.2436011939820282,1.2436012100655303,1.2435669787326296,1.2435110099602058,1.2435792198011584,1.243596948421806,1.2436012878198563
8,0.02971083046386438,0.010099017457742865,3.288331991992891,0.028959225484504667,0.00014085999999999992,1.2439155152926025,1.243915411159847,1.243915495987938,1.2439155235796433,1.243915533820071,1.2439155799333808,1.2439156102962114,1.2438682744301748,1.2438028934516878,1.2438897778213538,1.24391176228415,1.2439162442034146
9,0.02597905021647353,0.010094106554186527,3.129815482068807,0.027411293098739214,0.00016083999999999998,1.2442735597507215,1.2442730442958672,1.244272816529699,1.2442725394306058,1.2442722836365157,1.244272111752554,1.2442719347153675,1.2442163300504605,1.2441450148121493,1.2442469004203724,1.2442718535770205,1.2442749214833597
