iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,1.624123493787857,0.007061936085499783,0.7925223428755999,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,1.624123493787857,0.007061958649129489,1.1255020759999752,6.347468021030699,1.0000000000000006e-06,1.2426471781635948,1.2426471781636126,1.2426471781636017,1.242647178163714,1.2426471781636097,1.2426471781635913,1.242647178163815,1.2426471781635984,1.2426471781636101,1.2426471781641053,1.2426471781637582,1.2426471781635977,1.2426471781635948,1.2426471781636053,1.2426471781635968
2,1.6241262674405288,0.007061985273218008,0.9989311471581459,6.344992447525251,1.1800000000000006e-06,1.2426445473875694,1.2426445473983623,1.242644547405677,1.2426445472247498,1.2426445473955772,1.2426445474181997,1.2426445471732583,1.2426445474097552,1.24264454741212,1.2426445490848503,1.2426445474375385,1.2426445474062586,1.2426445473928425,1.2426445473937573,1.242644547403138
3,1.6241295402446547,0.007062015960402688,0.05850449111312628,6.347267271205243,1.3600000000000005e-06,1.2426415152880028,1.2426415153125945,1.2426415153061405,1.2426415148935785,1.2426415152955468,1.242641515347909,1.2426415151017007,1.2426415153156494,1.2426415153197108,1.2426415165877793,1.242641515451632,1.242641515312996,1.2426415152936705,1.242641515298514,1.24264151532618
4,1.624133312487711,0.0070620506992947725,0.05735817085951567,6.339183055789803,1.5400000000000005e-06,1.2426380819478096,1.2426380820276355,1.242638082068822,1.2426380815213294,1.2426380820310454,1.2426380821955554,1.2426380819078986,1.2426380820227347,1.24263808212719,1.2426380960940144,1.242638081792969,1.2426380821509388,1.2426380820385177,1.2426380821053875,1.2426380820599614
5,1.62413758286656,0.007062089503426468,0.05543553410097957,6.345617401281291,1.7200000000000005e-06,1.24263424729894,1.2426342474626326,1.242634247493547,1.242634246921227,1.2426342474552228,1.242634247673712,1.2426342471175207,1.2426342473679302,1.2426342476223098,1.2426342695930446,1.2426342468689175,1.2426342476134005,1.2426342474339251,1.242634247564177,1.2426342474574672
6,1.6241423529216945,0.007062132370291816,0.05603306880220771,6.345274536299553,1.9000000000000004e-06,1.242630011340786,1.2426300115661038,1.2426300115889575,1.2426300111256317,1.2426300115609925,1.2426300118217113,1.2426300108485884,1.2426300113645974,1.2426300117839197,1.24263004072097,1.242630010749205,1.2426300117278615,1.2426300115094002,1.2426300116979767,1.242630011542919
7,1.624147622371186,0.007062179293759302,0.0559711679816246,6.342245150479064,2.0800000000000004e-06,1.2426253740933382,1.2426253743941984,1.2426253744786042,1.242625374084485,1.2426253744287843,1.2426253747919467,1.242625373368562,1.242625374131803,1.2426253747696947,1.2426254174501015,1.2426253734480452,1.2426253746979832,1.242625374363699,1.242625374625974,1.242625374409758
8,1.6241533905190757,0.007062230276855173,0.055870287120342255,6.343740096691479,2.2600000000000004e-06,1.242620335543381,1.2426203359052377,1.2426203360710317,1.2426203360013495,1.2426203360473895,1.2426203364882749,1.2426203348724951,1.2426203356162135,1.2426203363908883,1.2426203955178317,1.2426203351621519,1.242620336436878,1.2426203359359473,1.2426203363148984,1.2426203359967178
9,1.6241596576958415,0.0070622853196666575,0.055440342985093594,6.343315079922891,2.440000000000001e-06,1.2426148956988383,1.2426148961984906,1.2426148963729529,1.2426148963893826,1.2426148964562524,1.2426148969681599,1.2426148954314524,1.2426148957789256,1.242614896787517,1.2426149750375843,1.2426148960058945,1.2426148968896062,1.2426148962410568,1.2426148967166137,1.2426148963313128
