iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,0.03208106944877359,0.009292626164366569,4.457154869101942,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,0.034057847930509706,0.009292601039798782,1.2484078230336308,0.018366530390900495,9.999999999999972e-07,1.8873510876983761,1.887351087696832,1.8873510876954849,1.8873510876941328,1.8873510876926864,1.8873510876910702,1.8873510876892003,1.8873510876869577,1.887351087684167,1.8873510876805395,1.88735108767556,1.887351087668201,1.887351087656069,1.8873510876319888,1.8873510875600874
2,0.035714250438768205,0.009292526083480829,1.2290908109862357,0.01915124368665837,2.980000000000002e-06,1.887359280873612,1.8873592839005162,1.8873592843712004,1.8873592847151,1.8873592849809384,1.887359285187285,1.8873592853481602,1.8873592854735664,1.8873592855703751,1.8873592856429928,1.8873592856935344,1.8873592857211279,1.8873592857188857,1.8873592856608838,1.8873592854098291
3,0.033465234221726446,0.009292401497433395,0.014782227110117674,0.018306213166955663,4.960000000000007e-06,1.8873729007604596,1.8873729089140148,1.8873729114550717,1.887372912406364,1.887372912729759,1.8873729127214878,1.887372912500486,1.8873729121235236,1.8873729116210645,1.8873729110102595,1.88737291029965,1.8873729094893785,1.8873729085651576,1.887372907469385,1.8873729058939193
4,0.03040188334261761,0.009292228225304438,0.014775359071791172,0.01719138649914972,6.939999999999998e-06,1.887391902938257,1.8873919028005044,1.88739189567998,1.887391887303854,1.8873918790706927,1.8873918712252178,1.8873918637546419,1.8873918565890806,1.8873918496530318,1.8873918428776961,1.8873918362012072,1.8873918295630863,1.8873918228891409,1.887391816036466,1.887391808418643
5,0.03501875440709532,0.00929200481016887,0.01436539413407445,0.018811017531522665,8.919999999999989e-06,1.8874163734806648,1.8874163710673455,1.8874163583833437,1.8874163432997524,1.8874163283765755,1.8874163141546558,1.8874163006589533,1.8874162877821608,1.8874162753935646,1.8874162633692615,1.8874162515966053,1.8874162399668808,1.8874162283519316,1.8874162165178483,1.8874162035373176
6,0.03391175716889663,0.00929173152223364,0.014747171895578504,0.018601497859022945,1.0899999999999994e-05,1.8874463027427828,1.8874462995207866,1.8874462813635522,1.8874462590202568,1.887446236587179,1.8874462150397306,1.8874461945042345,1.887446174866128,1.8874461559532874,1.8874461375921179,1.8874461196200054,1.8874461018777124,1.8874460841771226,1.8874460661774162,1.8874460465376202
7,0.027566063428641242,0.009291412089353017,0.014658308820798993,0.015896597153548207,1.2879999999999999e-05,1.8874814205954864,1.8874813928382659,1.8874813406504312,1.887481285901048,1.8874812336271958,1.8874811845593442,1.8874811384382708,1.8874810947884875,1.8874810531311477,1.8874810130389534,1.8874809741391787,1.8874809360935167,1.8874808985468823,1.8874808609527658,1.8874808214098062
8,0.030437988521587658,0.009291044791359455,0.01510371989570558,0.01677442758417543,1.4860000000000003e-05,1.8875218616540748,1.8875217525628796,1.8875216554347802,1.8875215606347877,1.8875214723016325,1.8875213903594927,1.8875213138955762,1.8875212419264238,1.8875211735792627,1.8875211081184164,1.8875210449250128,1.8875209834562399,1.8875209231691037,1.887520863285065,1.8875208012576883
9,0.028237689431264375,0.009290630962360368,0.015056308126077056,0.0161409945980512,1.6840000000000008e-05,1.887567538681516,1.887567290974332,1.887567122967549,1.8875669699490174,1.8875668301059823,1.8875667011312145,1.8875665809364917,1.887566467800002,1.8875663603347947,1.8875662574229692,1.887566158146992,1.8875660617172867,1.8875659673643674,1.8875658740329795,1.8875657784271092
