iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0
0,19.199967962595874,0.12667157680476443,0.19042954099131748,,,1.2500000000000002
1,19.199967962595874,0.12667141386156272,0.35051654098788276,22.89176389475623,9.999999999999972e-07,1.250002236069732
2,19.199945063909468,0.12667092829155135,0.3088620830094442,22.891729448138815,2.980000000000002e-06,1.2500088995658156
3,19.199876826063065,0.12667012009494485,0.0026433750172145665,22.891626797567948,4.960000000000007e-06,1.2500199905399219
4,19.199763249492968,0.12666898927644468,0.0029295000131241977,22.89145594366993,6.939999999999998e-06,1.2500355090184367
5,19.19960433553663,0.12666753583812604,0.0025324590387754142,22.89121688840607,8.919999999999989e-06,1.2500554551000769
6,19.199400085432153,0.12666575978299474,0.0027630829717963934,22.890909633568214,1.0899999999999994e-05,1.2500798289070818
7,19.199150500818455,0.12666366111735863,0.0021783330012112856,22.890534181530807,1.2879999999999999e-05,1.2501086305526736
8,19.19885558406812,0.12666123984727118,0.002799041976686567,22.890090535752794,1.4860000000000003e-05,1.2501418601898666
9,19.198515337788532,0.12665849597971723,0.002277666993904859,22.889578700024984,1.6840000000000008e-05,1.250179517995198
10,19.19812976498696,0.12665542952261366,0.0022855419665575027,22.888998678720718,1.8819999999999986e-05,1.2502216041687264
11,19.19769886907148,0.1266520404848096,0.002549291995819658,22.88835047679633,2.079999999999999e-05,1.2502681189340334
12,19.197222653851377,0.1266483288749016,0.002189874998293817,22.887634099791097,2.2779999999999995e-05,1.2503190625544947
13,19.196701123368953,0.1266442947047906,0.002607041969895363,22.886849553576063,2.476e-05,1.2503744352844652
14,19.19613428240069,0.12663993798731155,0.0022257909877225757,22.88599684510648,2.6740000000000005e-05,1.2504342374018222
15,19.19552213612311,0.12663525873386305,0.0022898329771123827,22.885075981920025,2.8719999999999996e-05,1.2504984692405077
16,19.194864689780246,0.1266302569567794,0.002004292036872357,22.884086971636517,3.07e-05,1.250567131157988
17,19.19416194901654,0.12662493267170158,0.0019435000140219927,22.8830298224583,3.2680000000000006e-05,1.250640223502707
18,19.1934139202089,0.1266192858940225,0.002579374995548278,22.88190454367129,3.466000000000001e-05,1.2507177466629027
19,19.192620609968664,0.12661331664007258,0.002041208033915609,22.88071114489443,3.664e-05,1.2507997010503358
20,19.191782025306416,0.12660702492712136,0.002137749979738146,22.87944963632792,3.8620000000000006e-05,1.2508860871002891
21,19.190898173633638,0.12660041077337797,0.0019685410079546273,22.878120028756765,4.0600000000000004e-05,1.250976905271568
22,19.189969062760355,0.1265934741979924,0.002109500055667013,22.876722333547484,4.2579999999999996e-05,1.2510721560465003
23,19.188994700897215,0.12658621522046393,0.00206341699231416,22.875256562649582,4.4559999999999993e-05,1.2511718399390748
24,19.18797509657072,0.12657863386123488,0.0020975410006940365,22.87372272847002,4.654e-05,1.2512759574868038
25,19.186910258706952,0.12657073014406242,0.001861250028014183,22.872120843998974,4.8519999999999996e-05,1.2513845092181664
26,19.1858001969645,0.12656250409127845,0.002662041981238872,22.87045092331026,5.05e-05,1.251497495717719
27,19.18464492106782,0.12655395572675443,0.0021621669875457883,22.868712980559025,5.2480000000000006e-05,1.2516149175854008
28,19.18344444122381,0.12654508507471754,0.0019342920277267694,22.866907030609006,5.4460000000000004e-05,1.2517367754528146
29,19.18219876795517,0.12653589216152933,0.002006624999921769,22.86503308878237,5.644000000000001e-05,1.2518630699588051
30,19.180907912349415,0.12652637701391006,0.0021091250237077475,22.86309117123233,5.842e-05,1.251993801773879
31,19.179571885810276,0.12651653965893972,0.0021868330077268183,22.861081294571854,6.04e-05,1.2521289716002075
32,19.178190700055705,0.12650638012583762,0.0019421670003794134,22.859003475870203,6.238000000000001e-05,1.2522685801472013
33,19.176764367369188,0.12649589844537112,0.002189250022638589,22.856857733030857,6.436e-05,1.2524126281396493
34,19.175292900514997,0.12648509464571,0.001970374956727028,22.85464408466456,6.634e-05,1.2525611163747172
35,19.173776312156402,0.1264739687595381,0.0018676670151762664,22.852362549214295,6.832000000000001e-05,1.25271404562424
36,19.172214615853743,0.12646252081931508,0.0019528749980963767,22.850013146457016,7.03e-05,1.2528714166998585
37,19.170607825398143,0.12645075085727853,0.002092249982524663,22.847595896502018,7.228e-05,1.2530332304530256
38,19.168955954812176,0.126438658910185,0.0022018749732524157,22.84511081979102,7.426e-05,1.2531994877098505
39,19.1672590190142,0.12642624501101832,0.0025491249980404973,22.84255793809979,7.624e-05,1.2533701893851203
40,19.165517032654915,0.12641350919847,0.0022176250349730253,22.83993727278609,7.822e-05,1.2535453363519842
41,19.163730011446095,0.12640045150746296,0.0022533750161528587,22.837248846790896,8.020000000000001e-05,1.2537249295722794
42,19.161897970831756,0.126387071977447,0.0021368329762481153,22.834492682637993,8.218e-05,1.2539089699824901
43,19.16002092715067,0.12637337064766194,0.002156624977942556,22.83166880418432,8.416000000000001e-05,1.254097458558914
44,19.158098896971676,0.12635934755832454,0.0021422079880721867,22.828777235619576,8.614e-05,1.2542903963013712
45,19.1561318972592,0.12634500275063068,0.002796707965899259,22.825818001716378,8.812e-05,1.254487784233205
46,19.154119945373427,0.12633033626675788,0.002120290999300778,22.822791127830353,9.010000000000001e-05,1.2546896234012799
47,19.15206305907023,0.1263153481486831,0.0023111659684218466,22.81969663990009,9.208000000000001e-05,1.254895914892285
48,19.149961256334223,0.12630003844173832,0.0022515840246342123,22.8165345641975,9.406e-05,1.2551066597838312
49,19.14781455587712,0.126284407192244,0.002139125019311905,22.81330492807673,9.604e-05,1.255321859177047
50,19.14562297680522,0.12626845444395926,0.002155333000700921,22.810007759474914,9.802e-05,1.2555415142454942
51,19.14338653812142,0.12625218024518972,0.002270416996907443,22.806643086163426,0.0001,1.2557656261373464
52,19.1411052597205,0.12623590704440965,0.0020626670448109508,22.803210937245098,9.999879371991704e-05,1.2559897553383004
53,19.1388243482478,0.126219635236303,0.0022262079874053597,22.799779325056306,9.999517493846056e-05,1.2562138964164304
54,19.136543858895955,0.12620336521310804,0.0020692499820142984,22.796348332706845,9.998914383200487e-05,1.2564380439704963
55,19.134263846492225,0.12618709736698533,0.002134417009074241,22.792918042761745,9.998070069449754e-05,1.256662192597331
56,19.13198436583199,0.1261708320912015,0.0023278750013560057,22.789488537737288,9.996984593744525e-05,1.2568863368755272
57,19.129705471843117,0.1261545697777616,0.0024986249627545476,22.786059900351322,9.99565800898935e-05,1.2571104713980623
58,19.127427219255527,0.12613831081977642,0.002081667014863342,22.782632213024655,9.994090379840098e-05,1.2573345907396716
59,19.125149662931516,0.12612205560791123,0.002252250036690384,22.779205558379648,9.992281782700807e-05,1.2575586895057977
60,19.12287285736996,0.1261058045351208,0.006322207977063954,22.77578001849202,9.990232305719945e-05,1.2577827622673252
61,19.120596857368156,0.12608955799309796,0.005335457972250879,22.772355675888615,9.98794204878613e-05,1.258006803609532
62,19.118321717525596,0.12607331637227404,0.0022373750107362866,22.768932612799635,9.985411123523256e-05,1.2582308081320976
63,19.11604749224309,0.126057080065369,0.002265000017359853,22.765510911157698,9.982639653285048e-05,1.2584547704001388
64,19.11377423622034,0.12604084946147445,0.002119040989782661,22.76209065334661,9.979627773149053e-05,1.258678685025825
