iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1
0,0.12651580940654247,0.08150668478469476,3.152958994731307,,,1.2426494076450263,1.2426494076450263
1,0.12806307475798653,0.08150667975115632,3.6723129148595035,0.15073602676802067,9.999999999999159e-07,1.2426516371465577,1.242647178145743
2,0.12586562242521734,0.08150657518118935,3.4820196498185396,0.15192330381666513,2.097999999999987e-05,1.242698415534675,1.2426003644991526
3,0.12845943097225865,0.08150637526224984,0.13905348209664226,0.15444659961387583,4.095999999999993e-05,1.2427897702303372,1.2425087936032682
4,0.13000583357394255,0.08150605737914794,0.13421793514862657,0.1456819123043614,6.0939999999999996e-05,1.2429254792347018,1.2423734326936833
5,0.1273916569607056,0.08150558468976028,0.13617111695930362,0.14812953095270703,8.091999999999984e-05,1.243105775840246,1.242195220474631
6,0.1275401877224073,0.08150503889786527,0.1325893048197031,0.15194772324699982,0.0001008999999999999,1.243330611187907,1.2419715067592418
7,0.12910989046452184,0.0815043846985302,0.13072897167876363,0.15360199282466458,0.00012087999999999997,1.2436003087866596,1.24170307040554
8,0.12649746387116806,0.08150360066803118,0.13178176525980234,0.14773787989832227,0.00014085999999999992,1.2439143535872315,1.2413911308221044
9,0.11885233730587229,0.08150277200145141,0.13244131300598383,0.14977772643180445,0.00016083999999999998,1.2442726033522609,1.241033004492501
10,0.1234862017207446,0.08150185104826178,0.13330383272841573,0.15098248955301558,0.00018081999999999983,1.2446754864410867,1.2406297440481733
11,0.12597366404636343,0.08150080384258655,0.22707503009587526,0.1480672140035792,0.0002007999999999999,1.2451226922901808,1.2401827428677037
12,0.12778882785039478,0.0814996981651711,0.13563297130167484,0.1559506367482285,0.00022077999999999996,1.245615307933409,1.2396885451417994
13,0.12883409638329038,0.08149851380486635,0.13164863409474492,0.15293087983985854,0.0002407599999999999,1.2461528241799102,1.2391482931849285
14,0.1315041266673189,0.08149711223825536,0.13126871921122074,0.14811092322523273,0.00026074,1.246734794375313,1.238566942269084
15,0.125162736014792,0.0814955609635782,0.12895881338045,0.1443873723107626,0.00028071999999999993,1.2473600394030315,1.2379434710713755
16,0.12315121595066829,0.08149397369698205,0.13042424898594618,0.14739657835750128,0.0003007,1.2480289077772093,1.2372736851919746
17,0.13336782679829837,0.08149225025392835,0.13187911733984947,0.15469652041381823,0.00032068000000000005,1.2487440178161358,1.2365579565799858
18,0.12007847271377081,0.08149057630147913,0.13362707803025842,0.15220957214758352,0.00034066,1.2495035735116697,1.235792021504801
19,0.1333721403307928,0.08148860326824406,0.1326029351912439,0.15364327637970418,0.00036063999999999996,1.2503097472212552,1.2349848845962204
20,0.13568853578373924,0.08148634398887883,0.13250479381531477,0.15200942012439925,0.0003806199999999999,1.2511618724000737,1.2341367365338936
21,0.12708091872556027,0.0814839553584693,0.13267407706007361,0.15237248779971904,0.0004006,1.2520593743377866,1.2332429218733656
22,0.1317495819369382,0.08148105015876443,0.13194258697330952,0.14932875767873102,0.00042057999999999993,1.2530026274449926,1.2323156625404885
23,0.1288870131993977,0.08147793545264026,0.1331512019969523,0.14759214775225957,0.0004405599999999999,1.2539897205080086,1.2313468022526708
24,0.12824721620453422,0.08147477254072705,0.1318578771315515,0.1540047826145982,0.00046053999999999995,1.2550228773117063,1.230328478288432
25,0.12552641029385034,0.08147115688705771,0.13267968595027924,0.14506909994545503,0.0004805199999999999,1.2560995430939854,1.2292766644280104
26,0.12975628705501369,0.08146742823680699,0.13379096891731024,0.15541551634277787,0.0005005,1.2572236274200883,1.228175763872486
27,0.1265763187844659,0.08146313999935323,0.12975200079381466,0.14776157044415328,0.00052048,1.2583928714118084,1.227042822988929
28,0.134854977755353,0.0814584441172949,0.1329545290209353,0.15423903435305789,0.00054046,1.2596103716286244,1.2258693043820308
29,0.12483166594056666,0.08145386260219874,0.13237072294577956,0.1512520434375343,0.00056044,1.2608719362834928,1.22464237081233
30,0.12980330072016516,0.08144925699472443,0.13374849874526262,0.15118940352230142,0.0005804199999999999,1.2621782109811577,1.2233657118914114
31,0.1270443164960928,0.08144423751056462,0.13243709318339825,0.15297197082937525,0.0006004,1.2635321031453635,1.2220488586870706
32,0.12572725163693255,0.08143914351190819,0.13181494595482945,0.15628895951074587,0.00062038,1.2649341532673197,1.2206797979466837
33,0.12161468756485327,0.08143406608161192,0.13293790910393,0.1514060573120195,0.00064036,1.2663804101056282,1.2192596421022959
34,0.12789171151099404,0.08142843922202544,0.13317414186894894,0.15000423320154202,0.00066034,1.2678725393183918,1.2178051267980845
35,0.12715714345009732,0.08142282890060748,0.13444488728418946,0.15512170540491063,0.0006803200000000001,1.2694117562006457,1.216295944177503
36,0.12544259554491696,0.08141709618144435,0.13150427164509892,0.15236848869570707,0.0007003,1.270996511180946,1.214738186406553
37,0.12203030494138806,0.08141136280568552,0.13513328460976481,0.14933853874629044,0.00072028,1.2726237913426182,1.2131309136600146
38,0.12398609836276216,0.0814052275909054,0.134606319013983,0.14943373119661538,0.00074026,1.274295806675744,1.2114848042822555
39,0.12295127596054364,0.08139830120627377,0.13176269503310323,0.1474835893249408,0.00076024,1.2760127696455532,1.2098123796596538
40,0.11707128351234941,0.08139156102154224,0.1298034619539976,0.15044044372264664,0.0007802200000000001,1.2777728773010828,1.208082881979771
41,0.12565882546634838,0.08138454303511689,0.1308430340141058,0.15334313716354822,0.0008002,1.2795811668559127,1.2063059225054242
42,0.12232069374185436,0.08137680868943067,0.13026100723072886,0.1442637319781297,0.00082018,1.2814310929901689,1.2045031864519662
43,0.12303381775112227,0.08136784299903557,0.12985538272187114,0.14639018334211026,0.00084016,1.2833273021530223,1.2026865125694195
