K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
24.0,0.0,0.001,0.0,0.01,0.07945242799794544,820.668474763,0.07945242799794544
24.0,0.0,0.001,1.0,0.05,0.03912632498594754,871.693035533,0.03912632498594754
24.0,1.0,0.0175,0.0,0.01,0.4010190827739762,1673.221750007,0.4010190827739762
24.0,1.0,0.0175,1.0,0.05,0.1615937789776645,1143.808293893,0.1615937789776645
24.0,2.0,0.034,0.0,0.01,0.5049519677532547,1066.282523811,0.5049519677532547
24.0,2.0,0.034,1.0,0.05,0.2453502651209157,1139.078847277,0.2453502651209157
24.0,3.0,0.0505,0.0,0.01,0.5488296825146614,1010.735695611,0.5488296825146614
24.0,3.0,0.0505,1.0,0.05,0.29695555367628707,1076.978402879,0.29695555367628707
24.0,4.0,0.067,0.0,0.01,0.5749940091751163,971.916651845,0.5749940091751163
24.0,4.0,0.067,1.0,0.05,0.3359325902486914,1596.00524703,0.3359325902486914
24.0,5.0,0.0835,0.0,0.01,0.5832881932309497,1078.702541836,0.5832881932309497
24.0,5.0,0.0835,1.0,0.05,0.3673783048528244,2802.824059042,0.3673783048528244
24.0,6.0,0.1,0.0,0.01,0.5832430006191827,1239.91213686,0.5832430006191827
24.0,6.0,0.1,1.0,0.05,0.39311728423338554,2798.703688927,0.39311728423338554
