problem,split,method,axis,x,mean,q10,median,q90
logreg_fgm,test,backtracking,matvec_budget,8,0.04325600821041564,0.032288175433982505,0.04127479859402389,0.057764290229742374
logreg_fgm,test,backtracking,matvec_budget,10,0.028625889175486714,0.020069402158639338,0.02677062321692797,0.039864283779398386
logreg_fgm,test,backtracking,matvec_budget,12,0.019050741932654356,0.01210779504339845,0.017670642217068155,0.028253208001606155
logreg_fgm,test,backtracking,matvec_budget,14,0.012830357745193664,0.0072146695079895575,0.011469953579410802,0.020615460649308602
logreg_fgm,test,backtracking,matvec_budget,16,0.008797206872447555,0.004318009734952183,0.007681680778122646,0.015063071686805906
logreg_fgm,test,backtracking,matvec_budget,18,0.006171190382336585,0.0025779741015142968,0.005200295873481919,0.011413874702020758
logreg_fgm,test,backtracking,matvec_budget,20,0.004442800103684356,0.001484654888702458,0.0036173680664786656,0.008692028505618815
logreg_fgm,test,backtracking,matvec_budget,22,0.003284884905412282,0.0009246596910270965,0.002695874481536825,0.0066732759647711295
logreg_fgm,test,backtracking,matvec_budget,24,0.0024899188075451794,0.0006317929449927151,0.0019984914026217326,0.0052201343079399986
logreg_fgm,test,backtracking,matvec_budget,26,0.0019274730947892848,0.00045119354392336166,0.0015261793001433432,0.0041432257812390955
logreg_fgm,test,backtracking,matvec_budget,28,0.0015162494312822245,0.00034928242050780714,0.0011624695739766433,0.0033601898773611806
logreg_fgm,test,backtracking,matvec_budget,30,0.001205957661784202,0.0002882478628928986,0.0008885488642857986,0.0025951154884552015
logreg_fgm,ood,ldro_pep,K,1,0.057287141695367694,0.04345302079448289,0.05682235766528518,0.07099683477907885
logreg_fgm,ood,ldro_pep,K,2,0.031373715066945126,0.020914952714028674,0.030456112261858515,0.04220869147276792
logreg_fgm,ood,ldro_pep,K,3,0.00948196924367384,0.004565029557521294,0.008893892913661605,0.014896955898105801
logreg_fgm,ood,ldro_pep,K,4,0.0049546531612445375,0.0017535636307438375,0.004427073005371707,0.008288792606106007
logreg_fgm,ood,ldro_pep,K,5,0.002684082313753142,0.0009488863544902193,0.002328017066105831,0.005108236545642291
logreg_fgm,ood,ldro_pep,K,6,0.0017615031624459577,0.0006238256777982898,0.0014418580984194018,0.003370869133620802
logreg_fgm,ood,ldro_pep,K,7,0.0012141986048850417,0.0005052827263248128,0.001018324385585495,0.0021654850237914297
logreg_fgm,ood,ldro_pep,K,8,0.0008433873489765682,0.00035931101479002024,0.0007110979995812172,0.0014512475702434247
logreg_fgm,ood,ldro_pep,K,9,0.0005712246420038496,0.00023319199160770076,0.0004894019109753234,0.0009605893014551725
logreg_fgm,ood,ldro_pep,K,10,0.00037539681677119165,0.0001278630583498308,0.00032742043734332316,0.0006443921631473059
logreg_fgm,ood,ldro_pep,K,11,0.00030376823126299925,7.862781578729106e-05,0.0002332698712136927,0.0005642961790154388
logreg_fgm,ood,ldro_pep,K,12,0.000197393493098323,5.334233816099432e-05,0.00014689771573189736,0.0003599702837664309
logreg_fgm,ood,ldro_pep,K,13,0.00016382399219865107,4.419661217526239e-05,0.00010918323810718555,0.00030944815177098574
logreg_fgm,ood,ldro_pep,K,14,0.00022856085474793852,8.44978321014489e-05,0.0001911894455680907,0.0003942902545588267
logreg_fgm,ood,ldro_pep,K,15,0.0001100255262865515,1.4308637322224538e-05,3.8300950318981286e-05,0.00025796290308038866
logreg_fgm,ood,ldro_pep,matvec_budget,2,0.057287141695367694,0.04345302079448289,0.05682235766528518,0.07099683477907885
logreg_fgm,ood,ldro_pep,matvec_budget,4,0.031373715066945126,0.020914952714028674,0.030456112261858515,0.04220869147276792
logreg_fgm,ood,ldro_pep,matvec_budget,6,0.00948196924367384,0.004565029557521294,0.008893892913661605,0.014896955898105801
logreg_fgm,ood,ldro_pep,matvec_budget,8,0.0049546531612445375,0.0017535636307438375,0.004427073005371707,0.008288792606106007
logreg_fgm,ood,ldro_pep,matvec_budget,10,0.002684082313753142,0.0009488863544902193,0.002328017066105831,0.005108236545642291
logreg_fgm,ood,ldro_pep,matvec_budget,12,0.0017615031624459577,0.0006238256777982898,0.0014418580984194018,0.003370869133620802
logreg_fgm,ood,ldro_pep,matvec_budget,14,0.0012141986048850417,0.0005052827263248128,0.001018324385585495,0.0021654850237914297
logreg_fgm,ood,ldro_pep,matvec_budget,16,0.0008433873489765682,0.00035931101479002024,0.0007110979995812172,0.0014512475702434247
logreg_fgm,ood,ldro_pep,matvec_budget,18,0.0005712246420038496,0.00023319199160770076,0.0004894019109753234,0.0009605893014551725
logreg_fgm,ood,ldro_pep,matvec_budget,20,0.00037539681677119165,0.0001278630583498308,0.00032742043734332316,0.0006443921631473059
logreg_fgm,ood,ldro_pep,matvec_budget,22,0.00030376823126299925,7.862781578729106e-05,0.0002332698712136927,0.0005642961790154388
logreg_fgm,ood,ldro_pep,matvec_budget,24,0.000197393493098323,5.334233816099432e-05,0.00014689771573189736,0.0003599702837664309
logreg_fgm,ood,ldro_pep,matvec_budget,26,0.00016382399219865107,4.419661217526239e-05,0.00010918323810718555,0.00030944815177098574
logreg_fgm,ood,ldro_pep,matvec_budget,28,0.00022856085474793852,8.44978321014489e-05,0.0001911894455680907,0.0003942902545588267
logreg_fgm,ood,ldro_pep,matvec_budget,30,0.0001100255262865515,1.4308637322224538e-05,3.8300950318981286e-05,0.00025796290308038866
logreg_fgm,ood,lpep,K,1,0.05661319772674251,0.0428602450090763,0.05610962079988449,0.07028091387800654
logreg_fgm,ood,lpep,K,2,0.04843641337861585,0.03652829906976698,0.047524308029019885,0.06109500213998294
logreg_fgm,ood,lpep,K,3,0.026194793269351525,0.017456367932399873,0.0252412727670302,0.03585231721517911
logreg_fgm,ood,lpep,K,4,0.011143321709630168,0.005912149083355967,0.010561611954287398,0.01698098516658663
logreg_fgm,ood,lpep,K,5,0.008271964722041107,0.003953039205207415,0.007785165871615929,0.013139348934360773
logreg_fgm,ood,lpep,K,6,0.00582468890154832,0.0024004648669024133,0.005344606938323143,0.00963528453171647
logreg_fgm,ood,lpep,K,7,0.003668557468196604,0.0011761716361359197,0.003167852522516862,0.006372966111101014
logreg_fgm,ood,lpep,K,8,0.002450464306323929,0.0006553848801386042,0.0020281947916099274,0.004710750106896244
logreg_fgm,ood,lpep,K,9,0.0016138390137087663,0.0003588383451172572,0.00129841033793765,0.0033614427206407837
logreg_fgm,ood,lpep,K,10,0.0012974631413114712,0.000246187715888313,0.0010259387879616721,0.0027222058055408945
logreg_fgm,ood,lpep,K,11,0.0007927581791237903,0.00014407600922402563,0.0005956264642577591,0.0016779864453353554
logreg_fgm,ood,lpep,K,12,0.0006672589270186025,9.598662278325067e-05,0.0004757117765894492,0.001440528826910248
logreg_fgm,ood,lpep,K,13,0.00041675482161044285,8.465866339872341e-05,0.00026373562899562053,0.0008933729119214472
logreg_fgm,ood,lpep,K,14,0.00030888001361842885,6.260265946845811e-05,0.0001713524326363014,0.0006697195247185427
logreg_fgm,ood,lpep,K,15,0.00025049474461734465,3.599750572608751e-05,0.00011212969070334422,0.0005499666408297022
logreg_fgm,ood,lpep,matvec_budget,2,0.05661319772674251,0.0428602450090763,0.05610962079988449,0.07028091387800654
logreg_fgm,ood,lpep,matvec_budget,4,0.04843641337861585,0.03652829906976698,0.047524308029019885,0.06109500213998294
logreg_fgm,ood,lpep,matvec_budget,6,0.026194793269351525,0.017456367932399873,0.0252412727670302,0.03585231721517911
logreg_fgm,ood,lpep,matvec_budget,8,0.011143321709630168,0.005912149083355967,0.010561611954287398,0.01698098516658663
logreg_fgm,ood,lpep,matvec_budget,10,0.008271964722041107,0.003953039205207415,0.007785165871615929,0.013139348934360773
logreg_fgm,ood,lpep,matvec_budget,12,0.00582468890154832,0.0024004648669024133,0.005344606938323143,0.00963528453171647
logreg_fgm,ood,lpep,matvec_budget,14,0.003668557468196604,0.0011761716361359197,0.003167852522516862,0.006372966111101014
logreg_fgm,ood,lpep,matvec_budget,16,0.002450464306323929,0.0006553848801386042,0.0020281947916099274,0.004710750106896244
logreg_fgm,ood,lpep,matvec_budget,18,0.0016138390137087663,0.0003588383451172572,0.00129841033793765,0.0033614427206407837
logreg_fgm,ood,lpep,matvec_budget,20,0.0012974631413114712,0.000246187715888313,0.0010259387879616721,0.0027222058055408945
logreg_fgm,ood,lpep,matvec_budget,22,0.0007927581791237903,0.00014407600922402563,0.0005956264642577591,0.0016779864453353554
logreg_fgm,ood,lpep,matvec_budget,24,0.0006672589270186025,9.598662278325067e-05,0.0004757117765894492,0.001440528826910248
logreg_fgm,ood,lpep,matvec_budget,26,0.00041675482161044285,8.465866339872341e-05,0.00026373562899562053,0.0008933729119214472
logreg_fgm,ood,lpep,matvec_budget,28,0.00030888001361842885,6.260265946845811e-05,0.0001713524326363014,0.0006697195247185427
logreg_fgm,ood,lpep,matvec_budget,30,0.00025049474461734465,3.599750572608751e-05,0.00011212969070334422,0.0005499666408297022
logreg_fgm,ood,backtracking,K,1,0.10613130618160745,0.08705427917534356,0.10553514601043368,0.12497200430214057
logreg_fgm,ood,backtracking,K,2,0.06398814251736035,0.04952586690680598,0.06339758501427475,0.07886808606334944
logreg_fgm,ood,backtracking,K,3,0.03841507369699158,0.02816369395147237,0.03754775310391936,0.049393206843076444
logreg_fgm,ood,backtracking,K,4,0.023174828974670287,0.015163344346237423,0.022224917981474357,0.032309151830165736
logreg_fgm,ood,backtracking,K,5,0.014160339424857947,0.00811612381353155,0.013503798023747488,0.020883724466012298
logreg_fgm,ood,backtracking,K,6,0.00882453273435721,0.004341897250102123,0.008183668034079938,0.013749356649088917
logreg_fgm,ood,backtracking,K,7,0.005643349997794372,0.002273964648068361,0.005170094153320537,0.009350129694152831
logreg_fgm,ood,backtracking,K,8,0.003720953956317474,0.0011962018198946156,0.0032167168761706444,0.006440018156049659
logreg_fgm,ood,backtracking,K,9,0.0025347573910609418,0.0006989328795119321,0.002107402114105539,0.004824652153889419
logreg_fgm,ood,backtracking,K,10,0.0017811711197125491,0.00043043431099916153,0.0014534067557324948,0.003697322022056171
logreg_fgm,ood,backtracking,K,11,0.001284761720861931,0.0002873058298853482,0.001019206433126002,0.0026917639622353936
logreg_fgm,ood,backtracking,K,12,0.0009449018914854445,0.00018679725227992996,0.0007315378433843112,0.0019717344603808083
logreg_fgm,ood,backtracking,K,13,0.0007042135976639137,0.0001593093350025221,0.0005290478901145979,0.001418545333532361
logreg_fgm,ood,backtracking,K,14,0.0005298333567730029,0.0001191623387477192,0.000361643296177494,0.0010936316076587235
logreg_fgm,ood,backtracking,K,15,0.00040239102883187926,9.679993518696417e-05,0.000252944793677351,0.0008520022592713505
logreg_fgm,ood,backtracking,matvec_budget,2,0.10613130618160745,0.08705427917534356,0.10553514601043368,0.12497200430214057
logreg_fgm,ood,backtracking,matvec_budget,4,0.06398814251736035,0.04952586690680598,0.06339758501427475,0.07886808606334944
logreg_fgm,ood,backtracking,matvec_budget,6,0.03841507369699158,0.02816369395147237,0.03754775310391936,0.049393206843076444
logreg_fgm,ood,backtracking,matvec_budget,8,0.023174828974670287,0.015163344346237423,0.022224917981474357,0.032309151830165736
logreg_fgm,ood,backtracking,matvec_budget,10,0.014160339424857947,0.00811612381353155,0.013503798023747488,0.020883724466012298
logreg_fgm,ood,backtracking,matvec_budget,12,0.00882453273435721,0.004341897250102123,0.008183668034079938,0.013749356649088917
logreg_fgm,ood,backtracking,matvec_budget,14,0.005643349997794372,0.002273964648068361,0.005170094153320537,0.009350129694152831
logreg_fgm,ood,backtracking,matvec_budget,16,0.003720953956317474,0.0011962018198946156,0.0032167168761706444,0.006440018156049659
logreg_fgm,ood,backtracking,matvec_budget,18,0.0025347573910609418,0.0006989328795119321,0.002107402114105539,0.004824652153889419
logreg_fgm,ood,backtracking,matvec_budget,20,0.0017811711197125491,0.00043043431099916153,0.0014534067557324948,0.003697322022056171
logreg_fgm,ood,backtracking,matvec_budget,22,0.001284761720861931,0.0002873058298853482,0.001019206433126002,0.0026917639622353936
logreg_fgm,ood,backtracking,matvec_budget,24,0.0009449018914854445,0.00018679725227992996,0.0007315378433843112,0.0019717344603808083
logreg_fgm,ood,backtracking,matvec_budget,26,0.0007042135976639137,0.0001593093350025221,0.0005290478901145979,0.001418545333532361
logreg_fgm,ood,backtracking,matvec_budget,28,0.0005298333567730029,0.0001191623387477192,0.000361643296177494,0.0010936316076587235
logreg_fgm,ood,backtracking,matvec_budget,30,0.00040239102883187926,9.679993518696417e-05,0.000252944793677351,0.0008520022592713505
logreg_gd,test,ldro_pep,K,1,0.0897200310117663,0.07177564931499752,0.08740972777017922,0.11090124832390566
logreg_gd,test,ldro_pep,K,2,0.07046009152588494,0.05540725126123633,0.0681047213021651,0.08866282419734475
logreg_gd,test,ldro_pep,K,3,0.04209678168712971,0.03118262475582733,0.04020937917229808,0.05642516045602528
logreg_gd,test,ldro_pep,K,4,0.027743697711565162,0.01929828679325283,0.02595500007332499,0.03873884239878434
logreg_gd,test,ldro_pep,K,5,0.021519630005268464,0.01422028927968334,0.019956026849675457,0.03115212788890113
logreg_gd,test,ldro_pep,K,6,0.014948460890122936,0.008982421116583034,0.013615793333508791,0.023209754364804852
logreg_gd,test,ldro_pep,K,7,0.012070529122821772,0.006826006521769118,0.010774163133160347,0.019349013488191933
logreg_gd,test,ldro_pep,K,8,0.009920647612583856,0.005275235713876547,0.00874839597496807,0.016399612878383003
logreg_gd,test,ldro_pep,K,9,0.008401196786506629,0.004249942655271438,0.007305007933846669,0.014144589293938687
logreg_gd,test,ldro_pep,K,10,0.007142211313001644,0.003423226178170674,0.006131427407853801,0.012431603841000899
logreg_gd,test,ldro_pep,K,11,0.006121468918482379,0.0027721072804824886,0.005172879319665896,0.011140673448929338
logreg_gd,test,ldro_pep,K,12,0.005302033653469632,0.0022717961912363583,0.004420243228188597,0.009755399358684585
logreg_gd,test,ldro_pep,K,13,0.004663948244564977,0.0018655620695379185,0.0038826517785401637,0.008906785230912572
logreg_gd,test,ldro_pep,K,14,0.004109420548339863,0.0015176979237109534,0.0033909511108795587,0.007902920645445033
logreg_gd,test,ldro_pep,K,15,0.0036449864349291463,0.0012753808289552692,0.00297881213110196,0.007060053344363448
logreg_gd,test,ldro_pep,matvec_budget,2,0.0897200310117663,0.07177564931499752,0.08740972777017922,0.11090124832390566
logreg_gd,test,ldro_pep,matvec_budget,4,0.07046009152588494,0.05540725126123633,0.0681047213021651,0.08866282419734475
logreg_gd,test,ldro_pep,matvec_budget,6,0.04209678168712971,0.03118262475582733,0.04020937917229808,0.05642516045602528
logreg_gd,test,ldro_pep,matvec_budget,8,0.027743697711565162,0.01929828679325283,0.02595500007332499,0.03873884239878434
logreg_gd,test,ldro_pep,matvec_budget,10,0.021519630005268464,0.01422028927968334,0.019956026849675457,0.03115212788890113
logreg_gd,test,ldro_pep,matvec_budget,12,0.014948460890122936,0.008982421116583034,0.013615793333508791,0.023209754364804852
logreg_gd,test,ldro_pep,matvec_budget,14,0.012070529122821772,0.006826006521769118,0.010774163133160347,0.019349013488191933
logreg_gd,test,ldro_pep,matvec_budget,16,0.009920647612583856,0.005275235713876547,0.00874839597496807,0.016399612878383003
logreg_gd,test,ldro_pep,matvec_budget,18,0.008401196786506629,0.004249942655271438,0.007305007933846669,0.014144589293938687
logreg_gd,test,ldro_pep,matvec_budget,20,0.007142211313001644,0.003423226178170674,0.006131427407853801,0.012431603841000899
logreg_gd,test,ldro_pep,matvec_budget,22,0.006121468918482379,0.0027721072804824886,0.005172879319665896,0.011140673448929338
logreg_gd,test,ldro_pep,matvec_budget,24,0.005302033653469632,0.0022717961912363583,0.004420243228188597,0.009755399358684585
logreg_gd,test,ldro_pep,matvec_budget,26,0.004663948244564977,0.0018655620695379185,0.0038826517785401637,0.008906785230912572
logreg_gd,test,ldro_pep,matvec_budget,28,0.004109420548339863,0.0015176979237109534,0.0033909511108795587,0.007902920645445033
logreg_gd,test,ldro_pep,matvec_budget,30,0.0036449864349291463,0.0012753808289552692,0.00297881213110196,0.007060053344363448
logreg_gd,test,lpep,K,1,0.08847595078275436,0.07075329686077773,0.08619828081177489,0.10944343989092552
logreg_gd,test,lpep,K,2,0.08024778994233293,0.0641682449750317,0.07734426971146971,0.10001841508261276
logreg_gd,test,lpep,K,3,0.05821570984938238,0.04490015270477513,0.05572826404926684,0.07507003541507382
logreg_gd,test,lpep,K,4,0.033036156561670374,0.023647805224181567,0.031196718346403057,0.045251973221130594
logreg_gd,test,lpep,K,5,0.033172364967276255,0.023987637803334783,0.03129342335483673,0.04534884460513879
logreg_gd,test,lpep,K,6,0.026354125239136123,0.018250230740991503,0.02463295590070433,0.03705457103046298
logreg_gd,test,lpep,K,7,0.0215907600313933,0.014325344084465803,0.020078638014569883,0.03126043435948484
logreg_gd,test,lpep,K,8,0.018013123846349656,0.01142109395727126,0.0167109171001896,0.02673292786785798
logreg_gd,test,lpep,K,9,0.015254538633902446,0.009291478329268793,0.013970809445587123,0.023523049507981016
logreg_gd,test,lpep,K,10,0.01320745707680929,0.0077317398685039455,0.011845231798313455,0.020800633040761744
logreg_gd,test,lpep,K,11,0.011337155737814785,0.006345837246749442,0.010050907193367431,0.018243733019429498
logreg_gd,test,lpep,K,12,0.009916229778028956,0.005330218211189203,0.00869665006866005,0.01627397210175912
logreg_gd,test,lpep,K,13,0.008742899186003334,0.004493527060792013,0.007603227751462521,0.014552060983816183
logreg_gd,test,lpep,K,14,0.007762680002915596,0.0038599047408851674,0.006715275256753944,0.013090725122741724
logreg_gd,test,lpep,K,15,0.007008099927861268,0.0033630219015036043,0.006042871904566566,0.012227500693577493
logreg_gd,test,lpep,matvec_budget,2,0.08847595078275436,0.07075329686077773,0.08619828081177489,0.10944343989092552
logreg_gd,test,lpep,matvec_budget,4,0.08024778994233293,0.0641682449750317,0.07734426971146971,0.10001841508261276
logreg_gd,test,lpep,matvec_budget,6,0.05821570984938238,0.04490015270477513,0.05572826404926684,0.07507003541507382
logreg_gd,test,lpep,matvec_budget,8,0.033036156561670374,0.023647805224181567,0.031196718346403057,0.045251973221130594
logreg_gd,test,lpep,matvec_budget,10,0.033172364967276255,0.023987637803334783,0.03129342335483673,0.04534884460513879
logreg_gd,test,lpep,matvec_budget,12,0.026354125239136123,0.018250230740991503,0.02463295590070433,0.03705457103046298
logreg_gd,test,lpep,matvec_budget,14,0.0215907600313933,0.014325344084465803,0.020078638014569883,0.03126043435948484
logreg_gd,test,lpep,matvec_budget,16,0.018013123846349656,0.01142109395727126,0.0167109171001896,0.02673292786785798
logreg_gd,test,lpep,matvec_budget,18,0.015254538633902446,0.009291478329268793,0.013970809445587123,0.023523049507981016
logreg_gd,test,lpep,matvec_budget,20,0.01320745707680929,0.0077317398685039455,0.011845231798313455,0.020800633040761744
logreg_gd,test,lpep,matvec_budget,22,0.011337155737814785,0.006345837246749442,0.010050907193367431,0.018243733019429498
logreg_gd,test,lpep,matvec_budget,24,0.009916229778028956,0.005330218211189203,0.00869665006866005,0.01627397210175912
logreg_gd,test,lpep,matvec_budget,26,0.008742899186003334,0.004493527060792013,0.007603227751462521,0.014552060983816183
logreg_gd,test,lpep,matvec_budget,28,0.007762680002915596,0.0038599047408851674,0.006715275256753944,0.013090725122741724
logreg_gd,test,lpep,matvec_budget,30,0.007008099927861268,0.0033630219015036043,0.006042871904566566,0.012227500693577493
logreg_gd,test,backtracking,K,1,0.14544238615446742,0.12146713192822114,0.1425047863891106,0.1747257632135201
logreg_gd,test,backtracking,K,2,0.09812619657755825,0.08005172718616879,0.09524994027324771,0.12002502436775325
logreg_gd,test,backtracking,K,3,0.07184936547957367,0.05682354689953574,0.06914696454223429,0.09064537581789603
logreg_gd,test,backtracking,K,4,0.05523595341930692,0.042516143582096946,0.05321600000350857,0.071853784298542
logreg_gd,test,backtracking,K,5,0.04391082473415385,0.032815842536224375,0.041939214341467135,0.0583889485274333
logreg_gd,test,backtracking,K,6,0.035791207909420406,0.026171799744485892,0.03386266107407926,0.048613604847881894
logreg_gd,test,backtracking,K,7,0.02975034692798057,0.021129374109197168,0.027853580374421677,0.04127291050578276
logreg_gd,test,backtracking,K,8,0.02512497786665572,0.017269132314313606,0.023434334173905252,0.03557666621130055
logreg_gd,test,backtracking,K,9,0.0215003259163879,0.01428503453779827,0.02000001546660507,0.031133959175606307
logreg_gd,test,backtracking,K,10,0.01860477788280488,0.011907825626570796,0.01727922460589426,0.02747188818947242
logreg_gd,test,backtracking,K,11,0.01625381819316127,0.010096961550257706,0.01496596830838387,0.024655970893912343
logreg_gd,test,backtracking,K,12,0.014318255008476015,0.008599101849778723,0.013016887517221298,0.022270764051652802
logreg_gd,test,backtracking,K,13,0.012705300426694887,0.007378620297195271,0.011356621169878262,0.020078352087349996
logreg_gd,test,backtracking,K,14,0.011346841954756232,0.006373968669850416,0.010053781193414574,0.018185747608864426
logreg_gd,test,backtracking,K,15,0.010191922904948487,0.0055415954265830404,0.008948247146911364,0.016631309762148182
logreg_gd,test,backtracking,matvec_budget,2,0.14544238615446742,0.12146713192822114,0.1425047863891106,0.1747257632135201
logreg_gd,test,backtracking,matvec_budget,4,0.09812619657755825,0.08005172718616879,0.09524994027324771,0.12002502436775325
logreg_gd,test,backtracking,matvec_budget,6,0.07184936547957367,0.05682354689953574,0.06914696454223429,0.09064537581789603
logreg_gd,test,backtracking,matvec_budget,8,0.05523595341930692,0.042516143582096946,0.05321600000350857,0.071853784298542
logreg_gd,test,backtracking,matvec_budget,10,0.04391082473415385,0.032815842536224375,0.041939214341467135,0.0583889485274333
logreg_gd,test,backtracking,matvec_budget,12,0.035791207909420406,0.026171799744485892,0.03386266107407926,0.048613604847881894
logreg_gd,test,backtracking,matvec_budget,14,0.02975034692798057,0.021129374109197168,0.027853580374421677,0.04127291050578276
logreg_gd,test,backtracking,matvec_budget,16,0.02512497786665572,0.017269132314313606,0.023434334173905252,0.03557666621130055
logreg_gd,test,backtracking,matvec_budget,18,0.0215003259163879,0.01428503453779827,0.02000001546660507,0.031133959175606307
logreg_gd,test,backtracking,matvec_budget,20,0.01860477788280488,0.011907825626570796,0.01727922460589426,0.02747188818947242
logreg_gd,test,backtracking,matvec_budget,22,0.01625381819316127,0.010096961550257706,0.01496596830838387,0.024655970893912343
logreg_gd,test,backtracking,matvec_budget,24,0.014318255008476015,0.008599101849778723,0.013016887517221298,0.022270764051652802
logreg_gd,test,backtracking,matvec_budget,26,0.012705300426694887,0.007378620297195271,0.011356621169878262,0.020078352087349996
logreg_gd,test,backtracking,matvec_budget,28,0.011346841954756232,0.006373968669850416,0.010053781193414574,0.018185747608864426
logreg_gd,test,backtracking,matvec_budget,30,0.010191922904948487,0.0055415954265830404,0.008948247146911364,0.016631309762148182
logreg_gd,ood,ldro_pep,K,1,0.057287141695367694,0.04345302079448289,0.05682235766528518,0.07099683477907885
logreg_gd,ood,ldro_pep,K,2,0.03923750816943441,0.02842212568540307,0.03841266426786605,0.051050277618811785
logreg_gd,ood,ldro_pep,K,3,0.02076304105965097,0.013069450227521267,0.019917771349734215,0.0293291361422781
logreg_gd,ood,ldro_pep,K,4,0.01309897679451833,0.0075186029732499104,0.012457601455731132,0.019195944798039554
logreg_gd,ood,ldro_pep,K,5,0.009908247376195287,0.005218448702611051,0.009335145913314608,0.015070039374074851
logreg_gd,ood,ldro_pep,K,6,0.006657469537412146,0.0030590086125450557,0.006195953822413253,0.01070641132144624
logreg_gd,ood,ldro_pep,K,7,0.005262014392269997,0.002185735838819669,0.004788487431321015,0.008647671427048448
logreg_gd,ood,ldro_pep,K,8,0.0042385733485494565,0.001583479383367864,0.0037608912183469956,0.007029559792560113
logreg_gd,ood,ldro_pep,K,9,0.003526175056951339,0.0012410884782471155,0.0030812739133103118,0.006009377433333929
logreg_gd,ood,ldro_pep,K,10,0.002944163869751812,0.0009588738912536255,0.0025197044139205205,0.0052029159690499096
logreg_gd,ood,ldro_pep,K,11,0.002478849048155648,0.0007428014586604526,0.0020623697571208466,0.004529858646725099
logreg_gd,ood,ldro_pep,K,12,0.002110465238447374,0.0005937308905472893,0.001722862392519231,0.0039823659312449135
logreg_gd,ood,ldro_pep,K,13,0.0018274387509245032,0.0004743011926402696,0.0014584505010280802,0.0035418529544895883
logreg_gd,ood,ldro_pep,K,14,0.00158469132231906,0.0003899798785826192,0.0012642985472062773,0.0031446674639858895
logreg_gd,ood,ldro_pep,K,15,0.0013841275725947528,0.000320020868393861,0.0011067134975378534,0.0027986106617103323
logreg_gd,ood,ldro_pep,matvec_budget,2,0.057287141695367694,0.04345302079448289,0.05682235766528518,0.07099683477907885
logreg_gd,ood,ldro_pep,matvec_budget,4,0.03923750816943441,0.02842212568540307,0.03841266426786605,0.051050277618811785
logreg_gd,ood,ldro_pep,matvec_budget,6,0.02076304105965097,0.013069450227521267,0.019917771349734215,0.0293291361422781
logreg_gd,ood,ldro_pep,matvec_budget,8,0.01309897679451833,0.0075186029732499104,0.012457601455731132,0.019195944798039554
logreg_gd,ood,ldro_pep,matvec_budget,10,0.009908247376195287,0.005218448702611051,0.009335145913314608,0.015070039374074851
logreg_gd,ood,ldro_pep,matvec_budget,12,0.006657469537412146,0.0030590086125450557,0.006195953822413253,0.01070641132144624
logreg_gd,ood,ldro_pep,matvec_budget,14,0.005262014392269997,0.002185735838819669,0.004788487431321015,0.008647671427048448
logreg_gd,ood,ldro_pep,matvec_budget,16,0.0042385733485494565,0.001583479383367864,0.0037608912183469956,0.007029559792560113
logreg_gd,ood,ldro_pep,matvec_budget,18,0.003526175056951339,0.0012410884782471155,0.0030812739133103118,0.006009377433333929
logreg_gd,ood,ldro_pep,matvec_budget,20,0.002944163869751812,0.0009588738912536255,0.0025197044139205205,0.0052029159690499096
logreg_gd,ood,ldro_pep,matvec_budget,22,0.002478849048155648,0.0007428014586604526,0.0020623697571208466,0.004529858646725099
logreg_gd,ood,ldro_pep,matvec_budget,24,0.002110465238447374,0.0005937308905472893,0.001722862392519231,0.0039823659312449135
logreg_gd,ood,ldro_pep,matvec_budget,26,0.0018274387509245032,0.0004743011926402696,0.0014584505010280802,0.0035418529544895883
logreg_gd,ood,ldro_pep,matvec_budget,28,0.00158469132231906,0.0003899798785826192,0.0012642985472062773,0.0031446674639858895
logreg_gd,ood,ldro_pep,matvec_budget,30,0.0013841275725947528,0.000320020868393861,0.0011067134975378534,0.0027986106617103323
logreg_gd,ood,lpep,K,1,0.05661319772674251,0.0428602450090763,0.05610962079988449,0.07028091387800654
logreg_gd,ood,lpep,K,2,0.04843641337861585,0.03652829906976698,0.047524308029019885,0.06109500213998294
logreg_gd,ood,lpep,K,3,0.032382914871661145,0.022845343921151184,0.03150830082680811,0.04275827889089147
logreg_gd,ood,lpep,K,4,0.016530103667229724,0.010088756636535263,0.01589658790676826,0.02403230657191845
logreg_gd,ood,lpep,K,5,0.01700687044186509,0.01056017450119492,0.01633641007414169,0.02441909767016551
logreg_gd,ood,lpep,K,6,0.013057359482283858,0.007466329522583754,0.012411292515146943,0.019205602727378257
logreg_gd,ood,lpep,K,7,0.010407781351723261,0.00564103758749771,0.009871838135824984,0.01555896021017562
logreg_gd,ood,lpep,K,8,0.008477598365966978,0.004274966615262693,0.007921717487208657,0.012965987038796655
logreg_gd,ood,lpep,K,9,0.007027191031871739,0.0032930401764627473,0.006507007668331927,0.011014910747731987
logreg_gd,ood,lpep,K,10,0.005975503053417991,0.0026164982005808302,0.005448177778449165,0.009505958880074982
logreg_gd,ood,lpep,K,11,0.005030539791639226,0.0020432110227937283,0.004528649047699174,0.008224605598766931
logreg_gd,ood,lpep,K,12,0.004326826140870271,0.0016370247584410803,0.0038478107066931277,0.007129476142082824
logreg_gd,ood,lpep,K,13,0.003755046932642019,0.001341050837770913,0.003286441885749447,0.006279870256106807
logreg_gd,ood,lpep,K,14,0.0032844359860218645,0.0011277333133440537,0.002840352077370184,0.005617638001360198
