problem,split,method,axis,x,mean,q10,median,q90
lasso,test,ldro_pep,matvec_budget,18,2.0872853281391497,1.0793249856487013,1.987643772571177,3.131952476903836
lasso,test,ldro_pep,matvec_budget,20,1.6529895658363365,0.7794322866388089,1.5782329154347394,2.6052936752425397
lasso,test,ldro_pep,matvec_budget,22,0.9034089262422192,0.35044486436502537,0.8691711063711942,1.5919652738610917
lasso,test,ldro_pep,matvec_budget,24,0.20645010976817632,0.0334738868650522,0.1604374903004615,0.4397105084397919
lasso,test,ldro_pep,matvec_budget,26,0.09332429387156618,0.007818777795445087,0.060547330669193045,0.22995956396714415
lasso,test,ldro_pep,matvec_budget,28,0.19635152928683577,0.029628101715979592,0.1509114086419192,0.43078826355952027
lasso,test,ldro_pep,matvec_budget,30,0.08892487075423372,0.007441765029131631,0.05773076929448884,0.22022775889659596
lasso,test,lpep,K,1,21.673548510365325,15.965757462506664,20.952604253637542,28.485741361206586
lasso,test,lpep,K,2,14.00706806834999,10.469859252292641,13.685715487544545,18.200576691428587
lasso,test,lpep,K,3,10.923174889383498,8.04069644099984,10.702299193776602,14.31325480689767
lasso,test,lpep,K,4,8.122941165839432,5.762937315603907,7.917821352417864,10.806927671119317
lasso,test,lpep,K,5,6.741880494430314,4.684507048565189,6.525877545609497,9.08731323951216
lasso,test,lpep,K,6,5.945616437341421,4.0307874476490415,5.797724110970181,8.06603952462828
lasso,test,lpep,K,7,4.790659202514954,3.0890290168426233,4.6456399896617775,6.604263923710985
lasso,test,lpep,K,8,3.885904106122017,2.3823577636148117,3.7579164259618176,5.32794337769514
lasso,test,lpep,K,9,3.681024694344731,2.2280179863850367,3.556451893665641,5.04200727587598
lasso,test,lpep,K,10,3.0749134113680956,1.7794952773452295,2.957659284568157,4.32713771721851
lasso,test,lpep,K,11,2.685748335624591,1.512528878741174,2.594799506868311,3.850383549490924
lasso,test,lpep,K,12,2.2628459807595314,1.2118385228330486,2.1781343996849873,3.351041610141162
lasso,test,lpep,K,13,1.7379713151736802,0.8485430348304551,1.6749643093748396,2.6816043258372746
lasso,test,lpep,K,14,1.6806491287620087,0.8153932236407556,1.6208158996624675,2.603072824388785
lasso,test,lpep,K,15,1.3104370182935399,0.5817700385182356,1.2734206587998589,2.123799989424438
lasso,test,lpep,matvec_budget,2,21.673548510365325,15.965757462506664,20.952604253637542,28.485741361206586
lasso,test,lpep,matvec_budget,4,14.00706806834999,10.469859252292641,13.685715487544545,18.200576691428587
lasso,test,lpep,matvec_budget,6,10.923174889383498,8.04069644099984,10.702299193776602,14.31325480689767
lasso,test,lpep,matvec_budget,8,8.122941165839432,5.762937315603907,7.917821352417864,10.806927671119317
lasso,test,lpep,matvec_budget,10,6.741880494430314,4.684507048565189,6.525877545609497,9.08731323951216
lasso,test,lpep,matvec_budget,12,5.945616437341421,4.0307874476490415,5.797724110970181,8.06603952462828
lasso,test,lpep,matvec_budget,14,4.790659202514954,3.0890290168426233,4.6456399896617775,6.604263923710985
lasso,test,lpep,matvec_budget,16,3.885904106122017,2.3823577636148117,3.7579164259618176,5.32794337769514
lasso,test,lpep,matvec_budget,18,3.681024694344731,2.2280179863850367,3.556451893665641,5.04200727587598
lasso,test,lpep,matvec_budget,20,3.0749134113680956,1.7794952773452295,2.957659284568157,4.32713771721851
lasso,test,lpep,matvec_budget,22,2.685748335624591,1.512528878741174,2.594799506868311,3.850383549490924
lasso,test,lpep,matvec_budget,24,2.2628459807595314,1.2118385228330486,2.1781343996849873,3.351041610141162
lasso,test,lpep,matvec_budget,26,1.7379713151736802,0.8485430348304551,1.6749643093748396,2.6816043258372746
lasso,test,lpep,matvec_budget,28,1.6806491287620087,0.8153932236407556,1.6208158996624675,2.603072824388785
lasso,test,lpep,matvec_budget,30,1.3104370182935399,0.5817700385182356,1.2734206587998589,2.123799989424438
lasso,test,backtracking,K,1,22.889989044384997,16.907498029322987,22.3089775744003,29.94217312771872
lasso,test,backtracking,K,2,11.534360630855923,8.522584872979055,11.260054809435912,15.092984904549631
lasso,test,backtracking,K,3,6.117927590212551,3.840552520164655,5.629367113503529,9.199076301084823
lasso,test,backtracking,K,4,3.8985986242020223,1.8369938865630941,3.68103652146738,6.258761960724792
lasso,test,backtracking,K,5,2.4257415002539036,0.9431586692956189,2.228943638557192,4.153023921942386
lasso,test,backtracking,K,6,1.4579482779279123,0.46696230390523974,1.333229751535523,2.590719358017994
lasso,test,backtracking,K,7,0.8895129561176847,0.20875044089344996,0.7626091893107372,1.761777765882433
lasso,test,backtracking,K,8,0.5340870010977385,0.08008237450040986,0.42711873834642944,1.1588594242687258
lasso,test,backtracking,K,9,0.3182109926784812,0.02742119267813017,0.2272500408838667,0.7956706101183898
lasso,test,backtracking,K,10,0.18566875063485413,0.011142955670080213,0.11071502822182389,0.48844690547296776
lasso,test,backtracking,K,11,0.11013520841853762,0.004055908563644907,0.05835933863292553,0.29038219603778903
lasso,test,backtracking,K,12,0.06453315987158792,0.00115942951760033,0.02784897836171396,0.185297183506539
lasso,test,backtracking,K,13,0.03750368047274847,0.00042971142408330113,0.014646489664025708,0.11748107611468299
lasso,test,backtracking,K,14,0.022618924319108325,0.00018038385735827953,0.007141842676093191,0.07176378603269953
lasso,test,backtracking,K,15,0.01329562906424324,5.759544589913901e-05,0.0033789285497771715,0.03871806465511127
lasso,test,backtracking,matvec_budget,2,71.77726567256042,48.205229516564,69.39430814820375,99.70861899386223
lasso,test,backtracking,matvec_budget,4,22.889989044384997,16.907498029322987,22.3089775744003,29.94217312771872
lasso,test,backtracking,matvec_budget,6,22.857125759680414,16.907498029322987,22.3089775744003,29.94217312771872
lasso,test,backtracking,matvec_budget,8,11.534360630855923,8.522584872979055,11.260054809435912,15.092984904549631
lasso,test,backtracking,matvec_budget,10,6.117927590212551,3.840552520164655,5.629367113503529,9.199076301084823
lasso,test,backtracking,matvec_budget,12,4.190535674718818,1.8369938865630941,3.7570038822428664,6.782709875306625
lasso,test,backtracking,matvec_budget,14,2.9295187467356647,0.9431586692956189,2.3819649319917566,6.117443038001727
lasso,test,backtracking,matvec_budget,16,2.0427088650054706,0.46696230390523974,1.655963616709263,4.153023921942386
lasso,test,backtracking,matvec_budget,18,1.3288400554299984,0.20875044089344996,1.1253234912672134,2.590719358017994
lasso,test,backtracking,matvec_budget,20,0.8835702545754054,0.08352873318692142,0.7431488666053649,1.789239818722609
lasso,test,backtracking,matvec_budget,22,0.5827894625809604,0.029951585260968375,0.42711873834642944,1.3301690645150528
lasso,test,backtracking,matvec_budget,24,0.36993132523429684,0.012262476881068452,0.22953485492458015,0.984900542524129
lasso,test,backtracking,matvec_budget,26,0.24014149480162503,0.004517657142812226,0.12638926717710142,0.6794837302914841
lasso,test,backtracking,matvec_budget,28,0.1542604303136328,0.002035021256972947,0.06324241491719818,0.4832026468332316
lasso,test,backtracking,matvec_budget,30,0.09884939863128055,0.0009645264751108942,0.03501966376061816,0.2855740995882365
lasso,ood,ldro_pep,K,1,48.87215424327637,34.32415325678421,48.96507965392169,64.4443065421234
lasso,ood,ldro_pep,K,2,31.690565847420004,22.95998479174683,31.9482467790778,41.00457149879091
lasso,ood,ldro_pep,K,3,25.474289062133344,16.65980407197996,25.340430674756036,34.90724306774671
lasso,ood,ldro_pep,K,4,18.467054308750104,13.235231052062398,18.753304351482583,23.788847209538147
lasso,ood,ldro_pep,K,5,17.44404620422442,12.44278594855038,17.683428595659525,22.370841886407316
lasso,ood,ldro_pep,K,6,15.285861518217596,9.65810830327957,15.252022399663648,21.213774451998606
lasso,ood,ldro_pep,K,7,9.57937787451,5.305839533457895,9.320876054855447,14.245689563313608
lasso,ood,ldro_pep,K,8,6.578461802032946,3.798628446146687,6.4376775414056695,9.400380738292045
lasso,ood,ldro_pep,K,9,7.0582575806851455,4.239080308212014,6.915088573680029,10.078902899077598
lasso,ood,ldro_pep,K,10,6.341596952982917,3.481047223496018,6.153294610524524,9.51872691327016
lasso,ood,ldro_pep,K,11,4.0612816571695385,2.038481832031045,3.896754941751503,6.32515591909863
lasso,ood,ldro_pep,K,12,1.5379990829790966,0.42975364882171724,1.415453320861154,2.8800005236627304
lasso,ood,ldro_pep,K,13,0.8753309604838845,0.17000135916087444,0.739319598142977,1.7421418960018953
lasso,ood,ldro_pep,K,14,1.4593910062643993,0.422771539706028,1.331418497876797,2.70203183812649
lasso,ood,ldro_pep,K,15,0.8220405110426829,0.16224135983423693,0.704830808647273,1.6244575176379463
lasso,ood,ldro_pep,matvec_budget,2,48.87215424327637,34.32415325678421,48.96507965392169,64.4443065421234
lasso,ood,ldro_pep,matvec_budget,4,31.690565847420004,22.95998479174683,31.9482467790778,41.00457149879091
lasso,ood,ldro_pep,matvec_budget,6,25.474289062133344,16.65980407197996,25.340430674756036,34.90724306774671
lasso,ood,ldro_pep,matvec_budget,8,18.467054308750104,13.235231052062398,18.753304351482583,23.788847209538147
lasso,ood,ldro_pep,matvec_budget,10,17.44404620422442,12.44278594855038,17.683428595659525,22.370841886407316
lasso,ood,ldro_pep,matvec_budget,12,15.285861518217596,9.65810830327957,15.252022399663648,21.213774451998606
lasso,ood,ldro_pep,matvec_budget,14,9.57937787451,5.305839533457895,9.320876054855447,14.245689563313608
lasso,ood,ldro_pep,matvec_budget,16,6.578461802032946,3.798628446146687,6.4376775414056695,9.400380738292045
lasso,ood,ldro_pep,matvec_budget,18,7.0582575806851455,4.239080308212014,6.915088573680029,10.078902899077598
lasso,ood,ldro_pep,matvec_budget,20,6.341596952982917,3.481047223496018,6.153294610524524,9.51872691327016
lasso,ood,ldro_pep,matvec_budget,22,4.0612816571695385,2.038481832031045,3.896754941751503,6.32515591909863
lasso,ood,ldro_pep,matvec_budget,24,1.5379990829790966,0.42975364882171724,1.415453320861154,2.8800005236627304
lasso,ood,ldro_pep,matvec_budget,26,0.8753309604838845,0.17000135916087444,0.739319598142977,1.7421418960018953
lasso,ood,ldro_pep,matvec_budget,28,1.4593910062643993,0.422771539706028,1.331418497876797,2.70203183812649
lasso,ood,ldro_pep,matvec_budget,30,0.8220405110426829,0.16224135983423693,0.704830808647273,1.6244575176379463
lasso,ood,lpep,K,1,48.678383332333226,33.63284766275433,49.059106785036114,63.72757080556431
lasso,ood,lpep,K,2,30.324761231097103,21.855204722291088,30.552484906641,39.016737641807815
lasso,ood,lpep,K,3,24.050304473596903,17.453901322869758,24.22517993255847,30.904518249103013
lasso,ood,lpep,K,4,18.798993855897827,13.497966325935792,19.095325322809405,24.175445480405177
lasso,ood,lpep,K,5,16.242751286578414,11.44805573511821,16.411801749922798,20.936165888827386
lasso,ood,lpep,K,6,14.766512233189681,10.306818985537603,14.856907024377179,19.30472507686457
lasso,ood,lpep,K,7,12.57170823046497,8.525388180855085,12.604801201919802,16.60283226279335
lasso,ood,lpep,K,8,10.803113316565973,7.0172475366920555,10.792346762644879,14.534468498859267
lasso,ood,lpep,K,9,10.388012990653937,6.699831483737761,10.346185934395539,14.03808143682511
lasso,ood,lpep,K,10,9.142772409724875,5.77365715432175,9.039182737123056,12.556758136738082
lasso,ood,lpep,K,11,8.313475681673621,5.187917374901019,8.172649938510276,11.566449037832506
lasso,ood,lpep,K,12,7.3754466004519035,4.5335442794130865,7.211103943655861,10.426528093244162
lasso,ood,lpep,K,13,6.15025919296444,3.488753040228836,5.959978430997385,8.822669857920898
lasso,ood,lpep,K,14,6.00018175540666,3.385022694426084,5.8027113548054565,8.633391099690098
lasso,ood,lpep,K,15,5.062972496498668,2.762597837149946,4.9375597994727904,7.426668947470849
lasso,ood,lpep,matvec_budget,2,48.678383332333226,33.63284766275433,49.059106785036114,63.72757080556431
lasso,ood,lpep,matvec_budget,4,30.324761231097103,21.855204722291088,30.552484906641,39.016737641807815
lasso,ood,lpep,matvec_budget,6,24.050304473596903,17.453901322869758,24.22517993255847,30.904518249103013
lasso,ood,lpep,matvec_budget,8,18.798993855897827,13.497966325935792,19.095325322809405,24.175445480405177
lasso,ood,lpep,matvec_budget,10,16.242751286578414,11.44805573511821,16.411801749922798,20.936165888827386
lasso,ood,lpep,matvec_budget,12,14.766512233189681,10.306818985537603,14.856907024377179,19.30472507686457
lasso,ood,lpep,matvec_budget,14,12.57170823046497,8.525388180855085,12.604801201919802,16.60283226279335
lasso,ood,lpep,matvec_budget,16,10.803113316565973,7.0172475366920555,10.792346762644879,14.534468498859267
lasso,ood,lpep,matvec_budget,18,10.388012990653937,6.699831483737761,10.346185934395539,14.03808143682511
lasso,ood,lpep,matvec_budget,20,9.142772409724875,5.77365715432175,9.039182737123056,12.556758136738082
lasso,ood,lpep,matvec_budget,22,8.313475681673621,5.187917374901019,8.172649938510276,11.566449037832506
lasso,ood,lpep,matvec_budget,24,7.3754466004519035,4.5335442794130865,7.211103943655861,10.426528093244162
lasso,ood,lpep,matvec_budget,26,6.15025919296444,3.488753040228836,5.959978430997385,8.822669857920898
lasso,ood,lpep,matvec_budget,28,6.00018175540666,3.385022694426084,5.8027113548054565,8.633391099690098
lasso,ood,lpep,matvec_budget,30,5.062972496498668,2.762597837149946,4.9375597994727904,7.426668947470849
lasso,ood,backtracking,K,1,50.69325658217073,35.352876985232,50.892827819646506,66.51430616017598
lasso,ood,backtracking,K,2,26.146243644024114,18.37845728255866,26.179407095939613,34.37625158408917
lasso,ood,backtracking,K,3,18.497849922496936,10.706093112303511,18.677306430347453,25.9681842836977
lasso,ood,backtracking,K,4,13.145528625076512,7.722634502325554,13.281978593961464,18.189077825760826
lasso,ood,backtracking,K,5,9.68387837996086,5.00162577549557,9.922352755286653,14.220265720516942
lasso,ood,backtracking,K,6,7.073717648392787,3.2299438465194195,7.088594596582672,10.89136810179665
lasso,ood,backtracking,K,7,5.262438441106748,1.9974437451247966,5.239454501342337,8.271092644312086
lasso,ood,backtracking,K,8,3.7853224205944382,1.249976341247804,3.804616565169443,6.077292992851956
lasso,ood,backtracking,K,9,2.7621566828626616,0.7518175200831124,2.6543223536111356,4.779418302045352
lasso,ood,backtracking,K,10,1.9744869582365616,0.42532513835240987,1.824135637607629,3.5202716696508545
lasso,ood,backtracking,K,11,1.4054365960114168,0.19426853145740286,1.2387673400923696,2.6504968847408534
lasso,ood,backtracking,K,12,0.9876878606084676,0.0848308108572617,0.8086982854573357,1.9678890935944835
lasso,ood,backtracking,K,13,0.6882268340410017,0.045279369438947385,0.5144507702778292,1.447888569159955
lasso,ood,backtracking,K,14,0.47706553391510237,0.01958253073634318,0.3094626413269346,1.0761147600176741
lasso,ood,backtracking,K,15,0.33116708326298616,0.00798141762689575,0.18404490047483435,0.8429761973852272
lasso,ood,backtracking,matvec_budget,2,179.64459360478847,113.40000760872499,182.53224694317475,243.29287342317392
lasso,ood,backtracking,matvec_budget,4,50.69325658217073,35.352876985232,50.892827819646506,66.51430616017598
lasso,ood,backtracking,matvec_budget,6,50.69325658217073,35.352876985232,50.892827819646506,66.51430616017598
lasso,ood,backtracking,matvec_budget,8,26.146243644024114,18.37845728255866,26.179407095939613,34.37625158408917
lasso,ood,backtracking,matvec_budget,10,20.270489243634906,10.706093112303511,19.080444481514746,31.98314464557446
lasso,ood,backtracking,matvec_budget,12,17.40322061399379,8.139172700262467,17.85178497403841,25.9681842836977
lasso,ood,backtracking,matvec_budget,14,12.841314479144915,5.7249385099750025,13.281978593961464,18.189077825760826
lasso,ood,backtracking,matvec_budget,16,9.736098150400718,4.759531458493168,9.939764342667672,14.493142520792741
lasso,ood,backtracking,matvec_budget,18,7.730187314243276,3.2299438465194195,7.4172668598736315,12.520280147709341
lasso,ood,backtracking,matvec_budget,20,6.324857357060624,1.9974437451247966,6.408270702201712,10.63971212742456
lasso,ood,backtracking,matvec_budget,22,4.934041551878275,1.249976341247804,4.994921777558556,8.271092644312086
lasso,ood,backtracking,matvec_budget,24,3.6997821215844753,0.7518175200831124,3.79927346816244,6.295698397649121
lasso,ood,backtracking,matvec_budget,26,2.865012331572862,0.48998309984343086,2.670725947150686,5.071037415972541
lasso,ood,backtracking,matvec_budget,28,2.256448949345744,0.2545402885357156,1.8696912743040368,4.442652879311848
lasso,ood,backtracking,matvec_budget,30,1.7654478058295908,0.12972030324393488,1.4561198834878724,3.500349540069465
logreg_fgm,test,ldro_pep,K,1,0.0897200310117663,0.07177564931499752,0.08740972777017922,0.11090124832390566
logreg_fgm,test,ldro_pep,K,2,0.0566474750493025,0.043310079938541184,0.05498350336834984,0.0734237755392938
logreg_fgm,test,ldro_pep,K,3,0.02270910823003854,0.01502841515887381,0.02120667217342656,0.03264303227694237
logreg_fgm,test,ldro_pep,K,4,0.012062220375682857,0.006437740275319248,0.01069577762022833,0.019896117836818404
logreg_fgm,test,ldro_pep,K,5,0.006090152834605354,0.0023095800603762317,0.005061970394238585,0.011598579327232732
logreg_fgm,test,ldro_pep,K,6,0.003978324149471098,0.001287323400125412,0.0032518894584462332,0.007871170793431687
logreg_fgm,test,ldro_pep,K,7,0.002770446428038908,0.0009320405104959239,0.0022808434510449838,0.005469478525807424
logreg_fgm,test,ldro_pep,K,8,0.0020866381586620397,0.0007822941495679691,0.0016458205139412152,0.004012631710495418
logreg_fgm,test,ldro_pep,K,9,0.0015841317851357486,0.0006953300385899031,0.0012573281422480487,0.002908399456227267
logreg_fgm,test,ldro_pep,K,10,0.0011671412417843885,0.0005340613223505486,0.0009283195545333189,0.002094105328010337
logreg_fgm,test,ldro_pep,K,11,0.0010032267351800079,0.00036643614346976714,0.0007458874424730588,0.0019340306365571657
logreg_fgm,test,ldro_pep,K,12,0.0005910652517261224,0.00022120561615405766,0.0004508097479209161,0.0010185382276171383
logreg_fgm,test,ldro_pep,K,13,0.00043176427447340425,0.00013776844404156385,0.00031176361629517424,0.0007467287269614209
logreg_fgm,test,ldro_pep,K,14,0.00043628762148632447,0.00018374358708036497,0.00037840050255733004,0.0007314903018437901
logreg_fgm,test,ldro_pep,K,15,0.0003332233410792442,5.437986121151207e-05,0.0001652961574246936,0.000689852433346666
logreg_fgm,test,ldro_pep,matvec_budget,2,0.0897200310117663,0.07177564931499752,0.08740972777017922,0.11090124832390566
logreg_fgm,test,ldro_pep,matvec_budget,4,0.0566474750493025,0.043310079938541184,0.05498350336834984,0.0734237755392938
logreg_fgm,test,ldro_pep,matvec_budget,6,0.02270910823003854,0.01502841515887381,0.02120667217342656,0.03264303227694237
logreg_fgm,test,ldro_pep,matvec_budget,8,0.012062220375682857,0.006437740275319248,0.01069577762022833,0.019896117836818404
logreg_fgm,test,ldro_pep,matvec_budget,10,0.006090152834605354,0.0023095800603762317,0.005061970394238585,0.011598579327232732
logreg_fgm,test,ldro_pep,matvec_budget,12,0.003978324149471098,0.001287323400125412,0.0032518894584462332,0.007871170793431687
logreg_fgm,test,ldro_pep,matvec_budget,14,0.002770446428038908,0.0009320405104959239,0.0022808434510449838,0.005469478525807424
logreg_fgm,test,ldro_pep,matvec_budget,16,0.0020866381586620397,0.0007822941495679691,0.0016458205139412152,0.004012631710495418
logreg_fgm,test,ldro_pep,matvec_budget,18,0.0015841317851357486,0.0006953300385899031,0.0012573281422480487,0.002908399456227267
logreg_fgm,test,ldro_pep,matvec_budget,20,0.0011671412417843885,0.0005340613223505486,0.0009283195545333189,0.002094105328010337
logreg_fgm,test,ldro_pep,matvec_budget,22,0.0010032267351800079,0.00036643614346976714,0.0007458874424730588,0.0019340306365571657
logreg_fgm,test,ldro_pep,matvec_budget,24,0.0005910652517261224,0.00022120561615405766,0.0004508097479209161,0.0010185382276171383
logreg_fgm,test,ldro_pep,matvec_budget,26,0.00043176427447340425,0.00013776844404156385,0.00031176361629517424,0.0007467287269614209
logreg_fgm,test,ldro_pep,matvec_budget,28,0.00043628762148632447,0.00018374358708036497,0.00037840050255733004,0.0007314903018437901
logreg_fgm,test,ldro_pep,matvec_budget,30,0.0003332233410792442,5.437986121151207e-05,0.0001652961574246936,0.000689852433346666
logreg_fgm,test,lpep,K,1,0.08847595078275436,0.07075329686077773,0.08619828081177489,0.10944343989092552
logreg_fgm,test,lpep,K,2,0.08024778994233293,0.0641682449750317,0.07734426971146971,0.10001841508261276
logreg_fgm,test,lpep,K,3,0.05050641547188914,0.038454421402374206,0.04835767413345868,0.06634156071781054
logreg_fgm,test,lpep,K,4,0.023861026275000724,0.015983091638091047,0.02234587211672387,0.03424768195066504
logreg_fgm,test,lpep,K,5,0.018943431280495977,0.011982904699727643,0.017485199234780674,0.028003501355355172
logreg_fgm,test,lpep,K,6,0.013176528940172318,0.0074906707302053515,0.011791076333665912,0.021001652192638103
logreg_fgm,test,lpep,K,7,0.008679578546361047,0.00425446601740081,0.0075767917449151845,0.014863009185725572
logreg_fgm,test,lpep,K,8,0.006007905974066944,0.0025071633901413816,0.005050243111516417,0.011146498042555951
logreg_fgm,test,lpep,K,9,0.004089846810474647,0.0013151161868597383,0.003333358573499118,0.008083019558820098
logreg_fgm,test,lpep,K,10,0.0033996943602034105,0.000985969978072404,0.0027740609030424412,0.006892190877089804
logreg_fgm,test,lpep,K,11,0.002167358456735576,0.0005109079098808811,0.0017197013607774814,0.004670652265720032
logreg_fgm,test,lpep,K,12,0.0019017256902442608,0.0003985834914552289,0.0014861136505792405,0.004180596489047194
logreg_fgm,test,lpep,K,13,0.0012587843572674853,0.0002692344329141949,0.0009309836944150496,0.0027822946210752987
logreg_fgm,test,lpep,K,14,0.0009747314436166954,0.00021886512482114374,0.0006923633429805898,0.0020812188548941283
logreg_fgm,test,lpep,K,15,0.0008230045885856081,0.00015137223187653982,0.0005427867558182864,0.0018042642273801812
logreg_fgm,test,lpep,matvec_budget,2,0.08847595078275436,0.07075329686077773,0.08619828081177489,0.10944343989092552
logreg_fgm,test,lpep,matvec_budget,4,0.08024778994233293,0.0641682449750317,0.07734426971146971,0.10001841508261276
logreg_fgm,test,lpep,matvec_budget,6,0.05050641547188914,0.038454421402374206,0.04835767413345868,0.06634156071781054
logreg_fgm,test,lpep,matvec_budget,8,0.023861026275000724,0.015983091638091047,0.02234587211672387,0.03424768195066504
logreg_fgm,test,lpep,matvec_budget,10,0.018943431280495977,0.011982904699727643,0.017485199234780674,0.028003501355355172
logreg_fgm,test,lpep,matvec_budget,12,0.013176528940172318,0.0074906707302053515,0.011791076333665912,0.021001652192638103
logreg_fgm,test,lpep,matvec_budget,14,0.008679578546361047,0.00425446601740081,0.0075767917449151845,0.014863009185725572
logreg_fgm,test,lpep,matvec_budget,16,0.006007905974066944,0.0025071633901413816,0.005050243111516417,0.011146498042555951
logreg_fgm,test,lpep,matvec_budget,18,0.004089846810474647,0.0013151161868597383,0.003333358573499118,0.008083019558820098
logreg_fgm,test,lpep,matvec_budget,20,0.0033996943602034105,0.000985969978072404,0.0027740609030424412,0.006892190877089804
logreg_fgm,test,lpep,matvec_budget,22,0.002167358456735576,0.0005109079098808811,0.0017197013607774814,0.004670652265720032
logreg_fgm,test,lpep,matvec_budget,24,0.0019017256902442608,0.0003985834914552289,0.0014861136505792405,0.004180596489047194
logreg_fgm,test,lpep,matvec_budget,26,0.0012587843572674853,0.0002692344329141949,0.0009309836944150496,0.0027822946210752987
logreg_fgm,test,lpep,matvec_budget,28,0.0009747314436166954,0.00021886512482114374,0.0006923633429805898,0.0020812188548941283
logreg_fgm,test,lpep,matvec_budget,30,0.0008230045885856081,0.00015137223187653982,0.0005427867558182864,0.0018042642273801812
logreg_fgm,test,backtracking,K,1,0.14544238615446742,0.12146713192822114,0.1425047863891106,0.1747257632135201
logreg_fgm,test,backtracking,K,2,0.09812619657755825,0.08005172718616879,0.09524994027324771,0.12002502436775325
logreg_fgm,test,backtracking,K,3,0.06534177499143237,0.05129836913771786,0.06270844290683336,0.08332219748358448
logreg_fgm,test,backtracking,K,4,0.04325600821041564,0.032288175433982505,0.04127479859402389,0.057764290229742374
logreg_fgm,test,backtracking,K,5,0.028625889175486714,0.020069402158639338,0.02677062321692797,0.039864283779398386
logreg_fgm,test,backtracking,K,6,0.019050741932654356,0.01210779504339845,0.017670642217068155,0.028253208001606155
logreg_fgm,test,backtracking,K,7,0.012830357745193664,0.0072146695079895575,0.011469953579410802,0.020615460649308602
logreg_fgm,test,backtracking,K,8,0.008797206872447555,0.004318009734952183,0.007681680778122646,0.015063071686805906
logreg_fgm,test,backtracking,K,9,0.006171190382336585,0.0025779741015142968,0.005200295873481919,0.011413874702020758
logreg_fgm,test,backtracking,K,10,0.004442800103684356,0.001484654888702458,0.0036173680664786656,0.008692028505618815
logreg_fgm,test,backtracking,K,11,0.003284884905412282,0.0009246596910270965,0.002695874481536825,0.0066732759647711295
logreg_fgm,test,backtracking,K,12,0.0024899188075451794,0.0006317929449927151,0.0019984914026217326,0.0052201343079399986
logreg_fgm,test,backtracking,K,13,0.0019274730947892848,0.00045119354392336166,0.0015261793001433432,0.0041432257812390955
logreg_fgm,test,backtracking,K,14,0.0015162494312822245,0.00034928242050780714,0.0011624695739766433,0.0033601898773611806
logreg_fgm,test,backtracking,K,15,0.001205957661784202,0.0002882478628928986,0.0008885488642857986,0.0025951154884552015
logreg_fgm,test,backtracking,matvec_budget,2,0.14544238615446742,0.12146713192822114,0.1425047863891106,0.1747257632135201
logreg_fgm,test,backtracking,matvec_budget,4,0.09812619657755825,0.08005172718616879,0.09524994027324771,0.12002502436775325
logreg_fgm,test,backtracking,matvec_budget,6,0.06534177499143237,0.05129836913771786,0.06270844290683336,0.08332219748358448
