iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3
0,0.08101394567734553,0.04312956916160639,2.963600143790245,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,0.0822920344436606,0.04312951906387861,4.30154815595597,0.09262796559406586,9.999999999999159e-07,1.2426516371464305,1.2426516371451444,1.2426471781458,1.2426516371228076
2,0.08051669359830999,0.043128471234635736,4.033749260939658,0.09299520125964574,2.097999999999987e-05,1.2426984082609707,1.242698474249985,1.2426003913443442,1.24269805384453
3,0.0824252493338352,0.04312643177878036,0.3906810646876693,0.09194626257400669,4.095999999999993e-05,1.2427897580544216,1.2427900742023181,1.2425094603124416,1.2427874484628232
4,0.08391375926842748,0.04312346567449533,0.3811587570235133,0.08057505041562357,6.0939999999999996e-05,1.242925578703674,1.242926752462149,1.2423974429156301,1.2428898504430979
5,0.08188534408547496,0.04311971847123083,0.3793512168340385,0.09259824669800407,8.091999999999984e-05,1.2431060153791407,1.243108052188865,1.2422395434070026,1.2430169154660773
6,0.08163349221251612,0.043115309335105566,0.37401462998241186,0.09632595962276098,0.0001008999999999999,1.2433310419447035,1.24333341712316,1.242033875606187,1.2431597458263486
7,0.08274228643140416,0.04311003683169629,0.37664586398750544,0.09249529544387863,0.00012087999999999997,1.2436009538339494,1.2436032808143735,1.2417833343586335,1.2433339466604136
8,0.0812642566421926,0.043104036511605354,0.37949109822511673,0.09084313873625824,0.00014085999999999992,1.2439152853332014,1.2439151101293264,1.24148706613951,1.2435305726125396
9,0.07491667646381325,0.04309731672466371,0.37697486532852054,0.09375723471807532,0.00016083999999999998,1.2442736793311524,1.2442650455626107,1.241141971565902,1.2437564600522124
10,0.07858819676216526,0.043089930638245455,0.3792516468092799,0.09472111431147157,0.00018081999999999983,1.2446766528667785,1.2446557273152352,1.240748623983139,1.2440025476340533
11,0.08065930786170517,0.043081976385152196,0.3760428908281028,0.0956101048917701,0.0002007999999999999,1.2451239766089293,1.2450917832594381,1.2403063899414049,1.244255414582565
12,0.08170878869072795,0.04307257280889131,0.38078420516103506,0.08740277503366772,0.00022077999999999996,1.2456165757851525,1.2455745065209742,1.239830554552764,1.2445817958469045
13,0.08300931249524812,0.04306230163188633,0.37786835012957454,0.09116950199645166,0.0002407599999999999,1.2461540634269979,1.2461042151168558,1.2393112813571536,1.2449359265495952
14,0.08503163267345934,0.043049982798093606,0.3846996151842177,0.08207484580135606,0.00026074,1.2467363060848762,1.2466885604830003,1.2387903156612297,1.245380918393429
15,0.0800465191669622,0.043038046761016586,0.3811421673744917,0.0973862152416021,0.00028071999999999993,1.2473622427730215,1.2473045994077665,1.23820933298185,1.2457678104735266
16,0.07862768531641487,0.04302466784016317,0.5311597250401974,0.08262510431233462,0.0003007,1.2480315664399522,1.2479629405891945,1.2375975289107337,1.2462317129001588
17,0.08592863074279766,0.043009425771950445,0.3720320509746671,0.08556714534444453,0.00032068000000000005,1.248747067292443,1.2486788820729968,1.2369691608220676,1.2467794198733113
18,0.07662634326709916,0.04299368922788222,0.380429913289845,0.09005759312058287,0.00034066,1.2495060913359002,1.2494305729507669,1.2362869060280917,1.2473432355092577
19,0.08592557857999503,0.042978252867815654,0.37956131901592016,0.09799056582598151,0.00036063999999999996,1.2503119089856993,1.2502299373221462,1.235544717732628,1.2478363756238882
20,0.08745122967860994,0.042961467026136776,0.3828118252567947,0.0896867729596476,0.0003806199999999999,1.2511643612885113,1.25107937825399,1.2347664066620463,1.248391294519754
21,0.08114741654862585,0.04294271986140307,0.37495637498795986,0.08383186199859069,0.0004006,1.252061959219468,1.2519777529798586,1.2339727395633262,1.249048950090076
22,0.08460007976709288,0.04292300864053516,0.38262398401275277,0.09082017121982938,0.00042057999999999993,1.2530055583329587,1.252929367488398,1.2331335826285752,1.2497383680953378
23,0.08285633159096016,0.042901184789702757,0.37765916902571917,0.08226885703554346,0.0004405599999999999,1.2539934472691041,1.2539354377499803,1.2322889321922401,1.2505306571882349
24,0.08219840900953523,0.04287900195249089,0.38185250107198954,0.09251459697365384,0.00046053999999999995,1.25502692580851,1.2549790050428073,1.2313840485101895,1.2513285638503588
25,0.08033260403039422,0.04285364122606481,0.39165664883330464,0.07941814665206899,0.0004805199999999999,1.2561035410110637,1.2560759326874422,1.230535972238986,1.2522721277247544
26,0.08294482993993735,0.04282798341503382,0.38348919805139303,0.09349442768884897,0.0005005,1.2572270637785317,1.2572207629841343,1.2296205560353455,1.2532104299959932
27,0.08062375313987538,0.04280210572148707,0.37991049978882074,0.09159157923731927,0.00052048,1.2583953258309677,1.2584041142286404,1.2286384827969528,1.2541475751854205
28,0.0868463298831888,0.04277406033622011,0.37991658970713615,0.08589733952585282,0.00054046,1.2596116793269334,1.2596494226937134,1.2276527200343352,1.2551801143891905
29,0.07978348570030024,0.04274657409209788,0.38694725558161736,0.09346084231329015,0.00056044,1.2608711836174737,1.2609201727342394,1.22658416616304,1.2561679645896036
30,0.08343533301284345,0.0427169360688406,0.3770044958218932,0.08287830269344937,0.0005804199999999999,1.2621751536217696,1.262250279948262,1.2255112147717053,1.2572576307595775
31,0.08092333378667525,0.042687242998444334,0.3833028678782284,0.09179810506345541,0.0006004,1.2635256777313097,1.2636070944383535,1.2243697527173716,1.2583426344283775
32,0.07983299065716283,0.04265769674685313,0.38537969812750816,0.0959684930972695,0.00062038,1.2649233194208538,1.2650058262721777,1.2231460672133256,1.2594002979238552
33,0.07682132917989423,0.04262826370455901,0.3851168258115649,0.0928666393505324,0.00064036,1.2663639438519008,1.2664332405072491,1.221844371780475,1.260448064932003
34,0.08175952559811586,0.042597808667925764,0.38413231167942286,0.08852215764574552,0.00066034,1.267850498777067,1.2679055946232485,1.2205009350339835,1.2615393043552465
35,0.08118984444472968,0.042563853357455814,0.3797020590864122,0.0811968336944251,0.0006803200000000001,1.2693828073786109,1.2694355247372566,1.2192078827892086,1.2628100429299725
36,0.07964878114831545,0.042528349005600576,0.3829027251340449,0.08539100572322088,0.0007003,1.2709601182114985,1.2710158779192662,1.217886326880888,1.2641585728758502
37,0.07713761121167269,0.04249354646547117,0.37897142488509417,0.09342750095975375,0.00072028,1.272579841009982,1.2726165169422223,1.2164691033052726,1.2654674683524987
38,0.0785804715318964,0.04245952641674248,0.3781615518964827,0.09331842664000714,0.00074026,1.2742439263145715,1.2742259905342221,1.2149642559814993,1.2667301686237369
39,0.07809602983980223,0.04242444428926589,0.3754261778667569,0.08707254182899579,0.00076024,1.2759526011206326,1.27588943372893,1.2134198518314592,1.2680306911412647
40,0.07335293915167987,0.04238679404076449,0.39343319879844785,0.07962591793704958,0.0007802200000000001,1.2777023927492326,1.277593851461568,1.2118895642694139,1.2694808268644677
41,0.07979177814317834,0.04234906254113126,0.3825624641031027,0.09132714916906887,0.0008002,1.2794993429596864,1.2793375235248625,1.2102870245990391,1.270918680109553
42,0.07786040327472113,0.04231167194253848,0.37845943309366703,0.08884673245109621,0.00082018,1.281337884726334,1.2811046737394074,1.2086121034736819,1.2723256374362755
43,0.07791202954669063,0.04227457556212178,0.383686828892678,0.09177000450386505,0.00084016,1.2832217636062684,1.2829029498646523,1.2068585402293577,1.2736998891840334
44,0.07820711142240433,0.042235828326076016,0.3816309403628111,0.0864491870298796,0.00086014,1.285152077948556,1.284766646172025,1.2050783700018741,1.275143213448139
45,0.08856306792236573,0.042193197053133694,0.38671998400241137,0.08614335903954677,0.00088012,1.287137088042862,1.2867328794176527,1.2033404712358697,1.2767589211722332
46,0.08320554441603409,0.042148269989984714,0.38226300198584795,0.08444118233092875,0.0009001,1.289171407657637,1.2887525752800568,1.2016085225883397,1.2784858847742981
47,0.0775404528999433,0.04210292006714815,0.37494739471003413,0.08646503181997951,0.0009200800000000001,1.2912485373068718,1.290786717988999,1.1998179833133567,1.2802527458285033
