i,K,obj_val
0.0,1.0,0.014595968608316499
0.0,2.0,0.0039377253966277545
0.0,3.0,0.0017396702695006618
0.0,4.0,0.0009227204950286283
0.0,5.0,0.000543887036732333
0.0,6.0,0.0003465798307976023
0.0,7.0,0.0002352496571794658
0.0,8.0,0.00016827859291694192
0.0,9.0,0.00012573535209392457
0.0,10.0,9.738127661206696e-05
0.0,11.0,7.765894466603583e-05
0.0,12.0,6.341101115897722e-05
0.0,13.0,5.277120799922764e-05
0.0,14.0,4.459617331247533e-05
0.0,15.0,3.8161618785052124e-05
0.0,16.0,3.299389845187893e-05
0.0,17.0,2.877368421727626e-05
0.0,18.0,2.5279325895817968e-05
0.0,19.0,2.235268314649128e-05
0.0,20.0,1.9878008354653173e-05
0.0,21.0,1.776858587279358e-05
0.0,22.0,1.5958081541201e-05
0.0,23.0,1.4394812477804351e-05
0.0,24.0,1.303786438616538e-05
0.0,25.0,1.1854401401698708e-05
0.0,26.0,1.081776129776712e-05
0.0,27.0,9.906078389196032e-06
0.0,28.0,9.101268171796735e-06
0.0,29.0,8.388264882886052e-06
0.0,30.0,7.75443934720594e-06
1.0,1.0,0.01522804188257904
1.0,2.0,0.005693510268334923
1.0,3.0,0.0030488147758960856
1.0,4.0,0.0018854854553324457
1.0,5.0,0.0012744988064969625
1.0,6.0,0.000915497938733745
1.0,7.0,0.0006871487926746416
1.0,8.0,0.0005330332934972173
1.0,9.0,0.0004241319727613169
1.0,10.0,0.00034432406445687654
1.0,11.0,0.00028408899338345595
1.0,12.0,0.00023751505380283634
1.0,13.0,0.00020077429219517555
1.0,14.0,0.00017129828895962498
1.0,15.0,0.00014731034259223846
1.0,16.0,0.00012754854094852098
1.0,17.0,0.00011109572815721975
1.0,18.0,9.727170221576355e-05
1.0,19.0,8.556290219552413e-05
1.0,20.0,7.557537749652447e-05
1.0,21.0,6.700261397502769e-05
1.0,22.0,5.960307446006198e-05
1.0,23.0,5.3184232055250976e-05
1.0,24.0,4.759102990464466e-05
1.0,25.0,4.269741349324436e-05
1.0,26.0,3.840003095547315e-05
1.0,27.0,3.461348631635946e-05
1.0,28.0,3.126672059413061e-05
1.0,29.0,2.8300222603247413e-05
1.0,30.0,2.566385742707348e-05
2.0,1.0,0.015331635973814024
2.0,2.0,0.0048708214503404785
2.0,3.0,0.0022070688943547716
2.0,4.0,0.0012055036932396592
2.0,5.0,0.0007470867465564941
2.0,6.0,0.0005001061432788737
2.0,7.0,0.0003526389592104289
2.0,8.0,0.0002583478667097622
2.0,9.0,0.0001949051553734702
2.0,10.0,0.00015043913398201796
2.0,11.0,0.00011821426793272641
2.0,12.0,9.421093621392149e-05
2.0,13.0,7.592546447304533e-05
2.0,14.0,6.173812541695519e-05
2.0,15.0,5.0564798856916136e-05
2.0,16.0,4.1657336445547486e-05
2.0,17.0,3.4485149158611914e-05
2.0,18.0,2.8662728157713475e-05
2.0,19.0,2.390396865694243e-05
2.0,20.0,1.9992586676684583e-05
2.0,21.0,1.676245907338523e-05
2.0,22.0,1.4084238284087466e-05
2.0,23.0,1.1856030793303364e-05
2.0,24.0,9.99676816527547e-06
2.0,25.0,8.441401339376103e-06
2.0,26.0,7.137355241845432e-06
2.0,27.0,6.041871634079868e-06
2.0,28.0,5.119989392069213e-06
2.0,29.0,4.34298994745471e-06
2.0,30.0,3.6871874261603683e-06
3.0,1.0,0.021270949482302386
3.0,2.0,0.006864789054078552
3.0,3.0,0.003277029215566562
3.0,4.0,0.0019423037802278594
3.0,5.0,0.0012809352826914325
3.0,6.0,0.000900938564027423
3.0,7.0,0.000662893031827046
3.0,8.0,0.0005042797764463914
3.0,9.0,0.0003935749985973562
3.0,10.0,0.0003134750296133948
3.0,11.0,0.0002538335732001043
3.0,12.0,0.0002083769681230257
3.0,13.0,0.0001730544948647049
3.0,14.0,0.00014515535450429102
3.0,15.0,0.00012281013250937887
3.0,16.0,0.00010469632741620462
3.0,17.0,8.985757436547116e-05
3.0,18.0,7.758892580796363e-05
3.0,19.0,6.736193467653022e-05
3.0,20.0,5.8774493868561474e-05
3.0,21.0,5.151650741591428e-05
3.0,22.0,4.534593631705631e-05
3.0,23.0,4.007179131468445e-05
3.0,24.0,3.5541867585176305e-05
3.0,25.0,3.1633772422490654e-05
3.0,26.0,2.8248275608848072e-05
3.0,27.0,2.5304321506086484e-05
3.0,28.0,2.2735245621395688e-05
3.0,29.0,2.048587484758449e-05
3.0,30.0,1.851028337514438e-05
4.0,1.0,0.013763739146664894
4.0,2.0,0.004613671959568668
4.0,3.0,0.002436514435679838
4.0,4.0,0.0014869015477224877
4.0,5.0,0.0009885401800102435
4.0,6.0,0.0006961203612563541
4.0,7.0,0.0005106139374457372
4.0,8.0,0.0003860402573116526
4.0,9.0,0.00029873858251129864
4.0,10.0,0.00023551732878764506
4.0,11.0,0.00018853563595694892
4.0,12.0,0.00015288582911232197
4.0,13.0,0.00012536430684368272
4.0,14.0,0.00010380661935459722
4.0,15.0,8.670821122123443e-05
4.0,16.0,7.299808073714693e-05
4.0,17.0,6.189836111058537e-05
4.0,18.0,5.2834266481680346e-05
4.0,19.0,4.53746698711159e-05
4.0,20.0,3.9191919838621455e-05
4.0,21.0,3.4034083081106454e-05
4.0,22.0,2.9705411066222607e-05
4.0,23.0,2.6052367354126706e-05
4.0,24.0,2.295348629579712e-05
4.0,25.0,2.0311916082920583e-05
4.0,26.0,1.8049870812604876e-05
4.0,27.0,1.6104458544992355e-05
4.0,28.0,1.4424513312395496e-05
4.0,29.0,1.2968167812551808e-05
4.0,30.0,1.1700978149682945e-05
5.0,1.0,0.01608291119725493
5.0,2.0,0.005977332811529363
5.0,3.0,0.0031137553049750293
5.0,4.0,0.001892312678377235
5.0,5.0,0.0012677318081777593
5.0,6.0,0.0009099546685796055
5.0,7.0,0.0006874716820618233
5.0,8.0,0.0005400437789295127
5.0,9.0,0.0004372230441931333
5.0,10.0,0.0003624314055614496
5.0,11.0,0.0003060930493995328
5.0,12.0,0.0002623996545830403
5.0,13.0,0.0002276779558717716
5.0,14.0,0.0001995186103381877
5.0,15.0,0.00017628920589624444
5.0,16.0,0.00015685101667896177
5.0,17.0,0.00014038848785169532
5.0,18.0,0.00012630340615833293
5.0,19.0,0.00011414739244597287
5.0,20.0,0.00010357775102542248
5.0,21.0,9.432792321784404e-05
5.0,22.0,8.618728739539002e-05
5.0,23.0,7.898707021854203e-05
5.0,24.0,7.25903340664677e-05
5.0,25.0,6.68847345483895e-05
5.0,26.0,6.177719396104903e-05
5.0,27.0,5.7189922257722574e-05
5.0,28.0,5.3057400928842145e-05
5.0,29.0,4.932406546166413e-05
5.0,30.0,4.5942501963852525e-05
6.0,1.0,0.018538688425028982
6.0,2.0,0.00653899996268887
6.0,3.0,0.003615072738082625
6.0,4.0,0.002246016439189557
6.0,5.0,0.0014971029394969715
6.0,6.0,0.0010468529907374559
6.0,7.0,0.000758221921294313
6.0,8.0,0.0005643582373711244
6.0,9.0,0.00042942091357955464
6.0,10.0,0.0003328045533738028
6.0,11.0,0.00026200926464298586
6.0,12.0,0.00020912187486129804
6.0,13.0,0.00016895581793611447
6.0,14.0,0.00013801201432791921
6.0,15.0,0.00011387144830811525
6.0,16.0,9.482635840342508e-05
6.0,17.0,7.964896461698891e-05
6.0,18.0,6.744235699162403e-05
6.0,19.0,5.7542003633902524e-05
6.0,20.0,4.9449296349468294e-05
6.0,21.0,4.2785859704730525e-05
6.0,22.0,3.7261602974039285e-05
6.0,23.0,3.2652040987780144e-05
6.0,24.0,2.878197312373136e-05
6.0,25.0,2.5513591080661194e-05
6.0,26.0,2.2737714805566476e-05
