i,K,obj_val,grad_sq_norm
0.0,1.0,95.06297926503767,1435.5910401568817
1.0,1.0,93.30977166865975,1422.4001353306712
2.0,1.0,95.67341463935156,1534.3157465165814
3.0,1.0,96.65781806915363,1542.0957112649378
4.0,1.0,98.96660456135928,1668.0683462303082
5.0,1.0,100.3850951425554,1512.6987036307871
6.0,1.0,97.91366345580724,1428.515559114226
7.0,1.0,92.43345716822077,1458.7814475919147
8.0,1.0,88.08034743844844,1363.9389438468852
9.0,1.0,102.49552079577634,1543.495819725128
10.0,1.0,89.66367866294456,1413.3396266135435
11.0,1.0,106.82234592553613,1583.643116703355
12.0,1.0,99.69551036909634,1505.93134220361
13.0,1.0,97.99201163087821,1390.3218359645066
14.0,1.0,88.22223056630753,1364.3682629243299
15.0,1.0,101.21665067893332,1558.1639783589812
16.0,1.0,94.72871425326312,1397.6095238553853
17.0,1.0,101.26693956463035,1556.7486599055835
18.0,1.0,104.04183902728806,1593.3392927342056
19.0,1.0,89.35746540165223,1231.6768442872235
20.0,1.0,108.61809610483728,1722.6769153575272
21.0,1.0,107.34468886351675,1576.4086493701666
22.0,1.0,86.79484431790999,1232.1778717290763
23.0,1.0,94.88340270787461,1559.1172610267938
24.0,1.0,89.19337760045937,1416.488459064987
25.0,1.0,102.97023844993278,1652.4435103373137
26.0,1.0,98.67639327790491,1482.2653163079167
27.0,1.0,106.77205498380152,1672.016777845292
28.0,1.0,94.24516851920802,1458.6866770103316
29.0,1.0,88.85419605585821,1340.3444432670683
30.0,1.0,102.92747062063015,1649.685908289308
31.0,1.0,100.96880174689619,1591.0541334999527
32.0,1.0,100.45386891297099,1592.7889558185852
33.0,1.0,99.51929716704774,1439.2954656986467
34.0,1.0,92.25240037915873,1425.094850137201
35.0,1.0,90.3666505564922,1315.4229399225208
36.0,1.0,96.87271065878207,1460.2504822154779
37.0,1.0,90.87038494497835,1348.5672492472781
38.0,1.0,105.45868836609569,1599.4230690981094
39.0,1.0,94.44150518463435,1465.6180871952852
40.0,1.0,93.8400517517899,1454.2135577844458
41.0,1.0,112.63296167832843,1850.3334339121345
42.0,1.0,92.61380233575748,1334.100216714217
43.0,1.0,100.43171645345082,1666.0780970998555
44.0,1.0,94.50611178375718,1374.619277854562
45.0,1.0,97.95074950794682,1450.6933395133392
46.0,1.0,109.94184880961265,1682.0143526943416
47.0,1.0,99.01047888106967,1533.0222352377273
48.0,1.0,88.02731887257076,1201.2797011329562
49.0,1.0,103.34559710415218,1558.2145754751646
50.0,1.0,103.20222856685798,1480.3278149303892
51.0,1.0,100.16162166724283,1604.0955807262203
52.0,1.0,101.39052151606691,1671.2786053276802
53.0,1.0,97.9980777440609,1489.3917043158087
54.0,1.0,96.34092473589212,1438.2943409879108
55.0,1.0,88.95827167154175,1356.8214502955175
56.0,1.0,101.22375102253895,1431.0017744801348
57.0,1.0,96.49372972453821,1433.759370092116
58.0,1.0,97.23150564091144,1449.2575313313282
59.0,1.0,93.86528316872659,1342.621056766619
60.0,1.0,93.11355466926526,1290.5182547972984
61.0,1.0,97.78957230313074,1560.1829030626902
62.0,1.0,91.01645994046282,1386.9296278299132
63.0,1.0,102.32498207489964,1454.974352092194
64.0,1.0,103.48099435972118,1527.6118705166373
65.0,1.0,96.85382815395735,1364.966597808127
66.0,1.0,95.15909149159472,1429.772746451922
67.0,1.0,93.31075000082242,1465.2018810750276
68.0,1.0,95.57100689306378,1359.994232655766
69.0,1.0,100.21992251916745,1504.641689489256
70.0,1.0,88.69388229949402,1304.0567094645894
71.0,1.0,100.36099048529397,1459.9273517845684
72.0,1.0,88.21341845635698,1252.659387912215
73.0,1.0,107.21488953422178,1543.9331694124626
74.0,1.0,91.97616615809591,1412.0636759898537
75.0,1.0,95.57468982521814,1476.2723835291642
76.0,1.0,100.36249994082328,1552.368372300045
77.0,1.0,92.91907634563877,1328.7523971342525
78.0,1.0,95.3078054488112,1446.8109087373975
79.0,1.0,95.66411249237493,1346.2029445321843
80.0,1.0,98.93824390965827,1497.1320609815557
81.0,1.0,81.88990536388863,1190.556622479866
82.0,1.0,99.78561574205872,1543.6390724719574
83.0,1.0,93.26778798571854,1284.0281823543212
84.0,1.0,92.81330663307638,1433.4504533866061
85.0,1.0,99.93063400928116,1467.6749787045765
86.0,1.0,95.51639024672387,1343.2275081988396
87.0,1.0,96.46268543985406,1531.8704228193578
88.0,1.0,103.65873927430252,1487.9469707384453
89.0,1.0,102.11833088501263,1676.722776042784
90.0,1.0,93.99147643059226,1369.7869976527732
91.0,1.0,101.74644935306361,1514.6982428407944
