iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,beta0,beta1,beta2,beta3,beta4,beta5,beta6
0,0.05686493197967122,0.00877367767849444,0.6054437499842606,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603
1,0.056770800118177714,0.008773621187767637,0.2788647909765132,0.04378057625350817,9.999999999999972e-07,1.250002236068893,1.2500022360685337,1.2500022360678629,1.25000223606655,1.2500022360636593,1.2500022360555727,1.2500022360088727,9.999998309942377e-07,0.2817545251247744,0.4340437827795408,0.5310648054032505,0.5987795940537112,0.6489243261163687,0.6876458540105603
2,0.05478422296843563,0.008773453390328895,0.23047812498407438,0.04252425623905675,2.980000000000002e-06,1.2500088989515445,1.2500088900947344,1.25000888207834,1.2500088757724792,1.2500088713669282,1.2500088691581521,1.2500088691944802,3.979154318779728e-06,0.281757500106232,0.4340467546510682,0.5310677747573654,0.5987825615739061,0.6489272925538293,0.6876458540105603
3,0.05708245965408074,0.008773173834411084,0.003459958010353148,0.04288035463939182,4.960000000000007e-06,1.25001998909331,1.250019965482848,1.2500199486392516,1.2500199383064305,1.2500199338989217,1.250019935122423,1.2500199407150774,8.937678459166719e-06,0.28176245204699907,0.4340517030956867,0.5310727211825499,0.5987875072915747,0.6489322387053431,0.6876458540105603
4,0.051479746003024573,0.00877278469036604,0.002866625029128045,0.03952164510739539,6.939999999999998e-06,1.2500354550924355,1.250035399192098,1.2500353614257869,1.2500353382783573,1.2500353274580351,1.2500353277608043,1.2500353360935965,1.585051631239113e-05,0.28176935061625663,0.43405859288012183,0.5310796050944112,0.598794387845578,0.6489391181359802,0.6876458540105603
5,0.05834852644175234,0.008772282486254513,0.0026757499435916543,0.043753746700339276,8.919999999999989e-06,1.250055375596478,1.2500552943443184,1.2500552418091526,1.250055214185438,1.2500552065898725,1.250055216293375,1.2500552369479494,2.475650720397004e-05,0.2817782453585346,0.43406748143463725,0.53108849066642,0.5988032730362751,0.648948005105995,0.6876458540105603
6,0.05503602626275994,0.00877166879136959,0.002816666034050286,0.042418019159257504,1.0899999999999994e-05,1.2500797246882143,1.2500796156375105,1.2500795455459472,1.2500795066124906,1.250079491986115,1.250079498788795,1.2500795199828536,3.5642757710895745e-05,0.28178911926768097,0.43407834806694384,0.5310993522034524,0.5988141312913321,0.6489588618418748,0.6876458540105603
7,0.05504889461282371,0.008770943452283618,0.002763250027783215,0.04225521083158463,1.2879999999999999e-05,1.2501084927752955,1.2501083644601156,1.2501082732367592,1.2501082204694203,1.2501081987451745,1.2501082041883718,1.2501082272684059,4.850483808442992e-05,0.2818019723962411,0.43409119238609045,0.5311121903409162,0.5988269658063304,0.6489716950693425,0.6876458540105603
8,0.05515327384884016,0.008770106325732304,0.0027539170114323497,0.041891742664077185,1.4860000000000003e-05,1.2501416622884773,1.2501415222224739,1.2501414200094225,1.250141365626914,1.2501413498216862,1.2501413653435218,1.2501413971148725,6.333554874547602e-05,0.2818167972861535,0.43410601191954806,0.5311270076469559,0.598841783651801,0.6489865154089245,0.6876458540105603
9,0.05585398300553943,0.0087691577860064,0.0032173339859582484,0.04255518179879133,1.6840000000000008e-05,1.2501792772631333,1.2501791120274899,1.250178989366852,1.2501789216542953,1.2501788986376374,1.2501789130448642,1.2501789491689974,8.015602441552877e-05,0.2818336048776295,0.43412281128004343,0.5311438009529965,0.5988585732390893,0.6490033035868912,0.6876458540105603
