iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,beta0,beta1,beta2,beta3
0,0.07094650206937911,0.032778142219966826,3.54422390460968,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796
1,0.07218321985189821,0.03277801330513225,4.700109953060746,0.09483196808483946,9.999999999999159e-07,1.242651637146374,1.2426516371460261,1.2426516371459568,1.2426516371450191,1.0000073968204582e-06,0.2817545251323943,0.43404378278725425,0.5310638054044796
2,0.07054077032531966,0.032775310828227724,4.3537072241306305,0.09399369111342684,2.097999999999987e-05,1.2426984060872162,1.2426984538585146,1.2426983323810878,1.2426982471366443,2.196683298113657e-05,0.28177551650112165,0.434064729195864,0.5310638054044796
3,0.07228901032050492,0.032770036233296246,0.3929060180671513,0.09490301132729544,4.095999999999993e-05,1.242789748405101,1.2427899475715023,1.2427893917494472,1.2427890457177757,6.291469007998654e-05,0.2818165289886878,0.43410558613161426,0.5310638054044796
4,0.07370276100540946,0.03276217704361052,0.42102047288790345,0.09511531989883838,6.0939999999999996e-05,1.2429255649846678,1.2429262023474923,1.2429253102788012,1.2429247152896075,0.00012379967970134698,0.28187761261150873,0.4341665473968289,0.5310638054044796
5,0.07185359083490608,0.032751763110962735,0.3986016698181629,0.09411155556381358,8.091999999999984e-05,1.2431059973228555,1.2431070171608853,1.243105075873952,1.2431039975042513,0.00020467756351018307,0.281958642188019,0.434247209363627,0.5310638054044796
6,0.07143799825117894,0.032738775737437685,0.372637081425637,0.09449710895533477,0.0001008999999999999,1.2433310170862681,1.2433320389282008,1.243329645812137,1.243328389331251,0.0003055307057730693,0.2820595511039517,0.43434795305456536,0.5310638054044796
7,0.07246754082825668,0.03272321062142545,0.3941684868186712,0.09637221798632489,0.00012087999999999997,1.2436009356083015,1.2436018205904094,1.2435988088967282,1.243597440042171,0.00042648229319468365,0.282180509043367,0.43446868704949715,0.5310638054044796
8,0.07122084145201356,0.03270511563861178,0.37054495606571436,0.0930637215534874,0.00014085999999999992,1.2439152754165657,1.2439159664023545,1.243911398710951,1.2439095735469683,0.0005673357085667369,0.28232131077142625,0.43460894471821676,0.5310638054044796
9,0.06518556175933646,0.03268452321474528,0.3780154399573803,0.09079276439535199,0.00016083999999999998,1.2442736378508636,1.2442738354210978,1.2442669121501353,1.2442644885034675,0.0007278946155519576,0.2824816773006351,0.434768494121548,0.5310638054044796
10,0.06862894318872258,0.032661420213936546,0.389135851059109,0.09288175971832956,0.00018081999999999983,1.2446765619505726,1.2446764533413586,1.244665208960391,1.2446611582010523,0.0009083979606518933,0.2826619785993084,0.4349473019296919,0.5310638054044796
11,0.07055607458083862,0.03263572241339717,0.3661884539760649,0.09351568311503468,0.0002007999999999999,1.2451238488838028,1.2451221909171006,1.2451106000546666,1.2451061759038995,0.001108701018441182,0.28286187590808626,0.4351470501393636,0.5310638054044796
12,0.07143458942812556,0.03260742668737096,0.412809572648257,0.09592643755533493,0.00022077999999999996,1.2456164465958655,1.245612562878754,1.245601903184119,1.2455977142236059,0.0013292654567116451,0.2830818572198396,0.43536731057157885,0.5310638054044796
13,0.0727699425082412,0.03257659337005636,0.41301542380824685,0.09446180206700404,0.0002407599999999999,1.246153960181223,1.2461484527629447,1.246136671949766,1.2461327431016627,0.0015699118252701049,0.2833220628197072,0.4356070820714399,0.5310638054044796
14,0.07459944964853676,0.03254314602021754,0.41920190025120974,0.09528501208311024,0.00026074,1.2467362230866823,1.246729426856474,1.2467186102732057,1.2467150800763473,0.0018305627260914235,0.28358256064301146,0.43586784430144354,0.5310638054044796
15,0.06981910658326662,0.03250717039843512,0.36019740998744965,0.09208140868832965,0.00028071999999999993,1.2473622513608393,1.2473525843737445,1.247346959588676,1.2473450638647565,0.0021106908575168615,0.2838622483811214,0.43614921652029626,0.5310638054044796
16,0.06862461466711796,0.032468710148178995,0.4049659171141684,0.0911705458478862,0.0003007,1.2480316770607451,1.248019493623874,1.2480198055948055,1.2480191361175363,0.002410127573441134,0.2841615100179904,0.4364503953774843,0.5310638054044796
