iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.012237094955936667,0.00032016308479450095,3.0761407541576773,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.013207628530213537,0.00032015958576696015,16.262535062851384,0.01537173031656167,9.999999999999159e-07,1.8873510877169664,1.887351087715053,1.8873510877127835,1.8873510877100454,1.8873510877059627,1.887351087695275,1.887351087685899,1.8873510874783532,1.8873510876323896,1.8873510876493875,1.8873510876703727,1.8873510874763009,1.8873510875733697,1.887345592545168,1.8873510876899715,1.0000063037235665e-06,0.28175452513049665,0.4340437827852535,0.53106480540912,0.5987795940601809,0.6489243261254063,0.6876468540120793,0.7185008534547264,0.7436920465908867,0.7646657175856247,0.782410243175892,0.7976233810103903,0.8108189838273457,0.8223756390325933,0.8325843815233089
2,0.013874620787949637,0.0003201009963870205,16.002467374084517,0.015848934509593307,2.097999999999987e-05,1.8874087548082723,1.887408789936884,1.8874088008465568,1.887408712423651,1.887408725365077,1.8874084041321264,1.8874087864012594,1.8873745046741055,1.8874079747550758,1.887404454346963,1.8874084915042642,1.8873995848453853,1.8874031723844884,1.887289825694743,1.8874073966327751,2.1988119039035885e-05,0.28177552636696696,0.4340647871688583,0.5310857960801234,0.598800576289818,0.6489452681237772,0.6876678064628458,0.7185214105937694,0.7437106831423491,0.7646708604509633,0.7824130481296209,0.797602767826575,0.8107986068372497,0.8223555486630797,0.8325843815233089
3,0.012812213914152791,0.0003199767025054916,13.083562278188765,0.01520671349964447,4.095999999999993e-05,1.88752124925344,1.8875212854166616,1.8875212902185734,1.8875211895935882,1.8875212009127404,1.887520452228409,1.8875208672649006,1.8874212415916731,1.8875182681821479,1.8875104334315476,1.8875171976353062,1.8874954117362597,1.88749108238335,1.8872080157988103,1.8875183951433774,6.29217189163547e-05,0.28181645738988576,0.434105707726555,0.5311267117590237,0.5988414762335357,0.6489861119877404,0.6877086026193303,0.7185617156897005,0.7437485996020392,0.7646890467552252,0.7824300370201355,0.7975700128595722,0.8107600158323143,0.822319265660435,0.8325843815233089
4,0.011527619465002747,0.0003198273645163581,11.69691948289983,0.014347410326309097,6.0939999999999996e-05,1.8876882861929756,1.8876880922067671,1.8876877563153722,1.887687339714482,1.8876870584339873,1.8876851237304229,1.8876843967459966,1.8873920655159218,1.8876813886544752,1.887665951237621,1.8876721408621058,1.8876120635979226,1.887608417398699,1.8870718907480422,1.8876847633107945,0.00012367366194310366,0.28187710224229445,0.4341662163137486,0.5311870874328928,0.5989017142559894,0.6490460653404293,0.6877681451826135,0.7186183198674118,0.743800866377213,0.7646883174031373,0.7824156616551191,0.7975189604913296,0.8107021961098547,0.8222628045238898,0.8325843815233089
5,0.01365054010090571,0.0003196200825206275,12.569826772203669,0.015457135230909929,8.091999999999984e-05,1.8879103903063184,1.8879100933648216,1.8879095737482938,1.887908228607658,1.8879078609327378,1.8879030569688637,1.8879033593985555,1.8874140143185272,1.887899756315351,1.8878671838124483,1.8878752621746835,1.8877781839235088,1.8877871868855998,1.8868872626174458,1.8879030034928657,0.0002044687560094996,0.2819578399167054,0.4342468634527786,0.5312674846813173,0.5989819358641775,0.6491258085008857,0.6878475637364511,0.7186950693110287,0.7438739707167041,0.7646947774018013,0.7823968967172827,0.797449984511196,0.8106272369207062,0.8221873388215633,0.8325843815233089
6,0.012989450103649214,0.00031935699706776453,12.919478792930022,0.01547189604911816,0.0001008999999999999,1.8881876302103775,1.8881871518381097,1.8881863564171437,1.8881843857034537,1.8881837002314326,1.8881771562797667,1.8881768223934638,1.8874334593266333,1.8881649441307686,1.8881259447661167,1.8881210528570744,1.8879518673789752,1.888014635049219,1.886644419429366,1.8881779562042158,0.00030530883365583264,0.2820585964752662,0.43434749330270483,0.5313679237871066,0.5990821846898345,0.6492257643611627,0.6879471558533069,0.7187921787368473,0.7439669260882149,0.7647178627185465,0.7823779464389865,0.797361031030423,0.8105326367184141,0.8220913897765703,0.8325843815233089
7,0.010401668822704468,0.00031910981878570133,11.110637694131583,0.013261679340679658,0.00012087999999999997,1.8885181177049413,1.8885166628307652,1.8885148152094378,1.8885117524446353,1.8885097238600024,1.888495758349757,1.8884957155509818,1.8872969392172017,1.8884624356114568,1.8884253139253229,1.888427534933979,1.888164999952964,1.8882934578544017,1.8863427448833936,1.8885065849122866,0.0004254056165663402,0.2821782640533266,0.43446670563998985,0.5314866654922199,0.5992003613731929,0.6493424191255672,0.6880623543209579,0.7188919526938943,0.7440340247369644,0.7646879004277455,0.7823263020639566,0.7972503906267162,0.8104164433624481,0.8219739939064323,0.8325843815233089
8,0.011741384135809017,0.0003188773544105228,11.618664439069107,0.014204167381776593,0.00014085999999999992,1.8889028136448511,1.8888997237148566,1.8888974279156745,1.8888909067210655,1.8888891154451202,1.8888351350158545,1.8888664155845478,1.8870612741578245,1.8888176841592823,1.8887791071803695,1.8887818074153708,1.8884559740994973,1.8886301633121463,1.8859783337670994,1.8888926773387127,0.0005651638588815308,0.28231735782449124,0.4346055226230089,0.5316245522909346,0.5993377402044644,0.649474749479327,0.6881927496976737,0.7189834473919294,0.7440645808334304,0.7646160637207593,0.7822401390565024,0.7971171420004787,0.810278166974795,0.821834749966522,0.8325843815233089
9,0.010621006380782963,0.0003186276778282333,11.53251159307547,0.013358887845576586,0.00016083999999999998,1.8893410783827498,1.8893353297332538,1.889332011334918,1.88932100802967,1.8893193084386968,1.8892168790672461,1.8892840906200732,1.8867762083895128,1.8892132947697342,1.8891729222734062,1.889164262621299,1.8888015326602638,1.8889989391890016,1.8855707389475906,1.8893292544659228,0.0007242961411563938,0.28247541998189296,0.4347630551897643,0.5317807866073341,0.5994931999007977,0.6496239693658139,0.6883392412647378,0.7190836559441521,0.7440899166309605,0.7645257293927521,0.7821287806917501,0.7969685584295284,0.8101236813767678,0.8216798558130662,0.8325843815233089
