iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0
0,0.18614756318901748,0.12667157680476443,0.3056386249954812,,,1.2500000000000002
1,0.1901376136991211,0.12667141386158137,0.10654050001176074,0.08653703336905838,9.999999999999972e-07,1.2500022360694765
2,0.18769429241535407,0.1266709282643393,0.10118250001687557,0.08672577215920392,2.980000000000002e-06,1.2500088999392487
3,0.19060611849658327,0.12667011976335973,0.0010111669544130564,0.0874984377042439,4.960000000000007e-06,1.250019995090318
4,0.1896561548693941,0.1266689899926098,0.0010765829938463867,0.08452257946714506,6.939999999999998e-06,1.2500354991902936
5,0.19103872038843564,0.1266675366130954,0.0009396250243298709,0.08766560340142195,8.919999999999989e-06,1.250055444464815
6,0.18910367756724608,0.12666576110187663,0.0007847919478081167,0.08608936773515513,1.0899999999999994e-05,1.2500798108071849
7,0.19328321420686698,0.12666366019423997,0.0008243749616667628,0.08896018505113891,1.2879999999999999e-05,1.2501086432214727
8,0.18839500205292495,0.12666123796298293,0.0007902079960331321,0.08603734698027803,1.4860000000000003e-05,1.2501418860502023
9,0.18058401413859285,0.12665849628069936,0.0007399999885819852,0.08491054324895411,1.6840000000000008e-05,1.2501795138643652
10,0.18660740283736965,0.1266554313421506,0.0006839589914306998,0.08685135224173154,1.8819999999999986e-05,1.250221579195821
11,0.18684823450182853,0.12665204721633133,0.0007067499682307243,0.08498056651108052,2.079999999999999e-05,1.250268026542134
12,0.19220781178879381,0.12664833492589353,0.0007727080374024808,0.0887101498356412,2.2779999999999995e-05,1.2503189795004337
13,0.1920446647687104,0.12664429824446624,0.0006639169878326356,0.0873479782544421,2.476e-05,1.2503743866983013
14,0.1924767899993445,0.12663994126179262,0.0006544169737026095,0.08597211722384035,2.6740000000000005e-05,1.2504341924541034
15,0.18424920582232174,0.12663527393663934,0.000658458040561527,0.0829007963214087,2.8719999999999996e-05,1.2504982605487631
16,0.18197611236361966,0.12663029428783587,0.0007464169757440686,0.08329992368773399,3.07e-05,1.250566618684964
17,0.19579622557976112,0.1266249835600062,0.0006832079961895943,0.08812845190694306,3.2680000000000006e-05,1.2506395248871094
18,0.18257009458224907,0.12661935456040121,0.000694209011271596,0.08506549765480262,3.466000000000001e-05,1.250716803937549
19,0.1966607702307111,0.12661339087124565,0.000649042020086199,0.08883170306541806,3.664e-05,1.2507986818740158
20,0.1981674447652636,0.12660709835551961,0.0006542499759234488,0.08769439486887995,3.8620000000000006e-05,1.2508850788921162
21,0.19001133103374226,0.12660047937730157,0.0006848750053904951,0.08728623412056535,4.0600000000000004e-05,1.250975963252989
22,0.19415569301683314,0.12659353521763553,0.000663457962218672,0.08708722461774103,4.2579999999999996e-05,1.251071318120386
23,0.18979463071482292,0.1265862760588732,0.0007053330191411078,0.0852786272853008,4.4559999999999993e-05,1.2511710044502664
24,0.19237124158392246,0.12657868703017955,0.0006417499971576035,0.08775919378672416,4.654e-05,1.2512752272751593
25,0.18618790045646405,0.12657078783207373,0.0008721249760128558,0.08463699182273718,4.8519999999999996e-05,1.2513837168894848
26,0.19363731939913725,0.12656255319069626,0.0007848749519325793,0.08843720218139448,5.05e-05,1.251496821303899
27,0.1878739209733523,0.12655400179156703,0.0006987919914536178,0.08579700195101489,5.2480000000000006e-05,1.251614284808064
28,0.19821353211685416,0.12654511149943679,0.0006580839981324971,0.08888279893300614,5.4460000000000004e-05,1.2517364124377064
29,0.18610717891824816,0.1265359140504338,0.0008046660223044455,0.0847519800850746,5.644000000000001e-05,1.2518627692319466
30,0.19045935164472777,0.126526404955109,0.0007152920006774366,0.0852053011159313,5.842e-05,1.2519934178648948
31,0.19120505185398673,0.12651656289639107,0.0007329999934881926,0.0877540471852611,6.04e-05,1.2521286522935393
32,0.1913209200308731,0.12650637889347868,0.0006486669881269336,0.08892119314801007,6.238000000000001e-05,1.2522685970825524
33,0.1827083754725164,0.12649588928986755,0.0006198749761097133,0.08492308699785164,6.436e-05,1.2524127539678143
34,0.19131016295174763,0.12648507303516263,0.0006993329734541476,0.08710944459425402,6.634e-05,1.252561413405352
35,0.19082896063053498,0.12647393028594758,0.0008543750154785812,0.08712987234503088,6.832000000000001e-05,1.2527145744824415
36,0.18790556074750248,0.12646246937038338,0.0006677500205114484,0.08631324846794061,7.03e-05,1.2528721239859577
37,0.18322269709668873,0.12645071290651533,0.000711207976564765,0.08407182448590449,7.228e-05,1.2530337522272927
38,0.1868082140192312,0.12643864740546812,0.0006414169911295176,0.08517443735913109,7.426e-05,1.2531996459011625
39,0.18694818651039455,0.1264262671191709,0.0006626250105910003,0.0856197783494132,7.624e-05,1.253369885363213
40,0.17881995226184327,0.1264135968526135,0.0006119169993326068,0.08338250659202852,7.822e-05,1.253544130839404
41,0.18910927069775485,0.12640059504227377,0.0006355419754981995,0.08675905488474107,8.020000000000001e-05,1.2537229553110352
42,0.18300018047876235,0.12638730968990536,0.0006780840340070426,0.08282350984529897,8.218e-05,1.253905699976633
43,0.1852759272353498,0.1263737059442305,0.0006324580172076821,0.08541041025762557,8.416000000000001e-05,1.2540928456370926
44,0.1874587973400315,0.12635977470312149,0.0007262500002980232,0.08611063647868301,8.614e-05,1.2542845190574956
45,0.20128558105632577,0.1263454816600112,0.0006372909992933273,0.08879402737332831,8.812e-05,1.25448119393885
46,0.19463141753017088,0.12633083518472635,0.0006939580198377371,0.08840027800768033,9.010000000000001e-05,1.254682756911966
47,0.18467208586727638,0.12631589444125094,0.0008238750160671771,0.08426693079919258,9.208000000000001e-05,1.2548883954405243
48,0.19300906922203803,0.12630059040211303,0.0008665000204928219,0.08903094238889399,9.406e-05,1.2550990613279764
49,0.19366123279161063,0.1262849633836088,0.0006944170454517007,0.0864550184722303,9.604e-05,1.255314201457684
50,0.1902088546998413,0.12626899187606094,0.0006762910052202642,0.08792509585790151,9.802e-05,1.2555341138008906
51,0.1902121697901225,0.12625268287250518,0.0009773749625310302,0.08758561075655462,0.0001,1.2557587039949532
52,0.1861627591756825,0.12623639781715307,0.0006998330354690552,0.08516573824462052,9.999879371991704e-05,1.2559829955191455
53,0.18871629026816633,0.12622011104492922,0.0007790829986333847,0.08670132500961783,9.999517493846056e-05,1.2562073418017283
54,0.1916060807171443,0.12620382549051856,0.000622958003077656,0.08655998162193121,9.998914383200487e-05,1.2564317024304599
55,0.18015549892487195,0.12618761082368662,0.0006895840051583946,0.08208436152245967,9.998070069449754e-05,1.2566551173927438
56,0.1957856060178259,0.12617133488200885,0.0007575420313514769,0.09015838119989854,9.996984593744525e-05,1.2568794076814616
57,0.1829183947573318,0.1261551210005495,0.0006503339973278344,0.08268824364068708,9.99565800898935e-05,1.2571028736887837
58,0.18880085777121805,0.12613890400165403,0.0006298749940469861,0.08645714183451002,9.994090379840098e-05,1.257326413560624
59,0.1848549063581811,0.12612273375347402,0.0006607499672099948,0.0833383135033279,9.992281782700807e-05,1.2575493397858866
60,0.18304766855022653,0.12610656528550584,0.0006614169687964022,0.08590921984540825,9.990232305719945e-05,1.2577722722090048
61,0.19089950279075163,0.12609036402681806,0.0007111660088412464,0.08815121628983803,9.98794204878613e-05,1.25799568759661
62,0.19210223373950203,0.12607416245426026,0.0006467080092988908,0.08637219109104631,9.985411123523256e-05,1.258219138198217
63,0.18818962359869013,0.12605799396688844,0.0006319999811239541,0.0843170520383805,9.982639653285048e-05,1.2584421632942024
64,0.18422598601540546,0.12604186285943142,0.0007677910034544766,0.08386939724825601,9.979627773149053e-05,1.2586647034534213
65,0.19316784559795375,0.12602569769013724,0.0006222919910214841,0.08816436933187922,9.976375629910064e-05,1.2588877442671456
66,0.18458659866596674,0.12600954204905063,0.0009199160267598927,0.08572178664385195,9.972883382072952e-05,1.2591106843773483
67,0.18410895325205093,0.12599340176642404,0.0007399999885819852,0.08535385703908793,9.969151199844953e-05,1.2593334432689787
68,0.2005774035287105,0.12597721988634653,0.000655833980999887,0.08888997134502857,9.965179265127358e-05,1.2595568071004457
69,0.17501475591450685,0.12596110883495057,0.0009647920378483832,0.08223076105838378,9.960967771506666e-05,1.259779223943949
70,0.19642520841905767,0.12594498252642214,0.0006850420031696558,0.08716696010333255,9.956516924245131e-05,1.2600018820863277
71,0.19244200651364465,0.12592881421375124,0.0009101249743252993,0.08902470327404739,9.951826940270775e-05,1.260225151001448
72,0.1947107863959759,0.1259126286120888,0.0007618750096298754,0.08785812847596774,9.946898048166793e-05,1.260448689577168
73,0.18102937699762106,0.12589652267697748,0.0007050419808365405,0.08205083337057976,9.941730488160438e-05,1.2606711585973387
