iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12
0,0.02265666839018133,0.0012473129107252907,0.6291512080351822,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862
1,0.022263330515287828,0.0012473035542155664,0.2494541250052862,0.017360546187688876,9.999999999999972e-07,1.250002236067553,1.2500022360666363,1.2500022360650263,1.2500022360622602,1.2500022360575067,1.2500022360494443,1.2500022360362297,1.250002236015735,1.2500022359854992,1.2500022359400071,1.2500022358600145,1.2500022356640057,1.2500022345386046,9.999990277554824e-07,0.2817545251234068,0.43404378277795397,0.5310648054013283,0.5987795940515145,0.6489243261155587,0.6876468539997901,0.7185008534417153,0.7436920465768188,0.7646657175698591,0.7824102431444233,0.7976253807711418,0.8108199838000862
2,0.022059983423436194,0.0012472757502416923,0.25294583302456886,0.01736826179062368,2.980000000000002e-06,1.2500089027766492,1.250008899127346,1.2500088948454136,1.2500088893830021,1.2500088829235227,1.2500088771456015,1.2500088753606506,1.2500088798795645,1.2500088883498457,1.2500088957648665,1.2500088997665888,1.2500089006378525,1.2500088962078146,3.9812247886586425e-06,0.28175750443650405,0.43404676013304216,0.5310677801252113,0.5987825652910883,0.6489272930960067,0.6876498166480047,0.7185038133210626,0.7436950072275964,0.7646686827161066,0.7824132138971442,0.7976283554684312,0.8108199838000862
3,0.02319810700907187,0.0012472293323642614,0.0043789169867523015,0.01785106302410988,4.960000000000007e-06,1.2500200068896994,1.2500199975955857,1.2500199888976375,1.2500199805570782,1.2500199724996077,1.250019967284363,1.2500199696240872,1.2500199818608229,1.250019999212329,1.2500200136951372,1.2500200216648347,1.2500200234066159,1.2500200137716406,8.946940376497055e-06,0.2817624675466675,0.4340517215562909,0.5310727400530633,0.5987875237134904,0.6489322499398834,0.6876547719111034,0.7185087672639393,0.7436999607700253,0.7646736377533723,0.7824181725142564,0.7976333182348812,0.8108199838000862
4,0.02286858139809112,0.0012471642486556308,0.005119708017446101,0.017386849744622318,6.939999999999998e-06,1.250035527149808,1.2500355126861182,1.2500355081594297,1.2500355124863514,1.2500355228000253,1.2500355380572534,1.2500355567807546,1.250035576810841,1.250035597148894,1.250035616669331,1.2500356317705656,1.2500356376363848,1.250035621524357,1.5887114840991757e-05,0.2817694062877962,0.4340586624980815,0.5310796860212602,0.5987944767288257,0.6489392104995771,0.6876617370806177,0.7185157293969067,0.7437069114515705,0.7646805768124115,0.7824251100318423,0.7976402647128149,0.8108199838000862
5,0.022096095059149792,0.0012470806632144719,0.004194249981082976,0.01699906379816948,8.919999999999989e-06,1.2500554573013754,1.2500554186601167,1.2500554159646742,1.25005543855214,1.2500554770356092,1.2500555252625125,1.2500555731186676,1.2500556102040328,1.2500556363998891,1.2500556572510413,1.250055671292634,1.2500556711121131,1.2500556379956016,2.4797601892598187e-05,0.281778307925945,0.43406756579997513,0.5310885965377927,0.5988033983411073,0.6489481452629599,0.6876706831285875,0.7185246790703957,0.7437158548165087,0.7646895108993286,0.7824340417982232,0.7976492022688825,0.8108199838000862
6,0.022644641400433433,0.001246978165103662,0.004243457980919629,0.017498437033156553,1.0899999999999994e-05,1.2500797976309606,1.2500797597510198,1.2500797818003624,1.2500798462670542,1.250079937951543,1.2500800423479408,1.250080134747886,1.2500801918724775,1.25008021206295,1.2500802069148513,1.2500801801171022,1.2500801279769742,1.250080036779269,3.568220928018273e-05,0.28178919645399403,0.4340784665489917,0.5310995162009023,0.5988143419770116,0.6489591149808123,0.6876816749706578,0.718535681611312,0.7437268543699583,0.7647005008719424,0.7824450241686597,0.7976601794682222,0.8108199838000862
7,0.022076640233518404,0.0012468573472266611,0.0043550420086830854,0.01685487364872408,1.2879999999999999e-05,1.2501085413489679,1.250108487823686,1.2501085011218163,1.2501085757501231,1.2501087004420157,1.25010886497403,1.2501090398979622,1.2501091838273637,1.250109271610898,1.2501092998836016,1.2501092711998503,1.2501091895784757,1.2501090506669241,4.853291398380507e-05,0.2818020415249262,0.43409130831411946,0.5311123605628523,0.5988271953813307,0.6489719846423008,0.6876945674377133,0.7185486008106824,0.7437398013739592,0.7647134751390816,0.7824580224729774,0.7976731933294456,0.8108199838000862
8,0.022218029083611243,0.0012467181388536805,0.004277458996511996,0.017107134253750534,1.4860000000000003e-05,1.2501416896843318,1.2501416333472246,1.2501416433172607,1.250141726548578,1.2501418797637691,1.2501421003940574,1.25014235675934,1.2501425900718148,1.2501427503136615,1.2501428166985267,1.2501427883831338,1.250142675500556,1.2501424812116624,6.335142793745741e-05,0.28181685991913286,0.4341061235865615,0.5311271765990699,0.5988420172778679,0.6489868189511943,0.6877094208785699,0.7185634784667196,0.7437547063457052,0.7647284090631443,0.7824729833956368,0.7976881726307409,0.8108199838000862
9,0.026123267037371164,0.0012465591429390375,0.004228667006827891,0.019118397527184507,1.6840000000000008e-05,1.2501793411827815,1.2501793584548735,1.2501794673312911,1.2501796669059342,1.2501799418803399,1.2501802640991242,1.2501805828319634,1.2501808531306082,1.2501810552929962,1.2501811716604287,1.2501811762128237,1.2501810578659538,1.2501808167091741,8.019382537863357e-05,0.28183374219094826,0.434123048079706,0.5311441483858982,0.5988590336152346,0.6490038616284606,0.6877264536314815,0.7185804622133747,0.7437716310975278,0.7647453097783985,0.7824899141687727,0.7977051671704316,0.8108199838000862
10,0.021600005449394184,0.001246384127608203,0.004317708022426814,0.01694533501517231,1.8819999999999986e-05,1.2502213587242172,1.2502214741099618,1.2502216481575414,1.2502218981626954,1.25022219374839,1.2502224810720846,1.250222706541612,1.2502228759270748,1.2502230389975126,1.250223193404786,1.2502232691497521,1.2502232035913574,1.25022295291198,9.898550763910206e-05,0.2818525805681757,0.4341419101417416,0.531163026761606,0.5988779096621617,0.649022696898772,0.687745189921796,0.7185990457961717,0.743790058633981,0.7647636502620931,0.7825082699188691,0.7977236127928305,0.8108199838000862
11,0.023276958599954156,0.0012461900931332215,0.004243540985044092,0.01740681497059634,2.079999999999999e-05,1.2502677946203924,1.2502680079919757,1.2502682480870404,1.2502685544483703,1.2502688874767462,1.250269172430495,1.2502693547943209,1.2502694864994206,1.250269675859856,1.2502699250162408,1.2502701155890588,1.2502701351714107,1.2502698986663305,0.00011975278782959678,0.28187339388106586,0.4341627472673828,0.5311838822679312,0.5988987686151035,0.6490435264780889,0.6877659394126686,0.7186196695676283,0.7438105591290156,0.764784096654242,0.7825287582765857,0.7977442077102199,0.8108199838000862
12,0.02193681496302803,0.0012459798529900479,0.004336832964327186,0.017114126131825794,2.2779999999999995e-05,1.2503186362232381,1.2503189368053944,1.2503192084549848,1.2503195009460029,1.2503197641120627,1.250319907611188,1.25031990228394,1.2503198940276106,1.2503200890175479,1.2503204912879018,1.25032089733702,1.2503211054312386,1.2503209496288845,0.00014248868225034793,0.28189616689526653,0.4341855251390461,0.5312066446170329,0.5989214825365927,0.6490661379937871,0.687788377906301,0.7186418822390865,0.743832568014632,0.7648060177952116,0.7825507408630741,0.7977663518281356,0.8108199838000862
13,0.022312289646493864,0.0012457520434036764,0.004590666969306767,0.01715453053522479,2.476e-05,1.2503738752532922,1.2503742539352467,1.2503745386965734,1.2503747927746285,1.2503749541912186,1.2503749174214653,1.250374682771177,1.2503744982250244,1.2503746762456596,1.250375226117256,1.2503758569821444,1.2503762733782113,1.2503762191521914,0.0001671906395990831,0.28192090056146274,0.4342102558082291,0.5312313490536449,0.5989461240763722,0.6490906579960053,0.6878127007732795,0.7186659518075694,0.7438564080555,0.7648297532990389,0.7825745341155833,0.7977903142982066,0.8108199838000862
14,0.0228874166746594,0.0012455038584874645,0.004204750002827495,0.017305408770943297,2.6740000000000005e-05,1.250433510279059,1.2504339502229738,1.250434283147479,1.2504345719482872,1.2504347458814262,1.2504346826744992,1.2504343899748123,1.2504341763894273,1.2504344229544904,1.2504351333247932,1.2504359436524268,1.2504364881954908,1.2504364570870574,0.00019385711494429315,0.28194759415860193,0.43423696144461826,0.5312580568840513,0.5989728138638822,0.649117290382617,0.6878392178820306,0.7186923053305152,0.7438826114705505,0.7648559025999977,0.7826007545263554,0.797816685897441,0.8108199838000862
15,0.022461782181748192,0.001245237630437126,0.0042085410095751286,0.01733123236297929,2.8719999999999996e-05,1.250497563100698,1.2504980555755152,1.2504984529755487,1.2504988095100338,1.2504990269071383,1.250498945271207,1.250498559713786,1.250498230901124,1.2504984199504126,1.2504991512009376,1.2505000129949746,1.2505005835182328,1.2505005053522666,0.0002224970648666297,0.28197626111902035,0.43426564889097946,0.5312867608367864,0.5990015154962125,0.6491459463845903,0.6878677594859094,0.7187206659414355,0.7439107824431387,0.7648839626207873,0.7826288243679445,0.7978448548234024,0.8108199838000862
16,0.02301722037964109,0.001244953962453179,0.004360125050880015,0.01771754874498468,3.07e-05,1.250566162614266,1.2505666480341704,1.2505670969957403,1.2505675079782086,1.2505677321469397,1.250567558980669,1.2505669733863845,1.2505664107588894,1.2505664465715396,1.2505671492129935,1.2505680592022956,1.250568682830764,1.250568587764637,0.0002531717835428838,0.2820069377463524,0.4342963431588946,0.5313174665561493,0.5990322054317107,0.6491765636691574,0.6878982184970528,0.7187508846813933,0.7439407466634259,0.764913761909737,0.7826586036451345,0.7978747293713941,0.8108199838000862
17,0.020619391009798097,0.0012446577881308888,0.005143833986949176,0.016202874236436075,3.2680000000000006e-05,1.2506390230018292,1.250639373469434,1.2506397224921955,1.250639981474554,1.2506399471835674,1.2506393891747603,1.2506383606589189,1.2506374702766763,1.2506374505212818,1.2506383612175789,1.250639598120511,1.2506405189189234,1.2506405470313762,0.00028573531537456415,0.28203943461413583,0.4343287802033819,0.5313498095280614,0.5990643914946914,0.6492084987257442,0.6879297935026717,0.7187820336217865,0.7439715293142521,0.7649443820897583,0.7826893092479881,0.7979056877373654,0.8108199838000862
18,0.023771332604277648,0.0012443404023683568,0.004303624969907105,0.018033996285534426,3.466000000000001e-05,1.250716428743208,1.2507167323138904,1.2507170732599058,1.2507172777767381,1.2507170994792565,1.2507162791042754,1.250714906969895,1.2507137281460317,1.2507136165656736,1.2507146412905659,1.2507160889908213,1.2507172013839478,1.2507172930855326,0.00032034178425923874,0.28207401942109467,0.43436334903047336,0.5313843345597876,0.5990988210347074,0.6492427501083574,0.6879637625118129,0.7188156445797752,0.7440048137212827,0.7649775035289458,0.7827224792163666,0.7979390534101979,0.8108199838000862
19,0.02276596475661788,0.0012440032322647984,0.004234458028804511,0.017275615367292368,3.664e-05,1.25079819422789,1.2507985121482585,1.2507988947853523,1.2507991058814705,1.2507988548240554,1.250797854815351,1.2507962327933315,1.2507948634379287,1.2507947503261518,1.2507959625046619,1.2507976756762427,1.2507990187805142,1.2507992013624747,0.000356895098478295,0.2821105806974244,0.4343999119720082,0.5314208760348166,0.59913529415349,0.6492790783902369,0.6879998493674113,0.7188514214446184,0.7440403150144544,0.7650128885742099,0.7827579484084854,0.7979747393700689,0.8108199838000862
20,0.022267791749202747,0.0012436458871904364,0.004370499984361231,0.016693638642032813,3.8620000000000006e-05,1.2508841887435866,1.25088447888416,1.2508849032241156,1.250885170982609,1.2508849717494026,1.2508840029876276,1.2508824045810762,1.2508811169878364,1.250881202505067,1.2508826963851445,1.2508846753389027,1.2508861907653972,1.2508864007134706,0.00039533072162605925,0.28214900849118757,0.43443834137022674,0.5314593026521858,0.5991736985043291,0.6493174195344367,0.6880380680911451,0.7188894747699507,0.7440782352505537,0.7650508002965973,0.7827959982939998,0.7980130086209942,0.8108199838000862
21,0.02082012005767568,0.0012432763254624235,0.005002459045499563,0.01634496199170202,4.0600000000000004e-05,1.2509744100289908,1.2509746267393922,1.250974956050287,1.2509750727101658,1.2509746591104562,1.2509734238056365,1.2509715808227482,1.2509702157879543,1.2509704931480592,1.2509723882506163,1.2509748117739867,1.2509766739140058,1.2509770088484478,0.0004356393135072629,0.2821892767223228,0.43447853779563816,0.5314993917123904,0.5992136264119259,0.6493571101269577,0.688077437681312,0.7189284874675882,0.7441169789281211,0.7650894932199381,0.7828348802422652,0.7980522190568698,0.8108199838000862
