source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
data/17-32-06_238,0.1648889059269056,0.1190726812548064,0.3820294654175717,0.1403310785233714,0.1061028294121577,0.5712686700894013,0.178244149001103,0.1524190422458993,0.0657249597249172,0.1830121091429381
