k,l2o,ldro_pep,lpep
1,31.77257155547891,31.10498110002236,31.65319712016571
2,8.750523332642107,10.781576839533871,10.73084262996297
3,3.17796456281801,1.9185953748404363,4.742791330530085
4,0.5011612727916392,0.7147823087969734,2.462497846115761
5,0.17371194995702707,0.4432637143955122,1.2981919163462423
6,0.1028733035750849,0.06958607735410945,0.7448138777990797
7,0.017661534825959727,0.02113564520695137,0.4380012374364038
8,0.005600857062926164,0.012111683555820431,0.2725683490767211
9,0.002214843323089089,0.009960703536088352,0.1755972935019705
10,0.0012747583844518599,0.0059446529076950735,0.1078298161521709
