source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
data_l2o/13-10-11_8,0.1429355319327379,0.2369011782775307,0.1088893307843321,0.4934989494634278,0.1583038052278685,0.1038694347940824,0.6470892998067337,0.2226668507729802,0.1349464211948755,0.1763973472093991
