source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
data_lpep/23-42-14_1,0.1435648277428715,0.1470040065071569,0.148464632470896,0.1426688607714834,0.154597000832587,0.1474777953859394,0.1497849707853316,0.1417090496756478,0.137002757843563,0.1545682500548254
