iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
0,1.4767625385883134,0.0029637345240131232,0.8324384717270732,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081
1,1.4767625385883134,0.0029637480249315755,1.0490919179283082,2.8100762186001957,9.999999999999159e-07,1.2426516371466978,1.2426516371466683,1.2426471781454218,1.242651637146678,1.2426471781453594,1.2426471781457045,1.2426471781453732,1.2426516371459775,1.242647178145357,1.2426516371466683,1.000007599876276e-06,0.28175452513283156,0.4340417827727245,0.5310628053969859,0.5987775940484406,0.6489223261148162,0.6876448540029556,0.7184988534515308,0.7436900465977877,0.7646647176173081
2,1.476760157204034,0.002964031346750995,0.9636812028475106,2.796368933262914,2.097999999999987e-05,1.242698411906848,1.242698417541071,1.2426003868192725,1.2426984123457734,1.242600406413229,1.2426003415695484,1.2426004117088254,1.242698474979901,1.2426004046444983,1.2426984142502682,2.1914286510200307e-05,0.28177551016423463,0.43402079777868013,0.5310418177831691,0.5987566143721618,0.6489013411347033,0.687623874455412,0.7184778740324381,0.7436690657899538,0.7646647176173081
3,1.4767100007245781,0.002964584617454804,0.019086059648543596,2.7859557242133914,4.095999999999993e-05,1.242789710135892,1.2427897193854902,1.2425090035983117,1.2427897035458935,1.2425090775160128,1.2425088487849516,1.242509204353893,1.2427900082905938,1.2425091006295632,1.2427897474752008,6.270573398588247e-05,0.2818164552219127,0.4339798246329765,0.5310008290502279,0.598715649778792,0.6488603687594175,0.6875829209371815,0.7184369161887848,0.7436281091259724,0.7646647176173081
4,1.4766123588323194,0.002965407894338913,0.019466962199658155,2.77444430532743,6.0939999999999996e-05,1.2429254925656437,1.242925390353712,1.242373080656723,1.242925456049105,1.2423731714081836,1.2423745947316354,1.2423736592847654,1.2429237782554305,1.2423732884008303,1.2429256338576968,0.00012335938042386284,0.28187717823362063,0.4339188803137812,0.5309398593603266,0.59865469762578,0.6487994622198107,0.6875220001508808,0.7183759755574493,0.7435671952269766,0.7646647176173081
5,1.476474120562146,0.002966502176848135,0.019273431040346622,2.7653766501486294,8.091999999999984e-05,1.243105717480599,1.2431055242783626,1.242192360027918,1.2431055747521433,1.2421926747391645,1.242195117863674,1.2421941476830152,1.2431022969016683,1.2421930089082405,1.2431061321873564,0.00020384714451273994,0.2819578212562425,0.43383790683361523,0.5308587656526297,0.5985737457481016,0.6487185350344151,0.687441136645532,0.7182950642404655,0.7434863191264963,0.7646647176173081
6,1.4762879374114657,0.002967869756703591,0.020237877033650875,2.7575263162905883,0.0001008999999999999,1.243330348664251,1.2433298529622858,1.2419671655290145,1.243329994626575,1.2419675837078175,1.2419771630382572,1.241970618287267,1.243311723156047,1.2419682680710613,1.2433311859340395,0.0003041679590253168,0.2820580475787391,0.4337369873084749,0.5307576457441711,0.5984728043523652,0.6486177656063926,0.6873403336411928,0.7181941640728401,0.7433855172754069,0.7646647176173081
7,1.4760017387582043,0.0029695412121392545,0.018107254058122635,2.7849001002938203,0.00012087999999999997,1.2435996605174118,1.2435987445005592,1.2416979990753187,1.2435990339576217,1.2416981076288531,1.2417313110524384,1.2417019551288788,1.2434774630623624,1.2416989906841716,1.2436006589489215,0.0004244557888810408,0.2821781940706701,0.43361616929881036,0.5306365934797471,0.5983519389902653,0.6484973010569217,0.6872195497702788,0.7180732248444013,0.7432647319590672,0.7646647176173081
8,1.47588216120419,0.0029714797484112357,0.018017093185335398,2.666125743125126,0.00014085999999999992,1.2439120568096396,1.2439104800414333,1.2413828819127488,1.243910702200448,1.2413835034571725,1.2414348349002289,1.2413968602059244,1.243707049627591,1.2413854909478805,1.2439151828075914,0.0005639505932704681,0.28231676831632574,0.4334751933022818,0.5304946015125886,0.5982108700395518,0.6483564284225785,0.6870791342851942,0.7179324331876134,0.7431241545520997,0.7646647176173081
9,1.4755330463990475,0.002973689104608883,0.01812884397804737,2.6573077177713227,0.00016083999999999998,1.2442673675649703,1.2442650059254265,1.241021611372236,1.2442648075054592,1.2410237789967342,1.2410872316322739,1.2410566281363344,1.2439950836183773,1.2410277084261156,1.2442747412237272,0.0007225654260219487,0.28247373733614967,0.4333140076008112,0.5303315083597699,0.5980495847190475,0.6481950477987115,0.6869191471719329,0.7177717975942144,0.74296375114038,0.7646647176173081
10,1.4751114768302889,0.00297617942642146,0.018584616016596556,2.664655939145783,0.00018081999999999983,1.2446658729059596,1.2446626157008713,1.2406148249784847,1.2446615556096328,1.240619081083954,1.2406921599349208,1.240679823890357,1.2443169182180565,1.240625531029473,1.2446791073812633,0.0009004487662941524,0.2826493859382058,0.43313275894021896,0.5301474330303553,0.5978681333472244,0.6480133713393305,0.6867395669000957,0.7175912647857694,0.7427835029638584,0.7646647176173081
11,1.4746721840733943,0.002978963788424139,0.017989602871239185,2.6658838282912196,0.0002007999999999999,1.2451076389150249,1.2451037457972136,1.2401621823440803,1.2451010939245637,1.2401696161635358,1.240248148641425,1.2402664799601812,1.2446515006064147,1.240178844434449,1.245128215202823,0.0010976112601927893,0.28284414323680956,0.4329312908824565,0.5299421457926692,0.5976665504622666,0.6478112726548328,0.6865404369281113,0.7173908184767687,0.7425833019808524,0.7646647176173081
12,1.4742170130893673,0.002982057373852459,0.0189641285687685,2.659640528596569,0.00022077999999999996,1.245592575416941,1.2455883043726699,1.239664092482871,1.245583245847015,1.2396754637480354,1.2397583687392153,1.2398170379327336,1.2449660213197984,1.2396875070636788,1.245621861279971,0.0013140270847742874,0.28305792988232925,0.4327097156214585,0.5297155620474701,0.5974448465612955,0.647588825994964,0.6863218005481294,0.7171704438590454,0.7423631361280109,0.7646647176173081
13,1.4737280662048715,0.0029854661208276495,0.01882908819243312,2.6375595952629913,0.0002407599999999999,1.2461200730276396,1.2461161887332297,1.2391196587547522,1.2461072866615852,1.2391365810659172,1.2392162199095886,1.2393360379007026,1.2452602546278548,1.23915163012088,1.246160370784204,0.001549392659419387,0.2832908225658842,0.4324678141129341,0.529467053240978,0.5972029641429939,0.6473455907623052,0.6860838550805359,0.7169301873438639,0.7421229830885803,0.7646647176173081
14,1.4731771063964951,0.002989215073922195,0.018413065001368523,2.6375531924741527,0.00026074,1.2466906981413488,1.2466885503879142,1.2385298961123208,1.2466736260614275,1.2385533542910168,1.2386268489658812,1.2388215664141915,1.2454762249090752,1.2385716537518128,1.2467439151821154,0.0018039703295975743,0.2835440102045987,0.43220576838435365,0.5291967723870902,0.5969410298276852,0.6470818309563219,0.6858265749888618,0.7166700151982172,0.7418629495175908,0.7646647176173081
15,1.4725937083088996,0.0029933293451245924,0.018606295809149742,2.6282293379447634,0.00028071999999999993,1.247304132328789,1.2473055225782819,1.2378942434977733,1.2472819968580962,1.2379259031609156,1.2379867721599458,1.2382763314724785,1.2455727178955551,1.237947402960088,1.2473725217951637,0.002077595051879113,0.28381772178463754,0.4319234107935356,0.5289043499737993,0.5966590460217668,0.64679724987438,0.6855501266160644,0.7163899293725171,0.7415829158611507,0.7646647176173081
16,1.4719787917213394,0.0029978279946860724,0.01798840193077922,2.6167298303191306,0.0003007,1.2479600558879325,1.2479670568483245,1.2372125177109379,1.2479320049224207,1.237254417037134,1.2372951915213732,1.2377029673121789,1.2455162823642847,1.2372787728673256,1.2480461583674294,0.002370116821467534,0.28411197541610306,0.43162067085828454,0.5285894188553651,0.596357035269767,0.6464916880520041,0.6852546729360004,0.7160899268128165,0.7412828260070645,0.7646647176173081
