iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
0,0.033649493301114275,0.0078281832812867,0.08763508399715647,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.03110593782591857,0.007828158647056776,0.04885083297267556,0.020663003135712857,9.999999999999159e-07,1.250002236084522,1.2500022360835927,1.250002236082632,1.2500022360815848,1.2500022360804035,1.2500022360790317,1.2500022360773873,1.2500022360753456,1.2500022360726997,1.2500022360690792,1.2500022360637433,1.2500022360549665,1.2500022360375758,1.2500022359857057
2,0.029591188749191207,0.007827642517067702,0.048456708958838135,0.020495147376320483,2.097999999999987e-05,1.2500491476251248,1.2500491411740267,1.2500491315784767,1.2500491222653611,1.250049112866833,1.250049103216072,1.2500490932979784,1.2500490831522104,1.2500490728295628,1.2500490623743954,1.2500490518153144,1.2500490411506653,1.2500490302933425,1.2500490186796134
3,0.031087755498438924,0.0078266337920409,0.002901792002376169,0.020800604141236797,4.095999999999993e-05,1.2501407644085807,1.25014075055734,1.2501407441077923,1.2501407342071484,1.250140720978614,1.2501407051083773,1.25014068721545,1.2501406677886595,1.2501406471994736,1.2501406257208243,1.2501406035348992,1.2501405807096737,1.2501405570514261,1.250140530994559
4,0.031841765227688085,0.00782513074378648,0.002788415993563831,0.02132003650819199,6.0939999999999996e-05,1.2502772071842585,1.2502772049461512,1.250277229453096,1.2502772381042881,1.250277234726818,1.25027722280699,1.2502772046849289,1.250277181975429,1.2502771558253492,1.2502771270528334,1.250277096213931,1.2502770635857343,1.2502770288958533,1.250276989163764
5,0.03250497006123621,0.007823133850872768,0.0027608750388026237,0.020810398864454516,8.091999999999984e-05,1.250458280948113,1.250458342623909,1.2504584429513568,1.2504585156938735,1.2504585676752478,1.2504586037270644,1.2504586271848377,1.2504586405859386,1.2504586459175855,1.2504586447222792,1.2504586381395546,1.2504586268452724,1.2504586105935107,1.2504585846697618
6,0.031168715662500485,0.007820646816927158,0.002878208993934095,0.020849721388668526,0.0001008999999999999,1.2506840944028381,1.2506841922986032,1.250684348139532,1.2506844633627194,1.250684549582591,1.2506846138144052,1.2506846606750277,1.2506846936340184,1.250684715416492,1.2506847281527886,1.2506847334243223,1.2506847321580714,1.2506847239334693,1.2506847016977447
7,0.0316878859703071,0.007817668146843022,0.0027640829794108868,0.021130127348969092,0.00012087999999999997,1.2509548511508355,1.2509549068780617,1.2509550897496358,1.2509552323013715,1.2509553429094544,1.2509554280614774,1.250955492491542,1.2509555400674965,1.2509555739897693,1.2509555968299104,1.2509556105102733,1.2509556161132451,1.250955612891994,1.2509555908977819
8,0.03340642101030376,0.007814189340912662,0.0028509999974630773,0.021714342534494148,0.00014085999999999992,1.2512708252681348,1.251270928481155,1.2512712458949116,1.2512715030274024,1.251271709964681,1.2512718776733054,1.2512720140760634,1.2512721252826793,1.2512722161363237,1.2512722904345452,1.25127235099135,1.2512723994317045,1.2512724349065527,1.2512724443337322
9,0.02892284119759721,0.007810241707705835,0.0028177499771118164,0.020027527268044357,0.00016083999999999998,1.2516309997654613,1.2516306098187155,1.2516307744130728,1.2516309602354996,1.251631119138784,1.2516312459805452,1.2516313434314454,1.2516314158181454,1.2516314674309432,1.2516315019440658,1.2516315221442933,1.2516315295093212,1.2516315224818106,1.2516314839146876
