iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8
0,4.651176745780412,0.01543345816443953,0.20785795798292384,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,4.651176745780412,0.015433481835273724,0.3707812920329161,22.51308067817635,9.999999999999972e-07,1.2500022360697107,1.2499977639322697,1.2499977639322721,1.2499977639322706,1.2500022360697252,1.2499977639322721,1.249997763932284,1.2499977639322726,1.2499977639322781
2,4.6511799102214315,0.015433552374312726,0.3419346669688821,22.51299975628783,2.980000000000002e-06,1.2500088995639258,1.2499911004661122,1.249991100465567,1.2499911004664142,1.2500088995650682,1.249991100465557,1.2499911004662045,1.2499911004646544,1.2499911004646833
3,4.651189340237433,0.015433669781704568,0.007840958947781473,22.51285463942151,4.960000000000007e-06,1.2500199905278562,1.2499800096203055,1.2499800096205433,1.2499800096241718,1.250019990538334,1.249980009624296,1.2499800096267675,1.2499800096078408,1.2499800096006475
4,4.651205035807902,0.01543383405713426,0.007610332977492362,22.51257976979011,6.939999999999998e-06,1.2500355089648256,1.2499644914876373,1.2499644914906232,1.2499644915039752,1.2500355090132005,1.2499644915086154,1.2499644915191654,1.249964491430158,1.2499644913914216
5,4.651226996823799,0.015434045200892485,0.007702999981120229,22.51213284358969,8.919999999999989e-06,1.2500554549304201,1.2499445461373737,1.2499445461447012,1.2499445461850112,1.2500554550767962,1.2499445461969856,1.24994454623293,1.249944545953525,1.2499445458334897
6,4.651255223230179,0.01543430321328564,0.007538041973020881,22.51165337571758,1.0899999999999994e-05,1.2500798284889272,1.24992017366127,1.2499201736833703,1.249920173776945,1.2500798288513253,1.2499201738125607,1.2499201739086456,1.249920173197252,1.249920172888667
7,4.651289714934953,0.015434608094471943,0.007554500014521182,22.511050096423084,1.2879999999999999e-05,1.2501086296546071,1.2498913742086495,1.249891374262672,1.2498913744581557,1.2501086304367748,1.2498913745463152,1.249891374759438,1.2498913731977694,1.249891372520288
8,4.651330471798906,0.015434959845015408,0.007939167029689997,22.51031864129597,1.4860000000000003e-05,1.2501418584268387,1.2498581479405282,1.249858148047146,1.249858148424125,1.2501418599642824,1.2498581486055167,1.249858149022728,1.2498581459626954,1.249858144634733
9,4.651377493709529,0.015435358465514793,0.007604916987475008,22.5094770674894,1.6840000000000008e-05,1.2501795148239265,1.249820495043904,1.2498204952326852,1.249820495905013,1.2501795175957866,1.2498204962524364,1.2498204970091058,1.249820491473256,1.2498204890704332
10,4.651430780508503,0.01543580395694495,0.007696165994275361,22.508541675893863,1.8819999999999986e-05,1.2502215987999874,1.2497784157263947,1.2497784160474905,1.2497784171772766,1.2502216035044749,1.2497784177882372,1.2497784190694234,1.249778409679283,1.2497784055983407
11,4.65149033206139,0.01543629632057272,0.007639250019565225,22.507463361543813,2.079999999999999e-05,1.2502681102762134,1.2497319102265176,1.24973191074478,1.2497319125562367,1.2502681178686885,1.249731913551889,1.2497319156169016,1.249731900492392,1.249731893922072
